"account_id";"company_name";"program_id";"access";"incorporation_country";"sectors";"industries";"activities";"primary_sector";"primary_industry";"primary_activity";"Target reference number";"Scope";"% emissions in Scope";"Targeted % reduction from base year";"Base year";"Start year";"Base year emissions covered by target (metric tons CO2e)";"Target year";"Is this a science-based target?";"% of target achieved";"Target status";"Please explain";"Likely % achieved issue";"Likely invalid formulation";"Keyword matches";"duration";"time_complete";"% reduction (annual linear)";"Most recent accounting year";"Most recent accounting year end date";"Base year emissions (100% of scope)";"Base year emissions data source";"Base year emissions (100% of scope, excl. scope 3)";"Base year emissions data source (excl. scope 3)";"MRY emissions (100% of scope)";"MRY year emissions data source";"MRY emissions (100% of scope, excl. scope 3)";"MRY emissions data source (excl. scope 3)";"flag";"flag_notes";"T_ID";"target_type"
"661";15583;"Redrow Homes Ltd";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Construction";"Infrastructure";"Residential building construction";"Construction";"Infrastructure";"Residential building construction";"Int 1";"Scope 1+2 (location-based)";100;10;2017;2017;2.5;2022;"No, but we anticipate setting one in the next 2 years";0.5;"Underway";NA;NA;NA;NA;5;0;2;2018;"2018-06-30";14084;"C6 2018 S1, C6 2018 S2L";NA;NA;14281;"C6 2019 S1, C6 2019 S2L";NA;NA;"-6c-0cb-6fn";"Missing info: % change anticipated in absolute Scope 1+2 emissions";"15583-int-S12L-2017-2022-1";"intensity"
"662";15591;"Reckitt Benckiser";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Chemicals, Food & beverage processing";"Food, beverage & agriculture, Manufacturing";"Other food processing, Personal care & household products";"Chemicals";"Manufacturing";"Personal care & household products";"Int 1";"Scope 1 +2 (market-based)";95;40;2012;2013;0.0402;2020;"No, but we are reporting another target that is science-based";88;"Underway";"This is our 2020 target to reduce our scope 1 and 2 greenhouse gas emissions (per unit of production) by 40% across our manufacturing and warehouse facilities.RB's 2018 total greenhouse gas emissions from manufacturing and warehouse facilities were 0.0260 tCO2e per 1,000 CU. This represents a 35.2% reduction per unit of production versus 2012. This means that we have achieved 88% of our 2020 target [(35.2/40)*100 = 88].These greenhouse gas emissions are reported based on a market-based approach. Please note pre-acquisition and 2012 baseline data for our IFCN business is not available, therefore to ensure like-for-like comparisons, target performance trends vs 2012, IFCN is excluded. Including IFCN, in 2018 manufacturing and warehouse GHG emissions were 0.0423 tCO2e per 1,000 CUs.Status: Target on track - greenhouse gas emission reductions are on track to be achieved before the target year, based on progress so far.";NA;NA;NA;7;0.714285714285714;5;2018;"2018-12-31";276295;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;396070;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0e-0fa-0fb-7a-0zb-7f-0rab-0rca-0rcb-0rcd-0rba-0reb-0rca-0rec-0rca-0rcb-0rec-0rcb-0rca";"Organizational changes: Acquisitions: 54.0% increased in 2018,  Divestment: 4.0% decreased in 2018, Acquisitions: 2.2% increased in 2017,  Change in methodology: 1.1% increased in 2017,  Divestment: 7.7% decreased in 2017, Other: 8.9% decrease in 2016,  Divestment: 0.19% decrease in 2016, Other: 4.08% decrease in 2015, Divestment: 1.94% decrease in 2014,  Acquisitions: 2.56% increase in 2014,  Other: 1.61% decrease in 2014, Acquisitions: 1.75% increase in 2013,  Divestment: 0.09% decrease in 2013";"15591-int-S12M-2012-2020-1";"intensity"
"663";15591;"Reckitt Benckiser";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Chemicals, Food & beverage processing";"Food, beverage & agriculture, Manufacturing";"Other food processing, Personal care & household products";"Chemicals";"Manufacturing";"Personal care & household products";"Int 2";"Scope 1+2 (market-based) + 3 (upstream and downstream)";100;33;2012;2013;0.0000659;2020;"No, but we are reporting another target that is science-based";12;"Underway";"This is our 2020 target to reduce full life cycle carbon emissions (scope 1, 2 and 3) by 1/3 per dose against a 2012 baseline (65.7g CO2e per dose).In 2018, our total carbon footprint was 63.1g CO2e per dose, a 4% decrease against 2012. This means that we have achieved 12% of our 2020 target ((4/33.3)*100).We have successfully delivered reductions in a number of areas such as plastics used in packaging. Working with suppliers, we also have programmes in place to reduce the impacts from natural raw materials. However, we are currently not on track to achieve our target full value chain GHG reductions. Most of our GHG emissions occur when consumers use our products - the use phase is responsible for over 75% of our carbon footprint. Despite making progress, influencing consumer behaviour remains a key challenge and we have therefore been working with partners to effect change.";NA;NA;NA;7;0.714285714285714;4.125;2018;"2018-12-31";276295;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;396070;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0fa-0fa-0fb-0db-7a-7c-0zb-7f-0rab-0rca-0rcb-0rcd-0rba-0reb-0rca-0rec-0rca-0rcb-0rec-0rcb-0rca";"Organizational changes: Acquisitions: 54.0% increased in 2018,  Divestment: 4.0% decreased in 2018, Acquisitions: 2.2% increased in 2017,  Change in methodology: 1.1% increased in 2017,  Divestment: 7.7% decreased in 2017, Other: 8.9% decrease in 2016,  Divestment: 0.19% decrease in 2016, Other: 4.08% decrease in 2015, Divestment: 1.94% decrease in 2014,  Acquisitions: 2.56% increase in 2014,  Other: 1.61% decrease in 2014, Acquisitions: 1.75% increase in 2013,  Divestment: 0.09% decrease in 2013";"15591-int-S12M3-2012-2020-1";"intensity"
"664";15625;"REGAL BELOIT";"Supply Chain";"public";"United States of America";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";"Int 1";"Scope 1+2 (location-based)";100;10;2014;2014;70.197;2019;"No, and we do not anticipate setting one in the next 2 years";60;"Underway";"We've been working for 4 years to improve our Absolute and Intensity number for CO2 e (footprint). We continue to improve our verification process that has help us identify data and gap opportunities. Regal has a large impact on reducing emissions through innovation (handprint) of our products to reduced energy consumption.";NA;NA;NA;5;0.8;2;2018;"2018-12-31";249591.37;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;267280;"C6 2019 S1, C6 2019 S2L";NA;NA;"-7a-0za-7f-0zb-7f-0reb-0reb-0reb-0reb";"Organizational changes: Other: 69.2% decreased in 2018, Other: 75.0% decreased in 2017, Other: 95% decrease in 2016, Other: 25.39% decrease in 2015";"15625-int-S12L-2014-2019-1";"intensity"
"665";15634;"Renault";"Investor";"public";"France";"Financial services, Transportation equipment";"Manufacturing, Services";"Automobiles, Banks";"Transportation equipment";"Manufacturing";"Automobiles";"Int 1";"Scope 1+2 (market-based) + 3 (upstream and downstream)";100;25;2010;2011;37.48;2022;"No, but we are reporting another target that is science-based";71.46;"Underway";"In 2011, as part of its Renault 2016 Drive The Change strategic plan, Renault made a unique commitment in the automotive industry to reduce the average carbon footprint of its vehicles sold worldwide by 3% per year between 2010 and 2016, throughout their life-cycle . This objective was exceeded with a total 18,2% reduction at end-2016 (or an average of 3.3% annually for the duration of the plan) thanks to measures implemented to reduce the carbon footprint of vehicles at each stage of their life-cycle. As part of its new Drive the Future 2017-2022 strategic plan, Renault has renewed in 2017 this commitment with the objective of reducing its carbon footprint by 25% over the 2010-2022 period. In 2018, there was a change in life cycle analysis model used to evaluate emissions from materials and 2010 base was revised in order to maintain data comparability from 2010 to 2018.This target doesn't include Avtovaz whose environment performance will be included between 2020-2022 in Renault environment results.SBT submission and validation of scope 1+2 & WTW for scope 3 has happened in 2019 when the SDA tool was published.";NA;NA;"annual";11;0.636363636363636;2.08333333333333;2018;"2018-12-31";1287617;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;1216710;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0ma-0mc2-0fa-0fa-0fa-0e-7a-7c-0zb-7f-0rce-0rec-0rec-0rcd-0rec-0rec-0rec-0rca-0rae-0rec-0rea-0rcd-0rcb";"Organizational changes: Change in boundary: 0.59% increased in 2018,  Other: 0.14% increased in 2018, Other: 3.0% increased in 2017,  Change in methodology: 3.0% increased in 2017, Other: 2% decrease in 2016, Other: 0.8% decrease in 2015, Other: 3.8% increase in 2014,  Divestment: 0.4% decrease in 2014, Change in boundary: 10.9% increase in 2013,  Other: 3% increase in 2013, Other: 5% increase in 2012,  Change in methodology: 1.4% increase in 2012,  Acquisitions: 1.7% increase in 2012";"15634-int-S12M3-2010-2022-1";"intensity"
"666";15662;"Renishaw";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Electrical & electronic equipment, Medical equipment & supplies";"Biotech, health care & pharma, Manufacturing";"Electronic equipment, Medical equipment";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";"Int 1";"Scope 1+2 (market-based) +3 (downstream)";100;3;2017;2017;86.18;2018;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";33;"Replaced";"Our target years are based on financial years, our financial year 2018 is 1st July 2017 to 30th June 2018.Each year we aim to reduce our normalised GHG emissions by 3% previous to the last year, this year we achieved a 33% reduction of our normalised reductions, this is mainly due to the fact that in November 2017 we started purchasing 100% certified renewable energy for all of our HH energy supplies in the UK, and our 4 solar arrays, one newly installed during this reporting period, these projects now mean that 51% of energy consumed is from a renewable source.";NA;NA;NA;1;1;3;2019;"2019-06-30";NA;NA;25317;"C5.1 2019 S1, C5.1 2019 S2M";8431.43;"C6 2019 S1, C6 2019 S2M, C6 2019 S3.14: downstream completeness: 1";NA;NA;"-0ab-0aa-0e-0fb-0fb-0fb-0db-7c-0zb-7f";NA;"15662-int-S12M3-2017-2018-1";"intensity"
"667";15675;"Rentokil Initial";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Commercial & consumer services";"Services";"Commercial services";"Commercial & consumer services";"Services";"Commercial services";"Int 1";"Scope 1+2 (location-based) +3 (upstream)";100;20;2015;2016;198979;2020;"No, and we do not anticipate setting one in the next 2 years";16.4;"Underway";"This 2020 target of a 20% reduction in emissions was established following the successful achievement of the 2016 target (a 10% reduction in emissions). The intensity factor is million revenue at constant exchange rates (to avoid fluctuations caused by foreign exchange variations and the impact of acquisitions). Scope 1 and 2 emissions cover all the company's global property energy and vehicle fuel consumption. The scope 3 emissions relate to this consumption and cover electricity transmission and distribution losses, and well to tank emissions for scope 1 property energy and vehicle fuel. The emissions data has been adjusted for 2015-2018 to take account of the very large divestment of European workwear operations (excluding those in France and UK), which had previously accounted for a large percentage of the company's property fuel consumption. This divestment took the form of a joint venture with Haniel to form CWS-boco in which the company had less than 20% shareholding, and, as such, did not continue to have operational control of these businesses.At the same time the company has been pursuing a significant level of acquisitions, and this will continue until 2020, which will result in an increased level of absolute emissions over the period covered by the target. The figures given below for % anticipated change are for absolute emissions, and include the effect of this extensive acquisition programme undertaken since 2015 (revenues at constant exchange rates have increased by 40.3% in the period 2015-2018).The company also reports on emissions resulting from its use of Sulfuryl Fluoride. The gas is used in large fumigation contracts against pests like termites. Consequently, there are year-on-year customer demand driven variabilities in emissions. For 2018, absolute emissions derived from use of Sulfuryl Fluoride are 363,339 tonnes (2017: 481,390 tonnes; 2016: 720,322 tonnes; 2015: 612,310 tonnes; and 2014: 850,883 tonnes), which indicates the variability in customer demand. Studies indicate there is no suitable fumigation alternative to Sulfuryl Fluoride approved currently by regulatory authorities. Emissions due to the company's use of Sulfuryl Fluoride are not included with the company's intensity target.";"Possible % achieved issue";NA;"France (breakdown matches)";4;0.5;4;2018;"2018-12-31";244376;"DWH 2017 S1, DWH 2017 S2L, DWH 2016 S3.01, DWH 2016 S3.02, DWH 2016 S3.03, DWH 2016 S3.04: upstream completeness: 0.666666666666667";198979;"C5.1 2019 S1, C5.1 2019 S2L";233513;"C6 2019 S1, C6 2019 S2L, C6 2019 S3.03: upstream completeness: 1";NA;NA;"-0hb-0e-0fa-0e-0fa-7a-7c-0zb-7f-0ta-0rab-0rcb-2ea";"Found keyword(s): France; Organizational changes: Acquisitions: 26.0% increased in 2017, Acquisitions: 3.5% increase in 2016";"15675-int-S12L3-2015-2020-1";"intensity"
"668";15829;"Rio Tinto";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Coal mining, Metal smelting, refining & forming, Metallic mineral mining, Other mineral mining, Trading, wholesale, distribution, rental & leasing";"Fossil Fuels, Materials, Mineral extraction, Services";"Bauxite mining, Coal extraction & processing, Dealers, wholesalers & distributors, Iron ore mining, Other non-ferrous metals, Other non-ferrous ore mining, Other non-metallic minerals";"Metallic mineral mining";"Mineral extraction";"Iron ore mining";"Int 1";"Scope 1+2 (location-based)";95;24;2008;2015;100;2020;"No, and we do not anticipate setting one in the next 2 years";100;"Underway";"Rio Tinto has a target of a 24 % reduction in total (scope 1 and net scope 2) greenhouse gas emissions intensity between 2008 and 2020. In 2018, we achieved a 29 % reduction in our total greenhouse gas emissions intensity reduction from our 2008 baseline.For 2018, emissions from activities such as projects under development, standalone power generation for smelting (eg net emissions for Kemano), shipping, exploration and small independent facilities below 50kt CO2-e are excluded from the target emissions scope calculation. This is consistent with Rio Tinto's methodology for the Group's greenhouse gas emissions intensity target calculations. The emissions excluded represent 3% of our total absolute emissions.The target percentage change assumes 2008 production levels in 2020. The actual change in absolute emissions over the target period is dependent on actual production in 2020. Rio Tinto is not able to publicly disclose specific forecasts of costs and forward looking statements due to strict legal and commercial sensitivity associated with such statements.,";NA;NA;NA;5;0.6;2;2018;"2018-12-31";50700000;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;25500000;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0fa-7a-0za-7f-0zb-7f-0rba-0rec-0rca-0rca-0rba-0rba-0rcd-0rca-0rca-0rec-0rca";"Organizational changes: Divestment: 7.32% decreased in 2018, Other: 1.07% increased in 2017,  Divestment: 4.4% decreased in 2017, Divestment: 0.3% decrease in 2016, Divestment: 10% decrease in 2015, Divestment: 10% decrease in 2014, Change in methodology: 1.68% decrease in 2013,  Divestment: 2.93% decrease in 2013, Divestment: 0.11% decrease in 2012,  Other: 1.32% increase in 2012, Divestment: 0.22% decrease in 2011";"15829-int-S12L-2008-2020-1";"intensity"
"669";15854;"Robert Bosch GmbH";"Investor";"public";"Germany";"Electrical & electronic equipment, Metal products manufacturing, Powered machinery";"Manufacturing";"Electrical equipment, Fabricated metal components, Industrial machinery";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";"Int 1";"Scope 1+2 (location-based)";100;35;2007;2008;100;2020;"No, but we anticipate setting one in the next 2 years";31.1;"Underway";"The target has been increased from 20 % to 35 %. Back in 2008, we set long-term targets for reducing CO2 emissions from our locations relative to value added. These targets committed us to achieving a 20 percent reduction in carbon dioxide emissions by 2020 compared with 2007 levels (excluding Automotive Steering and BSH Hausgerate). We had already significantly surpassed this target by 2015, and made further progress in 2016 and achieved a reduction of more than 30 percent. We have therefore raised our target to 35 percent by 2020, including BSH Hausgerate and Automotive Steering.further explanation:Normalized baseline year emissions covered by target (metric tons CO2e) is 100% for the year 2007, because data for our internal calculation is value added and these data are not public.";"Possible % achieved issue";NA;NA;12;0.833333333333333;2.69230769230769;2018;"2018-12-31";2511900;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;3258781.35;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0hb-0fb-7a-0za-7f-0zb-7f-0rab-2ea";"Organizational changes: Acquisitions: 19.3% increase in 2015";"15854-int-S12L-2007-2020-1";"intensity"
"670";15875;"Robert Walters";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Commercial & consumer services";"Services";"Commercial services";"Commercial & consumer services";"Services";"Commercial services";"Int 1";"Scope 1+2 (location-based)";100;20;2013;2013;1.37;2023;NA;NA;"Underway";"The Group have decided to use an intensity metric of CO2e per head, which the Group believes is the most relevant indication of growth and provides the best comparative measure over time. The Group continue to closely monitor emissions and aim to meet our reduction target by 2023.";NA;NA;NA;10;0.5;2;2018;"2018-12-31";2640;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;2438.31;"C6 2019 S1, C6 2019 S2L";NA;NA;"-6c-7a-0zb-7f-0rec-0rad-6fn";"Missing info: % of target achieved; Organizational changes: Other: 3% increase in 2015, Change in methodology: 6.28% increase in 2014";"15875-int-S12L-2013-2023-1";"intensity"
"671";15911;"ROCKWOOL International A/S";"Investor";"public";"Denmark";"Other materials";"Materials";"Other non-wood building materials";"Other materials";"Materials";"Other non-wood building materials";"Int 1";"Scope 1 +2 (market-based)";85;20;2015;2016;0.7;2030;"No, but we anticipate setting one in the next 2 years";20;"Underway";"2015 is our baseline year. The target is to achieve 20% reduction of scope 1 and 2 relative emissions by 2030 compared to 2015. In 2018 we have achieved a 4% reduction.";"% achieved = % reduction";NA;NA;14;0.142857142857143;1.33333333333333;2018;"2018-12-31";1599918;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;2182751;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0ha-0e-0fa-7a-0za-7f-0zb-7f-2ea";NA;"15911-int-S12M-2015-2030-1";"intensity"
"672";15913;"Rockwell Automation";"Investor";"public";"United States of America";"Electrical & electronic equipment, Powered machinery";"Manufacturing";"Electrical equipment, Industrial machinery";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";"Int 1";"Scope 1+2 (location-based)";100;30;2008;2008;28;2022;NA;100;"Achieved";"We have achieved our long term CO2 reduction goal, four years ahead of schedule. We are currently researching our next long term goal, with key stakeholders and are reviewing Science-Based options for next goal.";NA;NA;NA;14;0.714285714285714;2.14285714285714;2018;"2018-09-30";160200;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;125600;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0za-7ga-0zb-7gb-0rcb-0rcb-0rcd-0rad-0rcc-0rca-0rce-0rcd-0rcb-0rec-7h";"Organizational changes: Acquisitions: 1% increase in 2016, Acquisitions: 3% increase in 2014,  Change in methodology: 1% decrease in 2014, Change in methodology: 80% increase in 2013, Mergers: 0% decrease in 2012,  Divestment: 0% decrease in 2012,  Change in boundary: 0% decrease in 2012,  Change in methodology: 0% decrease in 2012,  Acquisitions: 2% increase in 2012,  Other: 0% decrease in 2012";"15913-int-S12L-2008-2022-1";"intensity"
"673";15921;"Rohm Co., Ltd.";"Investor";"public";"Japan";"Electrical & electronic equipment";"Manufacturing";"Electronic components";"Electrical & electronic equipment";"Manufacturing";"Electronic components";"Int 1";"Scope 1+2 (location-based)";85;50;1990;1990;1.2;2020;"No, but we anticipate setting one in the next 2 years";100;"Underway";"For setting GHG emission targets, we set PFC and CO2 targets separately so that we set targets of only GHG emissions caused by energy such as power, gas, heavy oil. Although the rate of target emissions is not 100%, all production bases and all production is the scope.";NA;NA;NA;30;0.933333333333333;1.66666666666667;2019;"2019-03-31";NA;NA;NA;NA;725380.3;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0fb-7a-0za-7f-0zb-7f-0rce-0rce-0reb";"Organizational changes: Change in boundary: 3.1% increased in 2018, Change in boundary: 0.56% increased in 2017, Other: 15% decrease in 2013";"15921-int-S12L-1990-2020-1";"intensity"
"674";15921;"Rohm Co., Ltd.";"Investor";"public";"Japan";"Electrical & electronic equipment";"Manufacturing";"Electronic components";"Electrical & electronic equipment";"Manufacturing";"Electronic components";"Int 2";"Scope 1+2 (location-based) + 3 (upstream and downstream)";100;10;2010;2019;1.4;2020;"No, but we anticipate setting one in the next 2 years";100;"Underway";"We define the value chain CO2 as the following, and are working to reduce the unit consumption.Value chain CO2:Scope1(include PFC)Scope2Scope3(Categor1~8)";NA;NA;NA;1;-1;1;2019;"2019-03-31";NA;NA;NA;NA;725380.3;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0aa-0ca-7a-7c-0rce-0rce-0reb";"Organizational changes: Change in boundary: 3.1% increased in 2018, Change in boundary: 0.56% increased in 2017, Other: 15% decrease in 2013";"15921-int-S12L3-2010-2020-1";"intensity"
"675";15946;"Royal Caribbean Cruises Ltd";"Investor";"public";"United States of America";"Marine transport";"Transportation services";"Cruise lines & ferries";"Marine transport";"Transportation services";"Cruise lines & ferries";"Int 1";"Scope 1+2 (location-based)";98;35;2005;2016;3774175;2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";100;"Achieved";"RCL's emission goal is to reduce our greenhouse gas footprint by 35% per ALBDO*km by 2020 (target year), as compared to 2005 levels (base year). ALBDO refers to the number of lower berths (double occupancy) on a ship times distance sailed in kilometers. This target was developed using the Sectoral Decarbonization Approach (SDA) methodology for science-based targets in collaboration with World Wildlife Fund. This intensity metric is aligned with the global shipping industry and is the base of the EU program for emission reductions. Previously, we had set targets to reduce emissions per Available Passenger Cruise Days (APCD). Because our scope 1 emissions represents more than 98% of our total emissions, our current target focuses on scope 1 emissions.";NA;NA;NA;4;0.5;2.33333333333333;2018;"2018-12-31";3781723;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;4382880;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0e-0fb-7a-0zb-7f-0rce-0rcb-0rce-0rec-0rcb-0rca-0rcb-0rcb-0rcb-0rcb-0rcb";"Organizational changes: Change in boundary: 0.11% increased in 2018,  Acquisitions: 0.73% increased in 2018, Change in boundary: 1.28% increase in 2016,  Other: 0.56% decrease in 2016,  Acquisitions: 4.96% increase in 2016,  Divestment: 3.73% decrease in 2016, Acquisitions: 2% increase in 2015, Acquisitions: 1% decrease in 2014, Acquisitions: 1.6% decrease in 2013, Acquisitions: 2.95% increase in 2012, Acquisitions: 0.5% decrease in 2011";"15946-int-S12L-2005-2020-1";"intensity"
"676";15971;"Rotork PLC";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Powered machinery";"Manufacturing";"Engines & motors, Other vehicle equipment & systems";"Powered machinery";"Manufacturing";"Other vehicle equipment & systems";"Int 1";"Scope 1+2 (location-based)";100;2;2017;2018;12328;2018;"No, and we do not anticipate setting one in the next 2 years";100;"Expired";"The reduction on emissions has expired as the activities to reduce emissions have been achieved a new target has been set to reduce electrical consumption and gas consumption normalised on degree days has been set for 2018";NA;NA;NA;0;NA;2;2018;"2018-12-31";12328;"C6 2018 S1, C6 2018 S2L";NA;NA;11844;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ab-0ca-0rec-0rca-0rce";"Organizational changes: Other: 0.8% decreased in 2018,  Divestment: 1.4% decreased in 2018,  Change in boundary: 3.3% decreased in 2018";"15971-int-S12L-2017-2018-1";"intensity"
"677";15980;"Royal Bank of Canada";"Investor";"public";"Canada";"Financial services";"Services";"Asset managers, Banks, Insurance";"Financial services";"Services";"Asset managers";"Int 1";"Scope 1+2 (location-based)";100;20;2012;2012;0.083;2018;"No, but we are reporting another target that is science-based";100;"Retired";"In RBC's old environmental strategy; the RBC Environmental Blueprint (retired in 2018), our goal was to reduce GHG emission intensity by 20% in our properties by 2018. Data presented represented 90% of our global operations based on floor area. Since 2009, we have been able to measure and report our energy consumption for 100% of our properties located in Canada, the U.S. and the British Isles. We have achieved this target and reduced our emissions by 38.4% from the baseline year of 2012. This goal was retired and replaced in 2018 with our new science-based target aligned absolute emissions reduction goal as outlined above.";NA;NA;"Canada (breakdown matches)";6;1;3.33333333333333;2018;"2018-10-31";159491;"C5.1 2018 S1, C5.1 2018 S2L";NA;NA;126183;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;"-0ca-0e-0fb-0fb-0fa-0za-7f-0zb-7f-0ta-0rae-0rab-0rbd-0rbd-0rbd";"Found keyword(s): Canada; Organizational changes: Change in boundary: 20.0% increased in 2018, Acquisitions: 8.5% increased in 2017, Change in methodology: 6% decrease in 2016, Change in methodology: 13% decrease in 2015, Change in methodology: 10% decrease in 2014";"15980-int-S12L-2012-2018-1";"intensity"
"678";15981;"RSA Insurance Group";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"Insurance";"Financial services";"Services";"Insurance";"Int 1";"Scope 1+2 (location-based) +3 (upstream)";100;12;2015;2016;2.13;2018;"No, but we anticipate setting one in the next 2 years";75;"Expired";"In 2018, we achieved a 9% reduction in our Group Carbon footprint compared to our 2015 baseline, against a carbon reduction target of 12% reduction per Full Time Equivalent (FTE) through actions. As we had achieved this target in a previous year, to maintain momentum and continue our commitment to reduce our emissions, we set an additional target to reduce our year-on-year emissions by a further 4% per FTE by 2018. We have restated our previously reported figures for 2015 to remove the impact of all divested businesses, including sale of our Quality Repair Centres (QRCs), Russia and Latin American businesses, to allow for fair comparison year on year. This was the final year of our previous corporate responsibility strategy 'Making thing better, together' We are currently undertaking a project to set a refreshed carbon emissions reduction target following the Science Based Target methodology.";NA;NA;NA;2;1;4;2018;"2018-12-31";39294;"DWH 2016 S1, DWH 2016 S2L, DWH 2016 S3.01, DWH 2016 S3.02, DWH 2016 S3.03, DWH 2016 S3.04, DWH 2016 S3.05, DWH 2016 S3.06, DWH 2016 S3.07, DWH 2016 S3.08: upstream completeness: 1";18063;"C5.1 2019 S1, C5.1 2019 S2L";223264;"C6 2019 S1, C6 2019 S2L, C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.07, C6 2019 S3.08, C6 2019 S3.16: upstream completeness: 1";11427;"C6 2019 S1, C6 2019 S2L";"-0fa-0e-0fa-7a-7c-0za-7f-0zb-7f-0rec-0rce-0rbd-0rce-0rba";"Organizational changes: Other: 1.0% decreased in 2018, Change in boundary: 0.9% increased in 2017,  Change in methodology: 6.2% decreased in 2017, Change in boundary: 0.6% decrease in 2016,  Divestment: 20% decrease in 2016";"15981-int-S12L3-2015-2018-1";"intensity"
"679";15981;"RSA Insurance Group";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"Insurance";"Financial services";"Services";"Insurance";"Int 2";"Scope 1+2 (location-based) +3 (upstream)";100;4;2017;2018;95;2018;"No, but we anticipate setting one in the next 2 years";85;"Expired";"This is set as a year-on-year rolling target until we set a new Science Based Target during 2019.";NA;NA;NA;0;NA;4;2018;"2018-12-31";24683;"C6 2019 S1, C6 2019 S2L, C6 2018 S3.01, C6 2018 S3.02, C6 2018 S3.03, C6 2018 S3.04, C6 2018 S3.05, C6 2018 S3.06, C6 2018 S3.07, C6 2018 S3.08, C6 2018 S3.16: upstream completeness: 0.777777777777778";12631;"C6 2019 S1, C6 2019 S2L";223264;"C6 2019 S1, C6 2019 S2L, C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.07, C6 2019 S3.08, C6 2019 S3.16: upstream completeness: 1";11427;"C6 2019 S1, C6 2019 S2L";"-0ab-7a-7c-0rec";"Organizational changes: Other: 1.0% decreased in 2018";"15981-int-S12L3-2017-2018-1";"intensity"
