"";"account_id";"company_name";"program_id";"access";"incorporation_country";"sectors";"industries";"activities";"primary_sector";"primary_industry";"primary_activity";"Target reference number";"Scope";"% emissions in Scope";"Targeted % reduction from base year";"Base year";"Start year";"Base year emissions covered by target (metric tons CO2e)";"Target year";"Is this a science-based target?";"% of target achieved";"Target status";"Please explain";"Likely % achieved issue";"Likely invalid formulation";"Keyword matches";"duration";"time_complete";"% reduction (annual linear)";"Most recent accounting year";"Most recent accounting year end date";"Base year emissions (100% of scope)";"Base year emissions data source";"Base year emissions (100% of scope, excl. scope 3)";"Base year emissions data source (excl. scope 3)";"MRY emissions (100% of scope)";"MRY year emissions data source";"MRY emissions (100% of scope, excl. scope 3)";"MRY emissions data source (excl. scope 3)";"flag";"flag_notes";"T_ID";"target_type";"fin_sector"
"415";13351;"Nomura Holdings, Inc.";"Investor";"public";"Japan";"Financial services";"Services";"Asset managers, Banks";"Financial services";"Services";"Asset managers";"Int 3";"Scope 1+2 (location-based) +3 (upstream)";15;20;2011;2011;13,93;2019;"No, but we anticipate setting one in the next 2 years";100;"Underway";"EMEA Scope 1, 2 & 3 emissions (including 1AL but Nomura's demise only), which is equivalent to approx. 15% of total S1&S2 globally.Target is 11.144 tonnes CO2e/desk. At this reporting year, absolute carbon reached 0.56 tonnes CO2e.";NA;NA;NA;8;0,875;2,5;2019;"2019-03-31";NA;NA;90105;"DWH 2011 S1, DWH 2011 S2L";133680;"C6 2019 S1, C6 2019 S2L, C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.07, C6 2019 S3.08, C6 2019 S3.16: upstream completeness: 1";67917;"C6 2019 S1, C6 2019 S2L";"-0ca-0fa-7a-7c-0rbd-0rcd-0rce-0rcd-0rcd-0rce-0rcd-0rce-0rce-0rcd-0rad";"Organizational changes: Change in methodology: 9.0% decreased in 2018, Change in methodology: 3.4% decreased in 2017, Change in boundary: 0.5% increase in 2016,  Change in methodology: 3.4% decrease in 2016, Change in methodology: 2% decrease in 2015,  Change in boundary: 0.1% increase in 2015, Change in methodology: 1.4% increase in 2014,  Change in boundary: 0.7% increase in 2014, Change in boundary: 1% increase in 2013,  Change in methodology: 3% increase in 2013, Change in methodology: 5% increase in 2012";"13351-int-S12L3-2011-2019-1";"intensity";"fin"
"416";14820;"Piraeus Bank";"Investor";"public";"EU";"Financial services";"Services";"Asset managers, Banks";"Financial services";"Services";"Banks";"Int 1";"Scope 1+2 (location-based) + 3 (upstream and downstream)";100;2;2017;2018;0,0734;2018;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"An intensity target was set for total (direct and indirect) GHG emissions. We aimed to reduce our total GHG emissions (scope1 + scope2 (location-based) + scope3) per square meter by 2%, compared to previous year and the target was met. Piraeus Bank's total CO2 emissions are almost proportionate to the electricity consumption in its branches and buildings; approx. 85% of total CO2 emissions are the result of indirect emissions from electricity consumption. . Thus, energy-saving programs are implemented on an annual basis. . As a financial Institution, Piraeus Bank still hasn't set a science-based target, as the method for assessing financial institutions' scope 3 impacts against a well-below 2C emissions trajectory is still being developed. Thus, the Science Based Targets initiative cannot officially approve targets submitted by financial institutions. For further details, please refer to Science Based Targets initiative official website. However, Piraeus Bank anticipates setting a science- based target in the next 2 years. Regarding implemented energy-saving programs, please refer to c 4.3b.";NA;NA;"annual";0;NA;2;2018;"2018-12-31";37670,9;"C6 2019 S1, C6 2019 S2L";NA;NA;33378,5;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ab-0ca-0ma-0e-0fb-0rcc-0rec-7e";"Organizational changes: Mergers: 4.6% decreased in 2018,  Other: 3.6% decreased in 2018";"14820-int-S12L3-2017-2018-1";"intensity";"fin"
"417";15422;"Rabobank Group";"Investor";"public";"EU";"Financial services";"Services";"Banks";"Financial services";"Services";"Banks";"Int 1";"Scope 1+2 (location-based) +3 (upstream)";100;10;2013;2013;3,54;2020;"No, but we anticipate setting one in the next 2 years";39;"Underway";"Sustainable organisation of internal business operations (https://www.rabobank.com/downloads/sustainability/samen-duurzaam-sterker-en.pdf ; p.23)In terms of sustainability, Rabobank's internal business operations are innovative and ambitious. We aim to reduce our energy consumption as much as possible, for example by facilitating teleworking in order to reduce employee travel time. Rabobank is also as sustainable as possible in its purchasing policies, attempting to use renewable raw materials and contracts based on circular economic principles wherever we can. The Operations department also serves as an expertise centre for the group as a whole. We promote a situation where our employees spend as little time on the road as possible. In the Netherlands, we encourage the shared use of our offices by all employees and optimise opportunities for remote communications. We are minimising and modernising our facilities as well as making them more sustainable. By increasing energy-efficiency and by reducing and making mobility and other services more sustainable, we aim to further reduce carbon emissions per FTE per year by 2020 by 10% from 2013.Rabobank continues efforts to reduce its CO2 emissions per FTE by 10% between 2013 and 2020. Rabobank had a large decrease of CO2 emissions compared to 2017 (from 174,374 tonnes to 147,091). Rabobank reduced its CO2 emissions per FTE with 15% compared to 2017 (from 4.0 to 3.4). However the target for 2020 has not yet been met due to the fact that the amount of FTE's has also significantly declined over the past years (Annual report p. 7)";NA;NA;"Netherlands (breakdown matches); annual";7;0,714285714285714;1,42857142857143;2018;"2018-09-30";NA;NA;NA;NA;147091,08;"C6 2019 S1, C6 2019 S2L, C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.07, C6 2019 S3.08, C6 2019 S3.16: upstream completeness: 1";122828,08;"C6 2019 S1, C6 2019 S2L";"-0ma-0e-0e-0fb-7a-7c-0za-7f-0zb-7f-0ta-0rbc";"Found keyword(s): Netherlands; Organizational changes: Mergers: 5.31% decrease in 2015";"15422-int-S12L3-2013-2020-1";"intensity";"fin"
"418";15493;"Raiffeisen Bank International AG";"Investor";"public";"EU";"Financial services";"Services";"Banks";"Financial services";"Services";"Banks";"Int 1";"Other, please specify: Scope 1-3 emissions";100;35;2011;2011;3345;2025;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";100;"Achieved";"We launched a plan for 2011-2025, with a 35 percent reduction in kg CO2e emissions per employee (2174 kg in 2025), taking 2011 as the base year. 35 percent reduction per employee was already reached in 2018 (2166 tons per employee in 2018/3345 tons per employee in 2011= 0,65; 100%-65%=35%). We continually increase data quality which also means that Scope 3 emissions increase, therefore we keep up the goal and our engagement to reduce emissions per employee. We consider this as science based target since we assumed a 2,1 percent reduction from year to year (but since SBT is still developing a framework and guidance for the financial sector they do not approve targets for us yet).";NA;NA;NA;14;0,5;2,5;2018;"2018-12-31";NA;NA;NA;NA;NA;NA;NA;NA;"-0ca-0fb-0fb-0e-7a-7c-0zb-7ga-0rce";"Organizational changes: Change in boundary: 0% decrease in 2015";"15493-int-S13-2011-2025-1";"intensity";"fin"
"419";15493;"Raiffeisen Bank International AG";"Investor";"public";"EU";"Financial services";"Services";"Banks";"Financial services";"Services";"Banks";"Int 2";"Other, please specify: Scope 1-3 emissions";100;40;2011;2011;3345;2030;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";88;"Underway";"We launched a plan for 2011-2030, with a 40 percent reduction in kg CO2e emissions per employee (2007 kg in 2030 CO2e), taking 2011 as the base year. 35 percent reduction per employee was already reached in 2018 (2166 tons per employee in 2018/3345 tons per employee in 2011=0,65; 100%-65%=35%). We continually increase data quality which also means that Scope 3 emissions increase, therefore we keep up the goal and our engagement to reduce emissions per employee. We consider this as science based target since we assumed a 2,1 percent reduction from year to year (but since SBT is still developing a framework and guidance for the financial sector they do not approve targets for us yet).";NA;NA;NA;19;0,368421052631579;2,10526315789474;2018;"2018-12-31";NA;NA;NA;NA;NA;NA;NA;NA;"-0fb-0fb-0fa-7a-7c-0za-7ga-0zb-7f-0rce";"Organizational changes: Change in boundary: 0% decrease in 2015";"15493-int-S13-2011-2030-1";"intensity";"fin"
"420";15578;"Redefine Properties Ltd";"Investor";"public";"South Africa";"Financial services";"Services";"REIT";"Financial services";"Services";"REIT";"Int 1";"Scope 1+2 (location-based)";100;5;2017;2017;0,0102;2018;"No, but we anticipate setting one in the next 2 years";0;"Expired";"Redefine have a rolling year-on-year target to reduce Scope 1 and 2 emissions by 5%. Continuous property acquisition and disposals affects the absolute footprint of the company, therefore the intensity target of metric tonnes CO2e per square meter (GLA) is used as this can ensure the target can be better tracked year on year. Please note this does not include Scope 3 emissions and out of scope (non-Kyoto) emissions. Redefine have chosen to focus on reducing Scope 1 and 2 emissions as this is where the company has the most control. Redefine's Scope 2 emissions have decreased due the company's strategy to improve the efficiency of the portfolio,install renewable energy and recover more electricity from tenants. Our Scope 1 emissions increased by 23%, mainly as a result of increased diesel use for standby electricity generation due to increased supply interruptions. Redefine are in the process of reviewing all sustainability targets, and aim to implement science based targets.";NA;NA;NA;1;1;5;2018;"2018-08-31";49682;"C6 2018 S1, C6 2018 S2L";NA;NA;50055;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ab-0aa-0cb-0e-0fb-7a";NA;"15578-int-S12L-2017-2018-1";"intensity";"fin"
"421";15980;"Royal Bank of Canada";"Investor";"public";"Canada";"Financial services";"Services";"Asset managers, Banks, Insurance";"Financial services";"Services";"Asset managers";"Int 1";"Scope 1+2 (location-based)";100;20;2012;2012;0,083;2018;"No, but we are reporting another target that is science-based";100;"Retired";"In RBC's old environmental strategy; the RBC Environmental Blueprint (retired in 2018), our goal was to reduce GHG emission intensity by 20% in our properties by 2018. Data presented represented 90% of our global operations based on floor area. Since 2009, we have been able to measure and report our energy consumption for 100% of our properties located in Canada, the U.S. and the British Isles. We have achieved this target and reduced our emissions by 38.4% from the baseline year of 2012. This goal was retired and replaced in 2018 with our new science-based target aligned absolute emissions reduction goal as outlined above.";NA;NA;"Canada (breakdown matches)";6;1;3,33333333333333;2018;"2018-10-31";159491;"C5.1 2018 S1, C5.1 2018 S2L";NA;NA;126183;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;"-0ca-0e-0fb-0fb-0fa-0za-7f-0zb-7f-0ta-0rae-0rab-0rbd-0rbd-0rbd";"Found keyword(s): Canada; Organizational changes: Change in boundary: 20.0% increased in 2018, Acquisitions: 8.5% increased in 2017, Change in methodology: 6% decrease in 2016, Change in methodology: 13% decrease in 2015, Change in methodology: 10% decrease in 2014";"15980-int-S12L-2012-2018-1";"intensity";"fin"
"422";15981;"RSA Insurance Group";"Investor";"public";"United Kingdom";"Financial services";"Services";"Insurance";"Financial services";"Services";"Insurance";"Int 1";"Scope 1+2 (location-based) +3 (upstream)";100;12;2015;2016;2,13;2018;"No, but we anticipate setting one in the next 2 years";75;"Expired";"In 2018, we achieved a 9% reduction in our Group Carbon footprint compared to our 2015 baseline, against a carbon reduction target of 12% reduction per Full Time Equivalent (FTE) through actions. As we had achieved this target in a previous year, to maintain momentum and continue our commitment to reduce our emissions, we set an additional target to reduce our year-on-year emissions by a further 4% per FTE by 2018. We have restated our previously reported figures for 2015 to remove the impact of all divested businesses, including sale of our Quality Repair Centres (QRCs), Russia and Latin American businesses, to allow for fair comparison year on year. This was the final year of our previous corporate responsibility strategy 'Making thing better, together' We are currently undertaking a project to set a refreshed carbon emissions reduction target following the Science Based Target methodology.";NA;NA;NA;2;1;4;2018;"2018-12-31";39294;"DWH 2016 S1, DWH 2016 S2L, DWH 2016 S3.01, DWH 2016 S3.02, DWH 2016 S3.03, DWH 2016 S3.04, DWH 2016 S3.05, DWH 2016 S3.06, DWH 2016 S3.07, DWH 2016 S3.08: upstream completeness: 1";18063;"C5.1 2019 S1, C5.1 2019 S2L";223264;"C6 2019 S1, C6 2019 S2L, C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.07, C6 2019 S3.08, C6 2019 S3.16: upstream completeness: 1";11427;"C6 2019 S1, C6 2019 S2L";"-0fa-0e-0fa-7a-7c-0za-7f-0zb-7f-0rec-0rce-0rbd-0rce-0rba";"Organizational changes: Other: 1.0% decreased in 2018, Change in boundary: 0.9% increased in 2017,  Change in methodology: 6.2% decreased in 2017, Change in boundary: 0.6% decrease in 2016,  Divestment: 20% decrease in 2016";"15981-int-S12L3-2015-2018-1";"intensity";"fin"
"423";15981;"RSA Insurance Group";"Investor";"public";"United Kingdom";"Financial services";"Services";"Insurance";"Financial services";"Services";"Insurance";"Int 2";"Scope 1+2 (location-based) +3 (upstream)";100;4;2017;2018;95;2018;"No, but we anticipate setting one in the next 2 years";85;"Expired";"This is set as a year-on-year rolling target until we set a new Science Based Target during 2019.";NA;NA;NA;0;NA;4;2018;"2018-12-31";24683;"C6 2019 S1, C6 2019 S2L, C6 2018 S3.01, C6 2018 S3.02, C6 2018 S3.03, C6 2018 S3.04, C6 2018 S3.05, C6 2018 S3.06, C6 2018 S3.07, C6 2018 S3.08, C6 2018 S3.16: upstream completeness: 0.777777777777778";12631;"C6 2019 S1, C6 2019 S2L";223264;"C6 2019 S1, C6 2019 S2L, C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.07, C6 2019 S3.08, C6 2019 S3.16: upstream completeness: 1";11427;"C6 2019 S1, C6 2019 S2L";"-0ab-7a-7c-0rec";"Organizational changes: Other: 1.0% decreased in 2018";"15981-int-S12L3-2017-2018-1";"intensity";"fin"
"424";16188;"Samsung Fire & Marine Insurance";"Investor";"public";"Republic of Korea";"Financial services";"Services";"Insurance";"Financial services";"Services";"Insurance";"Int 1";"Scope 1+2 (location-based)";100;30;2011;2012;0,0833;2020;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"SFMI has achieved its goal of reducing emissions by 30% compared to the baseline year by 2020 at 0.0582CO2e in 2018.";NA;NA;NA;8;0,75;3,33333333333333;2018;"2018-12-31";41645;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;20188;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0e-7a-0za-7f-0zb-7f-0rce-0rbe-0rce-0rca";"Organizational changes: Change in boundary: 3.5% decreased in 2018, Change in boundary: 26.35% decreased in 2017, Change in boundary: 2.06% increase in 2014, Divestment: 3.33% decrease in 2013";"16188-int-S12L-2011-2020-1";"intensity";"fin"
"425";16188;"Samsung Fire & Marine Insurance";"Investor";"public";"Republic of Korea";"Financial services";"Services";"Insurance";"Financial services";"Services";"Insurance";"Int 2";"Scope 1+2 (location-based)";100;55;2011;2012;0,0833;2036;"No, but we anticipate setting one in the next 2 years";8,69;"Underway";"SFMI is in the process of reducing emissions by 55% compared to the standard year by 2036.";NA;NA;NA;24;0,25;2,2;2018;"2018-12-31";41645;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;20188;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0e-7a-0rce-0rbe-0rce-0rca";"Organizational changes: Change in boundary: 3.5% decreased in 2018, Change in boundary: 26.35% decreased in 2017, Change in boundary: 2.06% increase in 2014, Divestment: 3.33% decrease in 2013";"16188-int-S12L-2011-2036-1";"intensity";"fin"
"426";16531;"Schroders";"Investor";"public";"United Kingdom";"Financial services";"Services";"Asset managers";"Financial services";"Services";"Asset managers";"Int 1";"Scope 2 (location-based)";99;71,73;2007;2007;3,4;2017;"No, but we anticipate setting one in the next 2 years";64,44;"Expired";"Targets were established in 2007 for reductions across a range of environmental and climate change affecting areas which is now used as our baseline year. The target year for these was 2012 and these targets were generally met or exceeded. In 2013 a further set of five year targets was established adding to and building on the previous range of initiatives and targets. We have continued to expand our business but remained within the same property portfolio, thereby reducing the overall emissions per FTE Employee, in 2017 we completed the acquisition of Adveq which added both human and physical resources for the second half of 2017.";NA;NA;NA;10;1,1;7,173;2018;"2018-12-31";5442,58;"C5.1 2019 S2L";NA;NA;5092;"C6 2019 S2L";NA;NA;"-6c-0da-0db-0za-7ga-0zb-7f-0rcb-6fn";"Missing info: % change anticipated in absolute Scope 1+2 emissions; Organizational changes: Acquisitions: 3.28% increase in 2014";"16531-int-S2L-2007-2017-1";"intensity";"fin"
"427";16531;"Schroders";"Investor";"public";"United Kingdom";"Financial services";"Services";"Asset managers";"Financial services";"Services";"Asset managers";"Int 2";"Scope 1+2 (location-based) +3 (upstream)";99;53,54;2007;2007;NA;2017;"No, but we anticipate setting one in the next 2 years";40,46;"Expired";"Targets were established in 2007 for reductions across a range of environmental and climate change affecting areas which is now used as our baseline year. The target year for these was 2012 and these targets were generally met or exceeded. In 2013 a further set of five year targets was established adding to and building on the previous range of initiatives and targets.";NA;NA;NA;10;1,1;5,354;2018;"2018-12-31";NA;NA;5875,89;"C5.1 2019 S1, C5.1 2019 S2L";18695;"C6 2019 S1, C6 2019 S2L, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.06, C6 2019 S3.08, C6 2019 S3.16: upstream completeness: 0.555555555555556";5713;"C6 2019 S1, C6 2019 S2L";"-6c-0da-0db-0rcb-6fn";"Missing info: Normalized base year emissions covered by target (metric tons CO2e), % change anticipated in absolute Scope 1+2 emissions, % change anticipated in absolute Scope 3 emissions; Organizational changes: Acquisitions: 3.28% increase in 2014";"16531-int-S12L3-2007-2017-1";"intensity";"fin"
"428";16531;"Schroders";"Investor";"public";"United Kingdom";"Financial services";"Services";"Asset managers";"Financial services";"Services";"Asset managers";"Int 3";"Scope 1+2 (location-based) +3 (upstream)";50;10;2018;2018;0,02;2025;"No, and we do not anticipate setting one in the next 2 years";0;"Underway";"As part of our commitment to PE100, in 2018 we have committed to going net zero carbon by 2030 with a commitment to a 10% reduction in emission / sq ft by 2025. At this stage we are currently looking at the London estate only which accounts for 50% of global emissions, however, this is likely to be rolled out to other locations in the coming years as appropriate and in line with the enhancement of our current data management procedures.As we had previously set targets with a target year of 2017 and due to the move of the London headquarters to the 1 London Wall Place location, we have set new targets in 2018 and will monitor these closely as we gain a better understanding of building operations and consumption on site. As the baseline year is the same as the reporting and due to the recent move to a new premises, we are unable to report on progress this year but will have this data available in coming years. This process will be underpinned by the enhancement of existing data management processes which are being undertaken this year to improve the efficiency of how we monitor and measure objectives and targets.";NA;NA;NA;7;0;1,42857142857143;2018;"2018-12-31";18695;"C6 2019 S1, C6 2019 S2L, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.06, C6 2019 S3.08, C6 2019 S3.16: upstream completeness: 0.555555555555556";5713;"C6 2019 S1, C6 2019 S2L";18695;"C6 2019 S1, C6 2019 S2L, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.06, C6 2019 S3.08, C6 2019 S3.16: upstream completeness: 0.555555555555556";5713;"C6 2019 S1, C6 2019 S2L";"-6c-0cb-0e-0fb-6fn";"Missing info: % change anticipated in absolute Scope 1+2 emissions, % change anticipated in absolute Scope 3 emissions";"16531-int-S12L3-2018-2025-1";"intensity";"fin"
"429";16563;"Scor SE";"Investor";"public";"EU";"Financial services";"Services";"Asset managers, Insurance";"Financial services";"Services";"Insurance";"Int 1";"Scope 1 +2 (market-based)";100;15;2014;2015;2,14;2020;"No, and we do not anticipate setting one in the next 2 years";100;"Underway";"Our achievement is 114% in 2018. This is mainly due to the energy performance of our new premises (ahead of our plan) and to the choice of low carbon energy suppliers wherever possible.";NA;NA;NA;5;0,6;2,5;2018;"2018-12-31";5183;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;4478;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0ca-0fb-0rec";"Organizational changes: Other: 0.1% increased in 2018";"16563-int-S12M-2014-2020-1";"intensity";"fin"
"430";16760;"Shaftesbury";"Investor";"public";"United Kingdom";"Financial services";"Services";"REIT";"Financial services";"Services";"REIT";"Int 1";"Scope 1+2 (location-based)";35;3;2017;2017;1083,7;2018;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"Target applies to common parts within landlord control and is to remain at or below 0.05 tonnes CO2/sqm.Our Chief Executive has signed a commitment in July 2019 with the Science Based Target Institute to work towards setting a science based target.";NA;"Possible ex-post (uncommon specificity)";NA;1;1;3;2018;"2018-09-30";1157,91;"C6 2018 S1, C6 2018 S2L";NA;NA;1099;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ab-0aa-0ca-0db-9ab";NA;"16760-int-S12L-2017-2018-1";"intensity";"fin"
"431";17320;"Société Générale";"Investor";"public";"EU";"Financial services";"Services";"Asset managers, Banks, Insurance";"Financial services";"Services";"Banks";"Int 1";"Scope 1+2 (location-based) +3 (upstream)";100;25;2014;2014;2,42;2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";74;"Underway";"As part of its 2014-2020 carbon reduction programme, Societe Generale has decided to reduce its CO2 emissions by 25% and, from 2017, to include its waste in the Group's carbon footprint. In 2018, the Group's carbon footprint was 2.04 tonnes of CO2/occupant, i.e. a reduction of 18.62% compared to 2014, the reference year (the 25% target is then achieved at 74% in 2018). Note that the Science Based Target methodology for bank Sector is not yet available, but Societe Generale is a signatory and declare commitments on the SBT Platform.";NA;NA;NA;6;0,666666666666667;4,16666666666667;2018;"2018-09-30";334905;"DWH 2015 S1, DWH 2015 S2L, DWH 2015 S3.01, DWH 2015 S3.03, DWH 2015 S3.04, DWH 2015 S3.06, DWH 2015 S3.07, DWH 2015 S3.08: upstream completeness: 0.875";243191;"C5.1 2019 S1, C5.1 2019 S2L";305828,88;"C6 2019 S1, C6 2019 S2L, C6 2019 S3.01, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06: upstream completeness: 1";202755;"C6 2019 S1, C6 2019 S2L";"-0e-0fb-0e-0fb-0za-7ga-0zb-7ga-0rcd-0rcd";"Organizational changes: Change in methodology: 1.44% decrease in 2016, Change in methodology: 1.33% decrease in 2015";"17320-int-S12L3-2014-2020-1";"intensity";"fin"
"432";17624;"Standard Chartered";"Investor";"public";"United Kingdom";"Financial services";"Services";"Banks";"Financial services";"Services";"Banks";"Int 1";"Scope 1+2 (location-based)";85;45;2008;2009;2008;2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";100;"Achieved";"We met our 2008-2019 energy intensity target in 2018, ahead of schedule. This reporting year we have set Science Based Targets (absolute). These are being submitted and approved by SBT initiative. Location based baseline emissions have been calculated. Our new SBTs from 2019 are to reduce annual greenhouse gas emissions by 90% to 18,000 tonnes by 2050 with interim targets of 36% to 121,000 tonnes by 2025 and 55% to 84,000 tonnes by 2030. This is from a 2017 baseline of 187,936 tonnes";NA;NA;"annual";10;0,9;4,09090909090909;2018;"2018-09-30";269902;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;147950;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0ma-0fb-0fa-0fb-7a-0za-7ga-0zb-7f-0rec-0rba-0rca-0rca-0rec-0rca-0rcd-0rae";"Organizational changes: Other: 2.82% decreased in 2017, Divestment: 6% decrease in 2016, Divestment: 3.7% decrease in 2015, Divestment: 3.4% decrease in 2014, Other: 2.7% increase in 2013,  Divestment: 4.3% decrease in 2013,  Change in methodology: 1.1% increase in 2013, Change in boundary: 11% increase in 2012";"17624-int-S12L-2008-2019-1";"intensity";"fin"
"433";17690;"State Street Corporation";"Investor";"public";"USA";"Financial services";"Services";"Asset managers, Banks";"Financial services";"Services";"Asset managers";"Int 1";"Scope 1 +2 (market-based)";100;30;2015;2017;0,085;2025;"Yes, this target has been approved as science-based by the Science Based Targets initiative";27;"Underway";"The 2025 carbon science-based target, 30% reduction in metric tons of CO2e per square meter with a 2015 baseline, was set after State Street had achieved the 2020 carbon goal by the end of 2016. Along with the 2025 water and recycling targets, the 2025 carbon target is another testament of State Street's commitment to environmental sustainability through making active steps in minimizing our global carbon footprint. State Street is well on track in meeting the 2025 carbon goal by engaging in the following ongoing activities: 1) investing in energy efficiency and clean energy projects where feasible throughout the global real estate portfolio to reduce carbon emissions, 2) making continuous improvements in facilities management, building operations, and tenant engagement, and 3) purchasing Renewable Energy Credits.";"Possible % achieved issue";NA;NA;8;0,125;3;2018;"2018-12-31";54683;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;42635;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0hb-0e-7a-0za-7f-0zb-7f-0rbd-0rbd-2ea";"Organizational changes: Change in methodology: 7.5% decreased in 2018, Change in methodology: 14.9% decrease in 2016";"17690-int-S12M-2015-2025-1";"intensity";"fin"
"434";17834;"Storebrand ASA";"Investor";"public";"Norway";"Financial services";"Services";"Insurance";"Financial services";"Services";"Insurance";"Int 1";"Scope 3: Downstream leased assets";100;88;2013;2013;0,0102;2030;"No, but we are reporting another target that is science-based";67;"Underway";"Emissions per m2 for downstream leased assets have been reduced by 67%, from 0,0102 to 0,0033, from 2013 to 2018.";NA;NA;NA;17;0,294117647058824;5,17647058823529;2018;"2018-12-31";7363,3;"DWH 2014 S3.13";NA;NA;3761;"C6 2019 S3.13";NA;NA;"-0fa-7c-0za-7f-0zb-7f-0rbd-0reb-0rcd-0rec-0rbd-0rba-0rbd-0rbd";"Organizational changes: Change in methodology: 6.0% decreased in 2018,  Other: 13.0% decreased in 2018, Change in methodology: 2.5% decreased in 2017,  Other: 3.0% increased in 2017, Change in methodology: 13% decrease in 2016, Divestment: 21% decrease in 2015,  Change in methodology: 12% decrease in 2015, Change in methodology: 10.6% decrease in 2014";"17834-int-S3-2013-2030-1";"intensity";"fin"
"435";17834;"Storebrand ASA";"Investor";"public";"Norway";"Financial services";"Services";"Insurance";"Financial services";"Services";"Insurance";"Int 2";"Scope 3: Downstream leased assets";100;94;2013;2013;0,0102;2050;"No, but we are reporting another target that is science-based";63;"Underway";"Emissions per m2 for downstream leased assets have been reduced by 63% from 0,0102 to 0,0033 from 2013 to 2018.";NA;NA;NA;37;0,135135135135135;2,54054054054054;2018;"2018-12-31";7363,3;"DWH 2014 S3.13";NA;NA;3761;"C6 2019 S3.13";NA;NA;"-0fa-7c-0za-7f-0zb-7f-0rbd-0reb-0rcd-0rec-0rbd-0rba-0rbd-0rbd";"Organizational changes: Change in methodology: 6.0% decreased in 2018,  Other: 13.0% decreased in 2018, Change in methodology: 2.5% decreased in 2017,  Other: 3.0% increased in 2017, Change in methodology: 13% decrease in 2016, Divestment: 21% decrease in 2015,  Change in methodology: 12% decrease in 2015, Change in methodology: 10.6% decrease in 2014";"17834-int-S3-2013-2050-1";"intensity";"fin"
