"company_name";"incorporation_country";"Country/Region";"primary_sector";"primary_industry";"primary_activity";"Base year";"% reduction from base year";"Target year";"Base year emissions covered by target (metric tons CO2e)";"BY_EM_100";"BY_EM_100_excl_scope3";"Most recent accounting year";"MRY_EM_100";"MRY_EM_100_excl_scope3";"Country impact (excl. scope 3)";"percent_alloc";"% emissions in Scope";"Scope_long";"Country S1";"Country S2L";"Country S2M";"Global S1";"Global S2L";"Global S2M";"T_ID";"Scope_short";"Scope";"Scope1";"Scope2";"target_type";"BY_tmp";"BaseYearEmissions_excl_scope3";"S1";"S2";"perc_scope1";"ratio_EM_excl_incl_scope3";"TargetYearEmissions_excl_scope3";"MRY_EM_excl_scope3_interpolated";"MRY_EM_excl_scope3"
"Pinnacle West Capital Corporation";"United States of America";"United States of America";"Thermal power generation";"Power generation";"CCGT generation";2014;36;2017;13384150;NA;NA;2017;10835998;NA;4818294;1;100;"Scope 1 +2 (market-based)";10822462;16400;13536;10822462;16400;13536;"14783-abs-S12M-2014-2017-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";13384150;13384150;10822462;13536;0.998750830334225;1;8565856;8565856;10835998
"Principal Financial Group, Inc.";"United States of America";"United States of America";"Financial services";"Services";"Insurance";2010;30;2020;66922;66922;NA;2017;42851;NA;20076.6;1;100;"Scope 1+2 (location-based)";6067;36784;42728;6067;36784;42728;"15097-abs-S12L-2010-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";66922;66922;6067;36784;0.141583626986535;1;46845.4;52868.38;42851
"Public Service Enterprise Group Inc.";"United States of America";"United States of America";"Thermal power generation";"Power generation";"CCGT generation";2005;25;2025;26566330;26566330;NA;2017;13043184.24;NA;6252891.60750913;1;100;"Scope 1+2 (location-based)";19955026;1029634;1029634;20165832;1029634;1029634;"15271-abs-S12L-2005-2025-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";26566330;25011566.4300365;19955026;1029634;0.95093396795564;1;18758674.8225274;21259831.465531;13043184.24
"Target Corporation";"United States of America";"United States of America";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2015;25;2025;2982884;NA;NA;2018;2817713;NA;745721;1;100;"Scope 1 +2 (market-based)";706176;2186651;2111537;706176;2186651;2111537;"18320-abs-S12M-2015-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";2982884;2982884;706176;2111537;0.250620272540177;1;2237163;2759167.7;2817713
"The Travelers Companies, Inc.";"United States of America";"United States of America";"Financial services";"Services";"Insurance";2011;40;2020;84603;84603;NA;2017;54890;NA;33841.2;1;100;"Scope 1+2 (location-based)";37075;51930;51930;37075;51930;51930;"19377-abs-S12L-2011-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";84603;84603;37075;51930;0.416549632043144;1;50761.8;62042.2;54890
"Tyson Foods, Inc.";"United States of America";"United States of America";"Food & beverage processing";"Food, beverage & agriculture";"Animal processing";2016;30;2030;5421370;NA;NA;2017;NA;NA;NA;1;100;"Scope 1 +2 (market-based)";3044704;2597619;2597619;3044704;2597619;2597619;"19581-abs-S12M-2016-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";5421370;5421370;3044704;2597619;0.539618876834949;1;3794959;5305197.78571429;5305197.78571429
"UPS";"United States of America";"United States of America";"Intermodal transport & logistics";"Transportation services";"Logistics - 3rd party";2015;12;2025;5636000;13011000;NA;2017;13792000;NA;454048.626728111;1;41;"Scope 1 +2 (market-based)";8035000;706000;706000;12205000;815000;815000;"19898-abs-S12M-2015-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";5636000;3783738.55606759;8035000;706000;0.919231209243794;1;3329689.92933948;3692928.83072197;13792000
"Unum Group";"United States of America";"United States of America";NA;NA;NA;2016;3;2017;28012;28012;NA;2017;24919;NA;642.54;1;95;"Scope 1+2 (location-based)";6594;21418;11965;6594;21418;11965;"20021-abs-S12L-2016-2017-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";28012;21418;6594;21418;0.235399114665144;1;20775.46;20775.46;24919
"Vectren Corporation";"United States of America";"United States of America";"Oil & gas retailing";"Fossil Fuels";"Oil & gas marketing & retailing";2005;60;2024;7459613;NA;NA;2017;5464560.1;NA;4475767.8;1;95;"Scope 1+2 (location-based)";5443128;21432.1;21432.1;5443128;21432.1;21432.1;"20141-abs-S12L-2005-2024-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";7459613;7459613;5443128;21432.1;0.996077982562586;1;2983845.2;4632812.28421053;5464560.1
"Walgreens Boots Alliance";"United States of America";"United States of America";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2005;30;2020;145018;NA;NA;2017;2239000;NA;4827.39604717621;1;6.5;"Scope 1+2 (location-based)";253203;2028710;2028710;253203;2028710;2028710;"20398-abs-S12L-2005-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";145018;16091.320157254;253203;2028710;0.110960847324153;1;11263.9241100778;12229.4033195131;2239000
"Wells Fargo & Company";"United States of America";"United States of America";"Financial services";"Services";"Banks";2008;45;2020;1947162;NA;1848134;2017;4883859;934350;167633.600113148;1;100;"Scope 1+2 (location-based) +3 (upstream)";142889;1564151;1564151;142889;1564151;1564151;"20575-abs-S12L3-2008-2020-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";1947162;372519.111362551;142889;1564151;0.0837057128128222;0.191313876997677;204885.511249403;246793.91127769;934350
"Woodside Petroleum";"Australia";"United States of America";"Oil & gas extraction & production";"Fossil Fuels";"Natural gas extraction";2013;29;2017;1153600;9884880;NA;2017;3229000;NA;19.3338356302751;1;10;"Scope 1";456;458;458;7890419;8184;8184;"20771-abs-S1-2013-2017-1";"S1";"Scope 1";"S1";"";"absolute";1153600;66.6683987250865;456;0;1;1;47.3345630948114;47.3345630948114;3229000
"World Bank Group";"United States of America";"United States of America";"Financial services";"Services";"Banks";2010;10;2017;51665.79;82208.3;NA;2018;65706.82;NA;2750.74083872877;1;62.8;"Scope 1+2 (location-based)";1051;33932;33932;10550.89;55155.93;55155.93;"20801-abs-S12L-2010-2017-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";51665.79;27507.4083872877;1051;33932;0.030043163822428;1;24756.6675485589;24363.7045715977;65706.82
"Welltower Inc.";"United States of America";"United States of America";"Financial services";"Services";"REIT";2014;25;2025;131986.45;131983;NA;2017;179488;NA;32996.6125;1;100;"Scope 1+2 (location-based)";7683;171805;155550;7683;171805;155550;"23202-abs-S12L-2014-2025-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";131986.45;131986.45;7683;171805;0.0428050900338741;1;98989.8375;122987.373863636;179488
"HCP Inc.";"United States of America";"United States of America";"Financial services";"Services";"REIT";2011;15;2020;233194;233194;NA;2017;317742;NA;34979.1;1;95;"Scope 1+2 (location-based)";50551;267191;255560;50551;267191;255561;"23217-abs-S12L-2011-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";233194;233194;50551;267191;0.159094485463049;1;198214.9;209874.6;317742
"DAVEY TREE EXPERT";"United States of America";"United States of America";"Commercial & consumer services";"Services";"Commercial services";2017;35;2022;83100;NA;NA;2017;NA;NA;NA;1;100;"Scope 1+2 (location-based)";83100;83100;83100;83100;0;0;"28853-abs-S12L-2017-2022-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";83100;83100;83100;83100;0.5;1;54015;83100;83100
"DW Morgan, LLC";"United States of America";"United States of America";"Intermodal transport & logistics";"Transportation services";"Logistics - 3rd party";2012;20;2020;4548;4548;NA;2017;2998;NA;909.6;1;100;"Scope 1";2998;0;0;2998;0;0;"30498-abs-S1-2012-2020-1";"S1";"Scope 1";"S1";"";"absolute";4548;4548;2998;0;1;1;3638.4;3979.5;2998
"Crown Prince";"United States of America";"United States of America";"Trading, wholesale, distribution, rental & leasing";"Services";"Food & beverage wholesale";2012;75;2020;62.97;NA;NA;2017;35.01;NA;NA;1;100;"Scope 2 (market-based)";5.41;56.63;56.63;5.41;56.63;56.63;"30867-abs-S2M-2012-2020-1";"S2M";"Scope 2";"";"S2M";"absolute";62.97;62.97;0;56.63;0;1;15.7425;33.4528125;35.01
"Integrated Device Technology, Inc.";"United States of America";"United States of America";"Electrical & electronic equipment";"Manufacturing";"Electronic components";2012;18.8;2017;17370.72;17420.72;NA;2017;14104.9;NA;497.673652732792;1;100;"Scope 1+2 (location-based)";570;2084.82;2084.82;970.95;16449.77;16449.77;"32533-abs-S12L-2012-2017-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";17370.72;2647.20028049357;570;2084.82;0.214703821728027;1;2149.52662776078;2149.52662776078;14104.9
"Zatkoff Seals and Packing";"United States of America";"United States of America";"Trading, wholesale, distribution, rental & leasing";"Services";"Dealers, wholesalers & distributors: climate change impacts";2008;45;2020;978.35;NA;NA;2017;534.91;NA;440.2575;1;100;"Scope 1+2 (location-based)";NA;0;0;NA;0;0;"33241-abs-S12L-2008-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";978.35;978.35;NA;0;NA;1;538.0925;648.156875;534.91
"Hamilton Safe Company";"United States of America";"United States of America";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2017;10;2017;2444;NA;NA;2017;NA;NA;NA;1;20;NA;2500;0;0;2500;0;0;"33272-abs-SX-2017-2017-1";"SX";"";"";"";"absolute";2444;2444;0;0;0;1;2199.6;NA;NA
"Harvard Maintenance, Inc.";"United States of America";"United States of America";"Commercial & consumer services";"Services";"Commercial services";2014;0;2025;403.1;436.4;NA;2017;671.4;NA;NA;1;100;"Scope 3: Business travel";2009.2;333.1;333.1;2009.2;333.1;333.1;"33274-abs-S3-2014-2025-1";"S3";"Scope 3";"";"";"absolute";403.1;403.1;0;0;0;1;403.1;403.1;671.4
"BECK GROUP - HC BECK";"United States of America";"United States of America";"Construction";"Infrastructure";"Non-residential building construction";2010;100;2030;1966.23;NA;NA;2017;5385.41;NA;1966.23;1;100;"Scope 1 +2 (market-based)";2375.72;3461.81;3009.69;2375.72;3461.81;3009.69;"33628-abs-S12M-2010-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";1966.23;1966.23;2375.72;3009.69;0.441140043190769;1;0;1278.0495;5385.41
"DG3 NORTH AMERICA INC";"United States of America";"United States of America";"Print & publishing services";"Services";"Printing services";2013;2;2020;6035;4978.51;NA;2017;879.43;NA;120.7;1;100;"Scope 1";NA;0;0;NA;0;0;"33677-abs-S1-2013-2020-1";"S1";"Scope 1";"S1";"";"absolute";6035;6035;NA;0;NA;1;5914.3;5966.02857142857;879.43
"Davies Office Refurbising, Inc.";"United States of America";"United States of America";"Leisure & home manufacturing";"Manufacturing";"Furniture";2010;10;2020;1307;1307;NA;2017;987;NA;130.7;1;100;"Scope 1+2 (location-based)";772;215;215;772;215;215;"35313-abs-S12L-2010-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";1307;1307;772;215;0.782168186423506;1;1176.3;1215.51;987
"Kimball Office";"United States of America";"United States of America";"Leisure & home manufacturing";"Manufacturing";"Furniture";2017;8;2018;NA;4825.24;NA;2017;4825.24;NA;30.881536;1;8;"Scope 1";4825.24;0;0;4825.24;0;0;"35322-abs-S1-2017-2018-1";"S1";"Scope 1";"S1";"";"absolute";386.0192;386.0192;4825.24;0;1;1;355.137664;386.0192;4825.24
"Bernhardt Design a Division of Bernhardt Furniture Company";"United States of America";"United States of America";"Leisure & home manufacturing";"Manufacturing";"Furniture";2008;64;2017;5045;5045.44;NA;2017;3274.85;NA;3228.8;1;100;"Scope 1+2 (location-based)";503.85;2771;2771;503.85;2771;2771;"35761-abs-S12L-2008-2017-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";5045;5045;503.85;2771;0.153854375009542;1;1816.2;1816.2;3274.85
"Trans-Expedite Inc.";"United States of America";"United States of America";"Intermodal transport & logistics";"Transportation services";"Logistics - transport";2012;25;2020;6845;6845;NA;2017;2451;NA;1711.25;1;100;"Scope 1";2451;0;0;2451;0;0;"37764-abs-S1-2012-2020-1";"S1";"Scope 1";"S1";"";"absolute";6845;6845;2451;0;1;1;5133.75;5775.46875;2451
"Satellite Logistics Group";"United States of America";"United States of America";"Marine transport";"Transportation services";"Marine freight";2015;0;2017;15866;98924;NA;2017;20007;NA;0;1;69;"Scope 3 (upstream)";NA;0;0;NA;0;0;"38047-abs-S3-2015-2017-1";"S3";"Scope 3";"";"";"absolute";15866;15866;0;0;0;1;15866;15866;20007
"American Textile Company, Inc.";"United States of America";"United States of America";"Leisure & home manufacturing";"Manufacturing";"Homeware";2015;0;2018;0;NA;NA;2018;34;NA;0;1;100;"Scope 1+2 (location-based)";NA;0;0;NA;0;0;"38280-abs-S12L-2015-2018-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";NA;NA;NA;0;NA;1;NA;NA;34
"Forest City Realty Trust";"United States of America";"United States of America";"Land & property ownership & development";"Infrastructure";"Real estate owners & developers";2016;33;2025;182475;NA;NA;2017;NA;NA;NA;1;100;"Other, please specify: Scope 3 (combined)";33467;105768;93222;33467;105768;93222;"40284-abs-S3-2016-2025-1";"S3";"Scope 3";"";"";"absolute";182475;182475;0;0;0;1;122258.25;175784.25;175784.25
"Smithfield Foods, Inc.";"United States of America";"United States of America";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2010;25;2025;18000000;NA;1207742;2017;1135180;NA;301935.5;1;100;"Scope 1+2 (location-based) +3 (upstream & downstream)";445834;689346;689346;445834;689346;689346;"40418-abs-S12L3-2010-2025-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";18000000;1207742;445834;689346;0.392743001109956;1;905806.5;1066838.76666667;1135180
"Hi-Lex Corporation";"Japan";"United States of America";"Transportation equipment";"Manufacturing";"Automobiles";2008;20;2020;1438.75;NA;NA;2018;2871.18;NA;287.75;1;30;"Scope 1+2 (location-based)";NA;0;0;NA;0;0;"47488-abs-S12L-2008-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";1438.75;1438.75;NA;0;NA;1;1151;1198.95833333333;2871.18
"COX INDUSTRIES";"United States of America";"United States of America";"Wood & rubber products";"Materials";"Finished wood products";2013;10;2018;22056;NA;NA;2017;NA;NA;2205.6;1;85;"Scope 1+2 (location-based)";NA;0;0;NA;0;0;"47776-abs-S12L-2013-2018-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";22056;22056;NA;0;NA;1;19850.4;20291.52;20291.52
"Tokyo Ohka Kogyo Co Ltd";"Japan";"United States of America";"Chemicals";"Manufacturing";"Specialty chemicals";2017;5;2021;3874;3874;NA;2017;3874;NA;193.7;1;100;"Scope 2 (location-based)";NA;0;0;NA;0;0;"49535-abs-S2L-2017-2021-1";"S2L";"Scope 2";"";"S2L";"absolute";3874;3874;0;0;0;1;3680.3;3874;3874
"M&M Cartage";"United States of America";"United States of America";"Road transport";"Transportation services";"Road freight";2013;24.18;2018;263809;20110.21;NA;2017;53240.91;NA;63789.0162;1;100;"Scope 1";NA;0;0;NA;0;0;"51909-abs-S1-2013-2018-1";"S1";"Scope 1";"S1";"";"absolute";263809;263809;NA;0;NA;1;200019.9838;212777.78704;53240.91
"OFS Brands";"United States of America";"United States of America";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";2016;15;2030;51616.94;51616.94;NA;2017;49747.75;NA;7742.541;1;98;"Scope 1+2 (location-based)";34349.2;15398.55;15398.55;34349.2;15398.55;15398.55;"52854-abs-S12L-2016-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";51616.94;51616.94;34349.2;15398.55;0.690467408073732;1;43874.399;51063.9013571429;49747.75
"Healthy Food Ingredients";"United States of America";"United States of America";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2016;0;2020;1011;1011;NA;2017;1174;NA;0;1;100;"Scope 1+2 (location-based)";NA;0;0;NA;0;0;"57241-abs-S12L-2016-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";1011;1011;NA;0;NA;1;1011;1011;1174
"California Resources Corp";"United States of America";"United States of America";"Oil & gas extraction & production";"Fossil Fuels";"Oil & gas extraction";2013;30;2030;5859041;NA;NA;2017;3932113.96;NA;1757712.3;1;100;"Scope 1+2 (location-based)";3598209.26;333904.7;253459.66;3598209.26;333904.7;253459.67;"59242-abs-S12L-2013-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";5859041;5859041;3598209.26;333904.7;0.915082649333998;1;4101328.7;5445461.63529412;3932113.96
"CAMPBELL WRAPPER CORP";"United States of America";"United States of America";"Powered machinery";"Manufacturing";"Industrial machinery";2016;1;2017;1000000;NA;NA;2018;NA;NA;10000;1;100;"Scope 2 (location-based)";NA;0;0;NA;0;0;"62079-abs-S2L-2016-2017-1";"S2L";"Scope 2";"";"S2L";"absolute";1000000;1000000;0;0;0;1;990000;980000;980000
"Wisconsin Energy Conservation Corporation (WECC)";"United States of America";"United States of America";"Specialized professional services";"Services";"Other professional services";2015;1;2017;304.76;304.76;NA;2017;311.91;NA;3.0476;1;60;"Scope 1 +2 (market-based)";90.54;232.65;221.37;90.54;232.65;221.37;"63454-abs-S12M-2015-2017-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";304.76;304.76;90.54;221.37;0.290276041165721;1;301.7124;301.7124;311.91
"Tosoh SMD";"United States of America";"United States of America";"Chemicals";"Manufacturing";"Specialty chemicals";2016;1.6;2017;616;13948;NA;2018;9647;NA;9.856;1;6.8;"Scope 2 (location-based)";NA;0;0;NA;0;0;"63625-abs-S2L-2016-2017-1";"S2L";"Scope 2";"";"S2L";"absolute";616;616;0;0;0;1;606.144;596.288;9647
"Avangrid Inc";"United States of America";"United States of America";"Energy utility networks";"Infrastructure";"Electricity networks";2015;100;2035;1184433;1184433;NA;2017;1003915;NA;1184433;1;100;"Scope 1";1003915;704657;704657;1003915;704657;704657;"63724-abs-S1-2015-2035-1";"S1";"Scope 1";"S1";"";"absolute";1184433;1184433;1003915;0;1;1;0;1065989.7;1003915
"Wal Mart de Mexico";"Mexico";"Mexico";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2015;18;2025;1215483;1631735;NA;2017;1995857;NA;NA;1;80;"Scope 1+2 (location-based)";NA;1282540;562509;NA;1282540;562509;"20332-abs-S12L-2015-2025-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";1215483;1215483;NA;1282540;NA;1;996696.06;1171725.612;1995857
"UACJ Metal Components Mexico, S.A. de C.V.";"Mexico";"Mexico";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2017;2;2018;677232;0;NA;2017;0;NA;13544.64;1;2;"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";NA;0;0;NA;0;0;"51132-abs-S3-2017-2018-1";"S3";"Scope 3";"";"";"absolute";677232;677232;0;0;0;1;663687.36;677232;677232
"GRUPO AGUAVIENTO SA DE CV";"Mexico";"Mexico";"Chemicals";"Manufacturing";"Personal care & household products";2018;10;2025;1;0;NA;2018;0;NA;0.1;1;10;"Scope 3: Investments";NA;0;0;NA;0;0;"56558-abs-S3-2018-2025-1";"S3";"Scope 3";"";"";"absolute";1;1;0;0;0;1;0.9;1;1
"SUKARNE SA CV";"Mexico";"Mexico";"Food & beverage processing";"Food, beverage & agriculture";"Animal processing";2015;19;2018;205022;210347;NA;2017;149247;NA;37072.5994280391;1;5;"Scope 1";194113;60678;60678;203965;64325;64325;"56654-abs-S1-2015-2018-1";"S1";"Scope 1";"S1";"";"absolute";205022;195118.944358101;194113;0;1;1;158046.344930061;170403.878072741;149247
"Morysan";"Mexico";"Mexico";"Paper products & packaging";"Manufacturing";"Paper products";2016;2;2025;206;298;NA;2017;297.73;NA;4.10099538722991;1;80;"Scope 1";205;297.73;50;205.95;0;0;"61389-abs-S1-2016-2025-1";"S1";"Scope 1";"S1";"";"absolute";206;205.049769361495;205;0;1;1;200.948773974266;204.594103207359;297.73
