"company_name";"incorporation_country";"Country/Region";"sectors";"industries";"activities";"Base year";"% reduction from base year";"Target year";"Base year emissions covered by target (metric tons CO2e)";"BY_EM_100";"BY_EM_100_excl_scope3";"Inventory accounting year";"Inventory reporting year";"MRY_EM_100";"MRY_EM_100_excl_scope3";"Country impact (excl. scope 3)";"percent_alloc";"% emissions in Scope";"Scope_long";"Country S1";"Country S2L";"Country S2M";"T_ID";"Scope_short";"Scope";"Scope1";"Scope2";"target_type";"BY_tmp";"BaseYearEmissions_excl_scope3";"S1";"S2";"perc_scope1";"ratio_EM_excl_incl_scope3";"TargetYearEmissions_excl_scope3";"MRY_excl_scope3_interpolated";"MRY_excl_scope3"
"Voestalpine AG";"Austria";"Austria";"Metal smelting, refining & forming";"Materials";"Iron & steel";1990;80;2050;11000000;NA;NA;2016;2017;15141989;NA;8150724.71257099;0.926218717337612;100;"Scope 1 +2 (market-based)";12159095;474166;172807;"20301-abs-S12M-1990-2050-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";10188405.8907137;10188405.8907137;12159095;172807;0.985986995355623;1;2037681.17814275;6656425.18193297;14024793.6295202
"Shire";"Ireland";"Austria";"Biotech & pharma";"Biotech, health care & pharma";"Biotechnology, Pharmaceuticals";2016;20;2025;265000;265000;NA;2016;2017;260000;NA;4833.56015037594;0.0911992481203008;100;"Scope 1 +2 (market-based)";24028;12793;231;"22797-abs-S12M-2016-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";24167.8007518797;24167.8007518797;24028;231;0.990477760831032;1;19334.2406015038;24167.8007518797;23711.8045112782
"Superdry";"United Kingdom of Great Britain and Northern Ireland";"Austria";"Apparel design, Discretionary retail";"Apparel, Retail";"Apparel & footwear design, Apparel stores";2014;98;2020;7439;NA;NA;2018;2018;158;NA;0;0;100;"Scope 2 (market-based)";0;66;0;"31463-abs-S2M-2014-2020-1";"S2M";"Scope 2";"";"S2M";"absolute";0;0;0;0;0;1;0;0;0
"Freshfields Bruckhaus Deringer";"United Kingdom of Great Britain and Northern Ireland";"Austria";"Commercial & consumer services";"Services";"Commercial services";2015;10;2020;13478;NA;NA;2017;2018;4285.31;NA;46.5326919172709;0.0345249235177852;100;"Scope 2 (market-based)";65.57;47.15;147.95;"35831-abs-S2M-2015-2020-1";"S2M";"Scope 2";"";"S2M";"absolute";465.326919172709;465.326919172709;0;147.95;0;1;418.794227255438;446.713842405801;147.95
"VMware, Inc";"United States of America";"Austria";"IT & software development";"Services";"Software";2016;35;2030;31200;31200;NA;2016;2017;27907;NA;1.8795;0.000172115384615385;100;"Scope 1 +2 (market-based)";0;5.37;5.37;"36917-abs-S12M-2016-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";5.37000000000001;5.37;0;5.37;0;1;3.4905;5.37;4.80322403846155
"PVH Corp";"United States of America";"Austria";"Apparel design";"Apparel";"Apparel & footwear design";2015;35;2030;134459;NA;NA;2016;2016;140481;NA;169.05;0.00359217307878238;100;"Scope 1+2 (location-based)";483;0;0;"44266-abs-S12L-2015-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";483;483;483;0;1;1;313.95;471.73;504.632066280428
"PVH Corp";"United States of America";"Austria";"Apparel design";"Apparel";"Apparel & footwear design";2014;20;2020;133000;NA;NA;2016;2016;140481;NA;95.5518038956113;0.00359217307878238;7;"Scope 1+2 (location-based) +3 (upstream)";483;0;0;"44266-abs-S12L3-2014-2020-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";477.759019478057;477.759019478057;483;0;1;1;382.207215582445;445.908418179519;504.632066280428
"AbbVie Inc";"United States of America";"Austria";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2015;25;2025;665467;665467;NA;2015;2016;588993;NA;183.313033802758;0.00110186100168909;100;"Scope 1 +2 (market-based)";543.86;66.95;188.72;"45103-abs-S12M-2015-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";733.252135211034;733.252135211032;543.86;188.72;0.742389909634443;1;549.939101408274;733.252135211032;648.988416967862
"AbbVie Inc";"United States of America";"Austria";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2015;50;2035;665467;665467;NA;2015;2016;588993;NA;366.626067605515;0.00110186100168909;100;"Scope 1 +2 (market-based)";543.86;66.95;188.72;"45103-abs-S12M-2015-2035-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";733.252135211034;733.25213521103;543.86;188.72;0.742389909634443;1;366.626067605515;733.25213521103;648.988416967862
"News Corp";"United States of America";"Austria";"IT & software development, Print & publishing services, Web & marketing services";"Services";"Marketing, Print publishing, Software";2006;40;2020;372563;NA;352511;2013;2014;318540.62;202014.62;1.25183202730914;0.0000132455002527618;100;"Scope 1+2 (location-based) +3 (downstream)";0;3.38;0;"50074-abs-S12L3-2006-2020-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";4.93478331066969;3.12958006827285;0;3.38;0;0.634187941242784;1.87774804096371;2.50366405461828;2.67578470027158
"TUI Group";"United Kingdom of Great Britain and Northern Ireland";"Austria";"Bars, hotels & restaurants, Commercial & consumer services, Land & property ownership & development, Marine transport";"Hospitality, Infrastructure, Services, Transportation services";"Cruise lines & ferries, Hotels & lodging, Real estate owners & developers, Travel services";2015;20;2020;37687;6889826;6882751;2015;2016;7556749;7551343;2.59275604347628;0.000344339058611884;0.55;"Scope 1+2 (location-based) +3 (downstream)";803;1567;5039;"56372-abs-S12L3-2015-2020-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";12.9771061019061;12.9637802173814;803;1567;0.338818565400844;0.998973123559289;10.3710241739051;12.9637802173814;2600.22233987544
"Adecco Group AG";"Switzerland";"Belgium";"Commercial & consumer services";"Services";"Commercial services";2012;12;2022;51562;51562;NA;2012;2013;59815;NA;46.3202156016397;0.00748616804391471;100;"Scope 1";386;739605;0;"220-abs-S1-2012-2022-1";"S1";"Scope 1";"S1";"";"absolute";386.00179668033;386.001796680331;386;0;1;1;339.681581078691;386.001796680331;447.785141546758
"Adecco Group AG";"Switzerland";"Belgium";"Commercial & consumer services";"Services";"Commercial services";2012;12;2022;52372;52372;NA;2012;2013;33045;NA;72037.978761886;11.4625465837162;100;"Scope 2 (location-based)";386;739605;0;"220-abs-S2L-2012-2022-1";"S2L";"Scope 2";"";"S2L";"absolute";600316.489682385;600316.489682383;0;739605;0;1;528278.510920497;600316.489682383;378779.851858902
"3M Company";"United States of America";"Belgium";"Chemicals, Electrical & electronic equipment, Medical equipment & supplies, Metal products manufacturing, Paper products & packaging";"Biotech, health care & pharma, Manufacturing";"Electronic components, Fabricated metal components, Health care supplies, Paper products, Specialty chemicals";2002;50;2025;18300000;18340000;NA;2009;2012;5840000;NA;1196622.75449102;0.130778443113772;100;"Scope 1+2 (location-based)";638000;17200;0;"285-abs-S12L-2002-2025-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";2393245.50898203;2393245.50898204;638000;17200;0.973748473748474;1;1196622.75449102;2029055.97500651;763746.107784429
"Allergan plc";"United States of America";"Belgium";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2015;20;2020;86200;172614;NA;2015;2016;134990;NA;35.5558645301076;0.00206240513515706;50;"Scope 1 +2 (market-based)";201;155;155;"533-abs-S12M-2015-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";177.779322650539;177.779322650538;201;155;0.564606741573034;1;142.22345812043;177.779322650538;278.404069194852
"Asics Corporation";"Japan";"Belgium";"Accessories, Leisure & home manufacturing";"Apparel, Manufacturing";"Accessories, Accessories manufacture";2015;5;2020;30381;30858;NA;2017;2018;25396;NA;3.17017049929123;0.00208694282564183;100;"Scope 1 +2 (market-based)";9;44;44;"1046-abs-S12M-2015-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";63.4034099858244;63.4034099858246;9;44;0.169811320754717;1;60.2332394865334;62.1353417861081;52.9999999999999
"Asics Corporation";"Japan";"Belgium";"Accessories, Leisure & home manufacturing";"Apparel, Manufacturing";"Accessories, Accessories manufacture";2015;33;2030;30381;30858;NA;2017;2018;25396;NA;20.9231252953221;0.00208694282564183;100;"Scope 1 +2 (market-based)";9;44;44;"1046-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";63.4034099858244;63.4034099858246;9;44;0.169811320754717;1;42.4802846905024;60.6136599464483;52.9999999999999
"Astellas Pharma Inc.";"Japan";"Belgium";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2015;30;2030;222724;226297;NA;2015;2016;206929;NA;64.0721370588209;0.000958916821698918;100;"Scope 1 +2 (market-based)";206;0;11;"1051-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";213.57379019607;213.57379019607;206;11;0.949308755760369;1;149.501653137249;213.57379019607;198.427698997335
"Atos SE";"France";"Belgium";"Financial services, IT & software development, Specialized professional services";"Services";"Banks, IT services, Other professional services";2012;3.09;2021;384913;NA;NA;2017;2018;NA;NA;1.88253218024086;0.000158278290233976;100;"Other, please specify: S 1+2 (L+M), + S3 Upstream Cats 3&6";5590;0;0;"1149-abs-S12X3-2012-2021-1";"S12X3";"Scope 1+2+3";"S1";"max";"absolute";60.9233715288304;60.9233715288304;5590;0;1;1;59.0408393485896;59.8775203175855;59.8775203175855
"Atos SE";"France";"Belgium";"Financial services, IT & software development, Specialized professional services";"Services";"Banks, IT services, Other professional services";2012;40.62;2050;384913;NA;NA;2017;2018;NA;NA;24.7470735150109;0.000158278290233976;100;"Other, please specify: S 1+2 (L+M), + S3 Upstream Cats 3&6";5590;0;0;"1149-abs-S12X3-2012-2050-1";"S12X3";"Scope 1+2+3";"S1";"max";"absolute";60.9233715288304;60.9233715288304;5590;0;1;1;36.1762980138195;57.6671776452763;57.6671776452763
"Baxter International Inc.";"United States of America";"Belgium";"Medical equipment & supplies";"Biotech, health care & pharma";"Health care supplies, Medical equipment";2015;10;2020;691000;691000;NA;2015;2016;573000;NA;2242.23055954089;0.0324490674318508;100;"Scope 1 +2 (market-based)";16132;0;6485;"1574-abs-S12M-2015-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";22422.3055954089;22422.3055954089;16132;6485;0.713268780121148;1;20180.075035868;22422.3055954089;18593.3156384505
"Proximus";"Belgium";"Belgium";"Electrical & electronic equipment, Media, telecommunications & data center services, Web & marketing services";"Manufacturing, Services";"Communications equipment, Marketing, Telecommunications services";2015;30;2025;50318;45571;NA;2017;2018;46487;NA;13192.5229806182;0.873943252952438;100;"Scope 1 +2 (market-based)";40613;82054;14;"1652-abs-S12M-2015-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";43975.0766020608;43975.0766020607;40613;14;0.99965540158023;1;30782.5536214425;41336.572005937;40627
"Biogen Inc.";"United States of America";"Belgium";"Biotech & pharma";"Biotech, health care & pharma";"Biotechnology";2013;35;2030;379288;NA;98258;2017;2018;543914;61677;34.6573421533551;0.00230231690905848;100;"Scope 1+2 (market-based) +3 (upstream & downstream)";142;22;0;"1857-abs-S12M3-2013-2030-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";873.241175802973;99.0209775810146;142;0;1;0.113394764613523;64.3636354276595;90.8663088390487;142
"Burberry Group";"United Kingdom of Great Britain and Northern Ireland";"Belgium";"Chemicals, Discretionary retail, Textiles & fabric goods";"Apparel, Manufacturing, Retail";"Apparel & footwear, Apparel stores, Clothing manufacture, Personal care & household products";2016;100;2022;25294;42528;NA;2016;2016;20222;NA;49.4589710741015;0.00195536376508664;100;"Scope 1 +2 (market-based)";0;58;58;"2414-abs-S12M-2016-2022-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";49.4589710741015;49.4589710741015;0;58;0;1;0;49.4589710741015;39.541366057582
"CA Technologies";"United States of America";"Belgium";"IT & software development, Specialized professional services";"Services";"Other professional services, Software";2015;40;2030;58694;58694;NA;2015;2016;47841;NA;90.5483481556506;0.00385679746463227;100;"Scope 1 +2 (market-based)";210.95;25.14;25.14;"2519-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";226.370870389126;226.370870389127;210.95;25.14;0.893515184887119;1;135.822522233476;226.370870389127;184.513047505472
"Cap Gemini";"France";"Belgium";"IT & software development, Specialized professional services";"Services";"IT services, Other professional services";2015;30;2030;158521;208754;NA;2015;2016;181940;NA;33.8367738323921;0.000711509806952855;79;"Scope 1+2 (location-based)";40.38;63.45;0;"2697-abs-S12L-2015-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";112.789246107974;112.789246107974;40.38;63.45;0.388904940768564;1;78.9524722755816;112.789246107974;129.452094277002
"Carrefour";"France";"Belgium";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2010;40;2025;4013634;NA;3628990;2017;2018;442328708.3;2684571.3;193.89121889089;0.0198989685988225;100;"Scope 1+2 (market-based) +3 (downstream)";29937.4;0;23482.8;"2880-abs-S12M3-2010-2025-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";79867.1769331664;484.728047227225;29937.4;23482.8;0.560413476550069;0.0060691771744086;290.836828336335;394.245478411476;53420.2000000001
"Cigna";"United States of America";"Belgium";"Financial services, Other services";"Services";"Health care services, Insurance";2013;20;2020;82708;87611;NA;2017;2018;64948;NA;103.913481554474;0.00628194863583174;100;"Scope 1+2 (location-based)";140;268;268;"3352-abs-S12L-2013-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";519.567407772372;519.56740777237;140;268;0.343137254901961;1;415.653926217896;460.188275455528;408
"Commerzbank AG";"Germany";"Belgium";"Financial services";"Services";"Asset managers, Banks";2007;70;2020;247498;NA;216278;2017;2018;129967.89;54099.89;82.006823931665;0.00113715573173994;67.4;"Scope 1+2 (market-based) +3 (upstream)";42.49;19.03;19.03;"3599-abs-S12M3-2007-2020-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";281.443769294172;117.152605616664;42.49;19.03;0.690669700910273;0.416255815186351;35.1457816849993;54.0704333615374;61.5200000000003
"CommScope, Inc.";"United States of America";"Belgium";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2016;25;2020;235812;235812;NA;2016;2017;212084;NA;1006.15296934349;0.0170670359327513;95;"Scope 1+2 (location-based)";2407.08;1617.53;0;"3654-abs-S12L-2016-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";4024.61187737395;4024.61187737396;2407.08;1617.53;0.598090249738484;1;3018.45890803047;4024.61187737396;3619.64524876163
"Constantia Flexibles";"Austria";"Belgium";"Light manufacturing";"Manufacturing";"Other containers & packaging";2015;24;2030;1974256;1980673.81;273253;2017;2018;1782254;239333;84.8077992025828;0.00133287093714615;100;"Scope 1+2 (market-based) +3 (upstream & downstream)";83;296;236;"3779-abs-S12M3-2015-2030-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";2631.42844488641;353.365830010762;83;236;0.260188087774295;0.137959616884115;268.558030808179;342.058123450417;319
"Constantia Flexibles";"Austria";"Belgium";"Light manufacturing";"Manufacturing";"Other containers & packaging";2015;49;2050;1974256;1980673.81;273253;2017;2018;1782254;239333;173.149256705273;0.00133287093714615;100;"Scope 1+2 (market-based) +3 (upstream & downstream)";83;296;236;"3779-abs-S12M3-2015-2050-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";2631.42844488641;353.365830010761;83;236;0.260188087774295;0.137959616884115;180.216573305488;343.47158677046;319
"Danone";"France";"Belgium";"Food & beverage processing";"Food, beverage & agriculture";"Dairy & egg products, Non-alcoholic beverages, Other food processing";2015;30;2030;1681235;1681235;NA;2015;2016;1460383;NA;4954.40455691055;0.00982294673639825;95;"Scope 1 +2 (market-based)";6414;4542;8225;"4311-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";16514.6818563685;16514.6818563685;6414;8225;0.438144682013799;1;11560.2772994579;16514.6818563685;14345.2644237415
"Dentsu Inc.";"Japan";"Belgium";"Land & property ownership & development, Specialized professional services, Web & marketing services";"Infrastructure, Services";"Marketing, Other professional services, Real estate owners & developers";2004;30;2030;22676;28665.92;NA;2017;2018;58007.24;NA;21.5786029468046;0.00317201783777335;100;"Scope 1+2 (location-based)";84;100;87;"4564-abs-S12L-2004-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";71.9286764893485;71.9286764893487;84;100;0.456521739130435;1;50.3500735425441;61.1393750159464;184
"The Dow Chemical Company";"United States of America";"Belgium";"Biotech & pharma, Chemicals";"Biotech, health care & pharma, Manufacturing";"Biotechnology, Other base chemicals, Specialty chemicals";2006;0;2025;45508118.91;45508119;NA;2009;2010;34575506;NA;0;0.00384690983629573;100;"Scope 1+2 (location-based)";88000;49000;0;"4826-abs-S12L-2006-2025-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";175065.630266195;175065.630266195;88000;49000;0.642335766423358;1;175065.630266195;175065.630266195;133008.854126302
"eBay Inc.";"United States of America";"Belgium";"Discretionary retail, Entertainment services";"Hospitality, Retail";"Discretionary delivery retail, Entertainment services";2016;100;2025;87678;83500;NA;2016;2017;96282.74;NA;18.2916258682635;0.000208622754491018;100;"Scope 2 (market-based)";24.81;10.76;17.42;"5197-abs-S2M-2016-2025-1";"S2M";"Scope 2";"";"S2M";"absolute";18.2916258682635;18.2916258682635;0;17.42;0;1;0;18.2916258682635;20.0867704287425
"Electrolux";"Sweden";"Belgium";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment, Household appliances";2015;80;2025;465965;465965;NA;2015;2016;329258;NA;154.007138282216;0.000413140306359427;100;"Scope 1 +2 (market-based)";72;175;97;"5344-abs-S12M-2015-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";192.50892285277;192.50892285277;72;97;0.42603550295858;1;38.501784570554;192.50892285277;136.029750991292
"Estee Lauder Companies Inc.";"United States of America";"Belgium";"Chemicals";"Manufacturing";"Personal care & household products";2016;100;2020;93302;67833.97;NA;2016;2017;64601.3;NA;2355.16337286466;0.0252423675040691;100;"Scope 1 +2 (market-based)";1545.04;1731.14;167.25;"5885-abs-S12M-2016-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";2355.16337286466;2355.16337286466;1545.04;167.25;0.902323788610574;1;0;2355.16337286466;1630.68975584062
