"account_id";"company_name";"program_id";"access";"incorporation_country";"sectors";"industries";"activities";"primary_sector";"primary_industry";"primary_activity";"project_year";"Target reference number";"Year target was set";"Target coverage";"Scope(s) (or Scope 3 category)";"Base year";"Covered emissions in base year (metric tons CO2e)";"Covered emissions in base year as % of total base year emissions in selected Scope(s) (or Scope 3 category)";"Target year";"Targeted reduction from base year (%)";"Covered emissions in target year (metric tons CO2e) [auto-calculated]";"Covered emissions in reporting year (metric tons CO2e)";"% of target achieved [auto-calculated]";"Target status in reporting year";"Is this a science-based target?";"Target boundary accuracy";"Possible invalid formulation";"Keyword matches";"duration";"time_complete";"% reduction (annual linear)";"Most recent accounting year";"Most recent accounting year end date";"Base year emissions (100% of scope)";"Base year emissions data source";"access_BYE";"Base year emissions (100% of scope, excl. scope 3)";"Base year emissions data source (excl. scope 3)";"access_Base_excl_scope3";"MRY emissions (100% of scope)";"MRY year emissions data source";"access_MRY_specific";"MRY emissions (100% of scope, excl. scope 3)";"MRY emissions data source (excl. scope 3)";"Anticipated reduction in target year (tCO2e)";"Anticipated reduction in target year, excl. scope 3 (tCO2e)";"flag";"flag_notes";"T_ID";"priority_score";"priority_order";"Global S1";"Global S2M";"Global S2L";"Country/Region";"Country S1";"Country S2L";"Country S2M";"percent_alloc";"Country impact (excl. scope 3)";"Scope_short";"Scope_short_tmp";"percent_alloc_tmp"
35831;"Freshfields Bruckhaus Deringer";"Supply Chain";"public";"United Kingdom of Great Britain and Northern Ireland";"Commercial & consumer services";"Services";"Commercial services";"Commercial & consumer services";"Services";"Commercial services";2020;"Abs 2";2017;"Company-wide";"Scope 2 (market-based)";2015;13478;100;2020;10;12130.2;7942;410.743433743879;"Achieved";"No, but we anticipate setting one in the next 2 years";"no assessment";NA;NA;3;0.333333333333333;2;2019;"2019-04-30";NA;NA;NA;NA;NA;NA;7942.13;"C6 2020 S2M";"public";NA;NA;1347.8;NA;"-0ca-0zb-7f-0zc-7f-0zd-7f-0rbe-5ad";"Organizational changes: Change in boundary: 78.0% decreased in 2017";"35831-abs-S2M-2015-2020-1";2.08536585365854;4;NA;7942.13;8413.16;"Global";NA;8413.16;7942.13;1;NA;"S2M";"S2M";1
35831;"Freshfields Bruckhaus Deringer";"Supply Chain";"public";"United Kingdom of Great Britain and Northern Ireland";"Commercial & consumer services";"Services";"Commercial services";"Commercial & consumer services";"Services";"Commercial services";2020;"Abs 3";2017;"Company-wide";"Other, please specify: Paper use";2015;488;100;2020;30;341.6;320;114.754098360656;"Achieved";"No, and we do not anticipate setting one in the next 2 years";"no assessment";NA;NA;3;0.333333333333333;6;2019;"2019-04-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;146.4;NA;"-0ca-0zb-7gb-0zc-7f-0zd-7f-0rbe-7h-5ad";"Organizational changes: Change in boundary: 78.0% decreased in 2017";"35831-abs-SX-2015-2020-1";2.61536585365854;2;2136.68;7942.13;8413.16;"Global";2136.68;8413.16;7942.13;1;NA;"SX";"S1";1
35831;"Freshfields Bruckhaus Deringer";"Supply Chain";"public";"United Kingdom of Great Britain and Northern Ireland";"Commercial & consumer services";"Services";"Commercial services";"Commercial & consumer services";"Services";"Commercial services";2020;"Abs 3";2017;"Company-wide";"Other, please specify: Paper use";2015;488;100;2020;30;341.6;320;114.754098360656;"Achieved";"No, and we do not anticipate setting one in the next 2 years";"no assessment";NA;NA;3;0.333333333333333;6;2019;"2019-04-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;146.4;NA;"-0ca-0zb-7gb-0zc-7f-0zd-7f-0rbe-7h-5ad";"Organizational changes: Change in boundary: 78.0% decreased in 2017";"35831-abs-SX-2015-2020-1";2.61536585365854;2;NA;7942.13;8413.16;"Global";NA;8413.16;7942.13;1;NA;"SX";"S1";NA
36028;"ConvaTec";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Medical equipment & supplies";"Biotech, health care & pharma";"Health care supplies, Medical equipment";"Medical equipment & supplies";"Biotech, health care & pharma";"Medical equipment";2020;"Abs 1";2018;"Company-wide";"Scope 1+2 (market-based)";2018;33184;92;2023;10;29865.6;26833;191.387415621986;"Achieved";"No, but we anticipate setting one in the next 2 years";"excellent";NA;NA;5;0.2;2;2019;"2019-12-31";33184;"C5.1 2020 S1, C5.1 2020 S2M";"public";NA;NA;NA;28477;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;3318.4;NA;"-0ca-0zc-7f-0zd-7f-0vk-0vm-0rec-5aa";"Base year emissions check: -0vk: stated base year emissions are 92% of calculated base year emissions (C5.1 2020 | TOTAL 30529.28). -0vm: stated base year emissions are 93% of calculated base year emissions (C6 2019 | TOTAL 31020.56).; Organizational changes: Other: 0.4% decreased in 2019";"36028-abs-S12M-2018-2023-1";2.66682926829268;1;5046;23431;26733;"Global";5046;26733;23431;1;NA;"S12M";"S12M";1
36028;"ConvaTec";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Medical equipment & supplies";"Biotech, health care & pharma";"Health care supplies, Medical equipment";"Medical equipment & supplies";"Biotech, health care & pharma";"Medical equipment";2020;"Abs 1";2018;"Company-wide";"Scope 1+2 (market-based)";2018;33184;92;2023;10;29865.6;26833;191.387415621986;"Achieved";"No, but we anticipate setting one in the next 2 years";"excellent";NA;NA;5;0.2;2;2019;"2019-12-31";33184;"C5.1 2020 S1, C5.1 2020 S2M";"public";NA;NA;NA;28477;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;3318.4;NA;"-0ca-0zc-7f-0zd-7f-0vk-0vm-0rec-5aa";"Base year emissions check: -0vk: stated base year emissions are 92% of calculated base year emissions (C5.1 2020 | TOTAL 30529.28). -0vm: stated base year emissions are 93% of calculated base year emissions (C6 2019 | TOTAL 31020.56).; Organizational changes: Other: 0.4% decreased in 2019";"36028-abs-S12M-2018-2023-1";2.66682926829268;1;NA;23431;26733;"Global";NA;26733;23431;1;NA;"S12M";"S12M";NA
36707;"International Consolidated Airlines Group, S.A.";"Investor";"public";"Spain";"Air transport";"Transportation services";"Air freight, Passenger airlines";"Air transport";"Transportation services";"Passenger airlines";2020;"Abs 1";2019;"Company-wide";"Scope 1+2 (market-based)";2019;27736254;100;2050;100;0;27736254;0;"New";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"no assessment";"Likely inclusion of RECs, ETS, or offsets";NA;31;0;3.2258064516129;2019;"2019-12-31";30785498;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;NA;30785498;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;27736254;NA;"-0cb-9cb-9cc-0fa-0fa-0fa-0fa-0cd-0zd-7f-5ad";NA;"36707-abs-S12M-2019-2050-1";3.66;1;30764602;NA;NA;"Global";30764602;NA;NA;1;NA;"S12M";"S12M";NA
36707;"International Consolidated Airlines Group, S.A.";"Investor";"public";"Spain";"Air transport";"Transportation services";"Air freight, Passenger airlines";"Air transport";"Transportation services";"Passenger airlines";2020;"Abs 1";2019;"Company-wide";"Scope 1+2 (market-based)";2019;27736254;100;2050;100;0;27736254;0;"New";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"no assessment";"Likely inclusion of RECs, ETS, or offsets";NA;31;0;3.2258064516129;2019;"2019-12-31";30785498;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;NA;30785498;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;27736254;NA;"-0cb-9cb-9cc-0fa-0fa-0fa-0fa-0cd-0zd-7f-5ad";NA;"36707-abs-S12M-2019-2050-1";3.66;1;30764602;20896;67107;"Global";30764602;67107;20896;1;NA;"S12M";"S12M";1
36707;"International Consolidated Airlines Group, S.A.";"Investor";"public";"Spain";"Air transport";"Transportation services";"Air freight, Passenger airlines";"Air transport";"Transportation services";"Passenger airlines";2020;"Abs 1";2019;"Company-wide";"Scope 1+2 (market-based)";2019;27736254;100;2050;100;0;27736254;0;"New";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"no assessment";"Likely inclusion of RECs, ETS, or offsets";NA;31;0;3.2258064516129;2019;"2019-12-31";30785498;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;NA;30785498;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;27736254;NA;"-0cb-9cb-9cc-0fa-0fa-0fa-0fa-0cd-0zd-7f-5ad";NA;"36707-abs-S12M-2019-2050-1";3.66;1;NA;20896;67107;"Global";NA;67107;20896;1;NA;"S12M";"S12M";NA
36707;"International Consolidated Airlines Group, S.A.";"Investor";"public";"Spain";"Air transport";"Transportation services";"Air freight, Passenger airlines";"Air transport";"Transportation services";"Passenger airlines";2020;"Abs 2";2019;"Company-wide";"Scope 1+2 (market-based)";2019;27736254;100;2030;19.88;22222286.7048;27736254;0;"New";"No, but we are reporting another target that is science-based";"no assessment";NA;NA;11;0;1.80727272727273;2019;"2019-12-31";30785498;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;NA;30785498;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;5513967.2952;NA;"-0cb-0e-0da-0db-0zd-7f-5ad";NA;"36707-abs-S12M-2019-2030-1";2.84904390243902;2;30764602;NA;NA;"Global";30764602;NA;NA;1;NA;"S12M";"S12M";NA
36707;"International Consolidated Airlines Group, S.A.";"Investor";"public";"Spain";"Air transport";"Transportation services";"Air freight, Passenger airlines";"Air transport";"Transportation services";"Passenger airlines";2020;"Abs 2";2019;"Company-wide";"Scope 1+2 (market-based)";2019;27736254;100;2030;19.88;22222286.7048;27736254;0;"New";"No, but we are reporting another target that is science-based";"no assessment";NA;NA;11;0;1.80727272727273;2019;"2019-12-31";30785498;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;NA;30785498;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;5513967.2952;NA;"-0cb-0e-0da-0db-0zd-7f-5ad";NA;"36707-abs-S12M-2019-2030-1";2.84904390243902;2;30764602;20896;67107;"Global";30764602;67107;20896;1;NA;"S12M";"S12M";1
36707;"International Consolidated Airlines Group, S.A.";"Investor";"public";"Spain";"Air transport";"Transportation services";"Air freight, Passenger airlines";"Air transport";"Transportation services";"Passenger airlines";2020;"Abs 2";2019;"Company-wide";"Scope 1+2 (market-based)";2019;27736254;100;2030;19.88;22222286.7048;27736254;0;"New";"No, but we are reporting another target that is science-based";"no assessment";NA;NA;11;0;1.80727272727273;2019;"2019-12-31";30785498;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;NA;30785498;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;5513967.2952;NA;"-0cb-0e-0da-0db-0zd-7f-5ad";NA;"36707-abs-S12M-2019-2030-1";2.84904390243902;2;NA;20896;67107;"Global";NA;67107;20896;1;NA;"S12M";"S12M";NA
36917;"VMware, Inc";"Investor";"public";"United States of America";"IT & software development";"Services";"Software";"IT & software development";"Services";"Software";2020;"Abs 1";2020;"Company-wide";"Scope 1+2 (market-based)";2019;23874;100;2031;50;11937;15456;70.5202312138728;"New";"Yes, this target has been approved as science-based by the Science-Based Targets initiative";"good";NA;NA;11;-0.0909090909090909;4.16666666666667;2020;"2020-02-01";19691;"C6 2019 S1, C6 2019 S2M";"public";NA;NA;NA;15456;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;11937;NA;"-0e-0zd-7f-0wamq-2am-2famq-5ab";"Base year emissions check: -0wamq: stated base year emissions are 21% higher than calculated base year emissions (C6 2019 | TOTAL 19691).";"36917-abs-S12M-2019-2031-1";3.15073170731707;1;NA;9955;71896;"Global";NA;71896;9955;1;NA;"S12M";"S12M";NA
36917;"VMware, Inc";"Investor";"public";"United States of America";"IT & software development";"Services";"Software";"IT & software development";"Services";"Software";2020;"Abs 1";2020;"Company-wide";"Scope 1+2 (market-based)";2019;23874;100;2031;50;11937;15456;70.5202312138728;"New";"Yes, this target has been approved as science-based by the Science-Based Targets initiative";"good";NA;NA;11;-0.0909090909090909;4.16666666666667;2020;"2020-02-01";19691;"C6 2019 S1, C6 2019 S2M";"public";NA;NA;NA;15456;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;11937;NA;"-0e-0zd-7f-0wamq-2am-2famq-5ab";"Base year emissions check: -0wamq: stated base year emissions are 21% higher than calculated base year emissions (C6 2019 | TOTAL 19691).";"36917-abs-S12M-2019-2031-1";3.15073170731707;1;5501;9955;71896;"Global";5501;71896;9955;1;NA;"S12M";"S12M";1
36950;"HYUNDAI WIA CORPORATION";"Investor";"public";"Republic of Korea";"Metal products manufacturing, Powered machinery";"Manufacturing";"Engines & motors, Fabricated metal components, Industrial machinery";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2020;"Abs 1";2019;"Company-wide";"Scope 1+2 (location-based)";2018;472920;100;2030;29.3;334354.44;446695;18.9260592603241;"Underway";"No, but we anticipate setting one in the next 2 years";"no assessment";NA;NA;11;0;2.44166666666667;2019;"2019-12-31";NA;NA;NA;NA;NA;NA;446695;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;138565.56;NA;"-0fa-0fa-0fb-0da-0db-0zd-7f-5ad";NA;"36950-abs-S12L-2018-2030-1";2.94324390243902;2;24697;NA;421998;"Global";24697;421998;NA;1;NA;"S12L";"S12L";1
36950;"HYUNDAI WIA CORPORATION";"Investor";"public";"Republic of Korea";"Metal products manufacturing, Powered machinery";"Manufacturing";"Engines & motors, Fabricated metal components, Industrial machinery";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2020;"Abs 1";2019;"Company-wide";"Scope 1+2 (location-based)";2018;472920;100;2030;29.3;334354.44;446695;18.9260592603241;"Underway";"No, but we anticipate setting one in the next 2 years";"no assessment";NA;NA;11;0;2.44166666666667;2019;"2019-12-31";NA;NA;NA;NA;NA;NA;446695;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;138565.56;NA;"-0fa-0fa-0fb-0da-0db-0zd-7f-5ad";NA;"36950-abs-S12L-2018-2030-1";2.94324390243902;2;NA;NA;421998;"Global";NA;421998;NA;1;NA;"S12L";"S12L";NA
36950;"HYUNDAI WIA CORPORATION";"Investor";"public";"Republic of Korea";"Metal products manufacturing, Powered machinery";"Manufacturing";"Engines & motors, Fabricated metal components, Industrial machinery";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2020;"Abs 2";2019;"Company-wide";"Scope 1+2 (location-based)";2018;472920;100;2050;51;231730.8;446695;10.8732065946568;"Underway";"No, but we anticipate setting one in the next 2 years";"no assessment";NA;"domestic";31;0;1.59375;2019;"2019-12-31";NA;NA;NA;NA;NA;NA;446695;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;241189.2;NA;"-0ua-0ub-0fa-0db-0zd-7f-5ad";NA;"36950-abs-S12L-2018-2050-1";3.17;1;24697;NA;421998;"Global";24697;421998;NA;1;NA;"S12L";"S12L";1
36950;"HYUNDAI WIA CORPORATION";"Investor";"public";"Republic of Korea";"Metal products manufacturing, Powered machinery";"Manufacturing";"Engines & motors, Fabricated metal components, Industrial machinery";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2020;"Abs 2";2019;"Company-wide";"Scope 1+2 (location-based)";2018;472920;100;2050;51;231730.8;446695;10.8732065946568;"Underway";"No, but we anticipate setting one in the next 2 years";"no assessment";NA;"domestic";31;0;1.59375;2019;"2019-12-31";NA;NA;NA;NA;NA;NA;446695;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;241189.2;NA;"-0ua-0ub-0fa-0db-0zd-7f-5ad";NA;"36950-abs-S12L-2018-2050-1";3.17;1;NA;NA;421998;"Global";NA;421998;NA;1;NA;"S12L";"S12L";NA
37400;"Evonik Industries AG";"Investor";"public";"Germany";"Chemicals";"Materials";"Inorganic base chemicals, Other base chemicals, Specialty chemicals";"Chemicals";"Materials";"Inorganic base chemicals";2020;"Abs 1";2019;"Company-wide";"Scope 1+2 (market-based)";2008;9519000;100;2025;50;4759500;5486000;84.7357915747452;"New";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"excellent";NA;"annual";6;0;2.94117647058824;2019;"2019-12-31";9518000;"C5.1 2020 S1, C5.1 2020 S2M";"public";NA;NA;NA;8453210;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;4759500;NA;"-0ma-0fa-0zd-7f-0vk-0rba-0rcb-0rcb-0rca-0rcb-0rec-0rca-0rec-0rec-0rca-0rba-0rba-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 9518000).; Organizational changes: Divestment: 9.2% decreased in 2019, Acquisitions: 2.0% increased in 2018, Acquisitions: 1.5% increased in 2017, Divestment: 0.6% decrease in 2016,  Acquisitions: 0.4% increase in 2016, Other: 2.5% decrease in 2015,  Divestment: 0.5% decrease in 2015, Other: 1.15% decrease in 2014, Other: 1% decrease in 2013,  Divestment: 3% decrease in 2013, Divestment: 15.5% decrease in 2012, Divestment: 9.3% decrease in 2011";"37400-abs-S12M-2008-2025-1";3.14780487804878;1;4929791;3523419;2704091;"Global";4929791;2704091;3523419;1;NA;"S12M";"S12M";1
37400;"Evonik Industries AG";"Investor";"public";"Germany";"Chemicals";"Materials";"Inorganic base chemicals, Other base chemicals, Specialty chemicals";"Chemicals";"Materials";"Inorganic base chemicals";2020;"Abs 1";2019;"Company-wide";"Scope 1+2 (market-based)";2008;9519000;100;2025;50;4759500;5486000;84.7357915747452;"New";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"excellent";NA;"annual";6;0;2.94117647058824;2019;"2019-12-31";9518000;"C5.1 2020 S1, C5.1 2020 S2M";"public";NA;NA;NA;8453210;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;4759500;NA;"-0ma-0fa-0zd-7f-0vk-0rba-0rcb-0rcb-0rca-0rcb-0rec-0rca-0rec-0rec-0rca-0rba-0rba-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 9518000).; Organizational changes: Divestment: 9.2% decreased in 2019, Acquisitions: 2.0% increased in 2018, Acquisitions: 1.5% increased in 2017, Divestment: 0.6% decrease in 2016,  Acquisitions: 0.4% increase in 2016, Other: 2.5% decrease in 2015,  Divestment: 0.5% decrease in 2015, Other: 1.15% decrease in 2014, Other: 1% decrease in 2013,  Divestment: 3% decrease in 2013, Divestment: 15.5% decrease in 2012, Divestment: 9.3% decrease in 2011";"37400-abs-S12M-2008-2025-1";3.14780487804878;1;NA;3523419;2704091;"Global";NA;2704091;3523419;1;NA;"S12M";"S12M";NA
37920;"SBM (Somers Building Maintenance)";"Supply Chain";"public";"United States of America";"Commercial & consumer services";"Services";"Commercial services";"Commercial & consumer services";"Services";"Commercial services";2020;"Abs 1";2011;"Company-wide";"Scope 1";2013;1.72;100;2030;0.13;1.717764;0.01;76475.8497316637;"Achieved";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"excellent";NA;NA;19;0.421052631578947;0.00764705882352941;2019;"2019-12-31";1.72;"C5.1 2020 S1";"public";NA;NA;NA;0.001;"C6 2020 S1";"public";NA;NA;0.002236;NA;"-0ca-0da-0db-0ce-0zc-7f-0zd-7f-0vk-0vo-0rec-0rce-0rce-0reb-0rae-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 1.72). -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2014 | TOTAL 1.72).; Organizational changes: Other: 0.34% decreased in 2017, Change in boundary: 0.01% increase in 2016, Change in boundary: 4% increase in 2015, Other: 108% decrease in 2014,  Change in boundary: 25% increase in 2014";"37920-abs-S1-2013-2030-1";2.32154390243902;1;NA;NA;NA;"Global";NA;NA;NA;1;NA;"S1";"S1";NA
37920;"SBM (Somers Building Maintenance)";"Supply Chain";"public";"United States of America";"Commercial & consumer services";"Services";"Commercial services";"Commercial & consumer services";"Services";"Commercial services";2020;"Abs 1";2011;"Company-wide";"Scope 1";2013;1.72;100;2030;0.13;1.717764;0.01;76475.8497316637;"Achieved";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"excellent";NA;NA;19;0.421052631578947;0.00764705882352941;2019;"2019-12-31";1.72;"C5.1 2020 S1";"public";NA;NA;NA;0.001;"C6 2020 S1";"public";NA;NA;0.002236;NA;"-0ca-0da-0db-0ce-0zc-7f-0zd-7f-0vk-0vo-0rec-0rce-0rce-0reb-0rae-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 1.72). -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2014 | TOTAL 1.72).; Organizational changes: Other: 0.34% decreased in 2017, Change in boundary: 0.01% increase in 2016, Change in boundary: 4% increase in 2015, Other: 108% decrease in 2014,  Change in boundary: 25% increase in 2014";"37920-abs-S1-2013-2030-1";2.32154390243902;1;0.001;NA;NA;"Global";0.001;NA;NA;1;NA;"S1";"S1";1
37977;"Tennant Company";"Investor";"public";"United States of America";"Powered machinery";"Manufacturing";"Industrial machinery";"Powered machinery";"Manufacturing";"Industrial machinery";2020;"Abs 1";2017;"Other, please specify: Target includes at least 99% of the company’s total, global gross Scope 1+2 emissions for base year 2016. Explanation below provides complete detail on target coverage.";"Scope 1+2 (market-based)";2016;32480;99;2030;25;24360;25855;81.5886699507389;"Underway";"Yes, this target has been approved as science-based by the Science-Based Targets initiative";"excellent";NA;"annual";13;0.153846153846154;1.78571428571429;2019;"2019-12-31";32480;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;NA;33309;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;8120;NA;"-0ma-0e-0fa-0fa-0fa-0e-0fa-0fb-0fa-0fa-0fa-0zb-7f-0zc-7f-0zd-7f-0vm-0vn-0vo-0rca-0rcb-0rab-0rce-0rca-0rca-0rce-0rcb-0rec-5aa";"Base year emissions check: -0vm: stated base year emissions are 99% of calculated base year emissions (C6 2019 | TOTAL 32155.2). -0vn: stated base year emissions are 99% of calculated base year emissions (CCDS 2017 | TOTAL 32031.45). -0vo: stated base year emissions are 99% of calculated base year emissions (DWH 2017 | TOTAL 32031.45).; Organizational changes: Divestment: 0.07% decreased in 2019,  Acquisitions: 2.13% increased in 2019, Acquisitions: 24.5% increased in 2018,  Change in boundary: 0.09% increased in 2018,  Divestment: 0.02% decreased in 2018, Divestment: 0.17% decreased in 2017,  Change in boundary: 0.02% increased in 2017,  Acquisitions: 1.58% increased in 2017,  Other: 3.32% decreased in 2017";"37977-abs-S12M-2016-2030-1";2.89024390243902;1;26686;6623;14310;"Global";26686;14310;6623;1;NA;"S12M";"S12M";1
37977;"Tennant Company";"Investor";"public";"United States of America";"Powered machinery";"Manufacturing";"Industrial machinery";"Powered machinery";"Manufacturing";"Industrial machinery";2020;"Abs 1";2017;"Other, please specify: Target includes at least 99% of the company’s total, global gross Scope 1+2 emissions for base year 2016. Explanation below provides complete detail on target coverage.";"Scope 1+2 (market-based)";2016;32480;99;2030;25;24360;25855;81.5886699507389;"Underway";"Yes, this target has been approved as science-based by the Science-Based Targets initiative";"excellent";NA;"annual";13;0.153846153846154;1.78571428571429;2019;"2019-12-31";32480;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;NA;33309;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;8120;NA;"-0ma-0e-0fa-0fa-0fa-0e-0fa-0fb-0fa-0fa-0fa-0zb-7f-0zc-7f-0zd-7f-0vm-0vn-0vo-0rca-0rcb-0rab-0rce-0rca-0rca-0rce-0rcb-0rec-5aa";"Base year emissions check: -0vm: stated base year emissions are 99% of calculated base year emissions (C6 2019 | TOTAL 32155.2). -0vn: stated base year emissions are 99% of calculated base year emissions (CCDS 2017 | TOTAL 32031.45). -0vo: stated base year emissions are 99% of calculated base year emissions (DWH 2017 | TOTAL 32031.45).; Organizational changes: Divestment: 0.07% decreased in 2019,  Acquisitions: 2.13% increased in 2019, Acquisitions: 24.5% increased in 2018,  Change in boundary: 0.09% increased in 2018,  Divestment: 0.02% decreased in 2018, Divestment: 0.17% decreased in 2017,  Change in boundary: 0.02% increased in 2017,  Acquisitions: 1.58% increased in 2017,  Other: 3.32% decreased in 2017";"37977-abs-S12M-2016-2030-1";2.89024390243902;1;26686;NA;NA;"Global";26686;NA;NA;1;NA;"S12M";"S12M";NA
40418;"Smithfield Foods, Inc.";"Investor";"public";"United States of America";"Food & beverage processing";"Food, beverage & agriculture";"Animal processing, Other food processing";"Food & beverage processing";"Food, beverage & agriculture";"Animal processing";2020;"Abs 1";2017;"Company-wide";"Scope 1+2 (location-based) +3 (upstream & downstream)";2010;18000000;100;2025;25;13500000;16000000;44.4444444444444;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"no assessment";NA;NA;8;0.25;1.66666666666667;2019;"2019-12-31";NA;NA;NA;1207742;"DWH 2012 S1, DWH 2012 S2L";"public";1470469;"C6 2020 S1, C6 2020 S2L, C6 2020 S3.08, C6 2020 S3.12, C6 2020 S3.13, C6 2020 S3.14, C6 2020 S3.15, C6 2020 S3.16, C6 2020 S3.17: upstream completeness: 0.222222222222222 downstream completeness: 0.625";"public";NA;NA;4500000;301935.5;"-0zb-7f-0zc-7f-0zd-7f-5ad";NA;"40418-abs-S12L3-2010-2025-1";3.23780487804878;1;660413;NA;NA;"Global";660413;NA;NA;1;301935.5;"S12L3";"S12L";NA
40418;"Smithfield Foods, Inc.";"Investor";"public";"United States of America";"Food & beverage processing";"Food, beverage & agriculture";"Animal processing, Other food processing";"Food & beverage processing";"Food, beverage & agriculture";"Animal processing";2020;"Abs 1";2017;"Company-wide";"Scope 1+2 (location-based) +3 (upstream & downstream)";2010;18000000;100;2025;25;13500000;16000000;44.4444444444444;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"no assessment";NA;NA;8;0.25;1.66666666666667;2019;"2019-12-31";NA;NA;NA;1207742;"DWH 2012 S1, DWH 2012 S2L";"public";1470469;"C6 2020 S1, C6 2020 S2L, C6 2020 S3.08, C6 2020 S3.12, C6 2020 S3.13, C6 2020 S3.14, C6 2020 S3.15, C6 2020 S3.16, C6 2020 S3.17: upstream completeness: 0.222222222222222 downstream completeness: 0.625";"public";NA;NA;4500000;301935.5;"-0zb-7f-0zc-7f-0zd-7f-5ad";NA;"40418-abs-S12L3-2010-2025-1";3.23780487804878;1;NA;NA;810056;"Global";NA;810056;NA;1;301935.5;"S12L3";"S12L";NA
40418;"Smithfield Foods, Inc.";"Investor";"public";"United States of America";"Food & beverage processing";"Food, beverage & agriculture";"Animal processing, Other food processing";"Food & beverage processing";"Food, beverage & agriculture";"Animal processing";2020;"Abs 1";2017;"Company-wide";"Scope 1+2 (location-based) +3 (upstream & downstream)";2010;18000000;100;2025;25;13500000;16000000;44.4444444444444;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"no assessment";NA;NA;8;0.25;1.66666666666667;2019;"2019-12-31";NA;NA;NA;1207742;"DWH 2012 S1, DWH 2012 S2L";"public";1470469;"C6 2020 S1, C6 2020 S2L, C6 2020 S3.08, C6 2020 S3.12, C6 2020 S3.13, C6 2020 S3.14, C6 2020 S3.15, C6 2020 S3.16, C6 2020 S3.17: upstream completeness: 0.222222222222222 downstream completeness: 0.625";"public";NA;NA;4500000;301935.5;"-0zb-7f-0zc-7f-0zd-7f-5ad";NA;"40418-abs-S12L3-2010-2025-1";3.23780487804878;1;660413;NA;810056;"Global";660413;810056;NA;1;301935.5;"S12L3";"S12L";1
