"nr_countries";"account_id";"company_name";"Scope(s) (or Scope 3 category)";"Base year";"Target year";"Target coverage";"Targeted reduction from base year (%)";"BY_covered";"BY_100";"BY_100_excl_scope3";"MRY_100";"MRY_100_scope3"
3;21115;"ARÇELIK A.S.";"Scope 1+2 (location-based)";2010;2020;"Country/region";60;473175;473175;0;234264;0
3;21115;"ARÇELIK A.S.";"Scope 1+2 (location-based)";2010;2025;"Country/region";100;473175;473175;0;234264;0
3;21115;"ARÇELIK A.S.";"Scope 1+2 (location-based)";2010;2040;"Country/region";100;473175;473175;0;234264;0
1;21128;"FORD OTOMOTIV SANAYI A.S.";"Scope 1+2 (location-based)";2015;2021;"Site/facility";30.08;4406.54;201024.21;0;201719;0
1;21129;"T.GARANTI BANKASI A.S.";"Scope 1+2 (location-based)";2018;2025;"Company-wide";29;67233;67233;0;70121;0
1;21129;"T.GARANTI BANKASI A.S.";"Scope 1+2 (location-based)";2018;2035;"Company-wide";71;67233;67233;0;70121;0
1;21134;"T. IS BANKASI A.S.";"Scope 1+2 (market-based)";2018;2025;"Company-wide";38;92225.5;92225.5;0;93545.4;0
1;21134;"T. IS BANKASI A.S.";"Scope 1+2 (market-based)";2018;2030;"Company-wide";65;92225.5;92225.5;0;93545.4;0
1;21134;"T. IS BANKASI A.S.";"Scope 1+2 (market-based)";2018;2035;"Company-wide";100;92225.5;92225.5;0;93545.4;0
1;21141;"SABANCI HOLDING A.S.";"Scope 1";1996;2020;"Company-wide";80;1359;1359;0;332.84;0
1;21145;"TURKCELL ILETISIM HIZMETLERI A.S.";"Scope 1+2 (location-based)";2019;2050;"Company-wide";100;492013.25;492013.25;0;492013.25;0
6;21150;"TEKFEN HOLDING A.S.";"Scope 1+2 (location-based)";2019;2025;"Company-wide";15;6337572;6337574.52;0;6337574.52;0
6;21150;"TEKFEN HOLDING A.S.";"Scope 1+2 (location-based)";2019;2037;"Company-wide";40.2;6337572;6337574.52;0;6337574.52;0
1;21151;"TOFAS TÜRK OTOMOBIL FABRIKASI A.S.";"Scope 1+2 (location-based)";2011;2019;"Company-wide";20;149682;149682;0;99538;0
1;21151;"TOFAS TÜRK OTOMOBIL FABRIKASI A.S.";"Scope 1+2 (location-based)";2011;2024;"Company-wide";30;149682;149682;0;99538;0
1;21154;"T.SINAI KALKINMA BANKASI A.S.";"Scope 1+2 (market-based)";2016;2019;"Company-wide";100;530;530;0;0;0
1;21154;"T.SINAI KALKINMA BANKASI A.S.";"Scope 1+2 (market-based) +3 (upstream)";2016;2019;"Company-wide";2;928;861;530;0;0
1;21154;"T.SINAI KALKINMA BANKASI A.S.";"Scope 3 (upstream)";2016;2019;"Company-wide";100;398;470;0;406;0
1;21158;"TÜRKIYE VAKIFLAR BANKASI T.A.O.";"Scope 1";2019;2020;"Company-wide";4;15534;15534;0;15534;0
1;21158;"TÜRKIYE VAKIFLAR BANKASI T.A.O.";"Scope 1+2 (location-based)";2019;2020;"Company-wide";4;48171;48171;0;48171;0
1;21158;"TÜRKIYE VAKIFLAR BANKASI T.A.O.";"Scope 2 (location-based)";2018;2019;"Business activity";2;1346.45;3613.87;0;32637;0
1;21158;"TÜRKIYE VAKIFLAR BANKASI T.A.O.";"Scope 2 (location-based)";2019;2020;"Company-wide";4;32637;32637;0;32637;0
1;21158;"TÜRKIYE VAKIFLAR BANKASI T.A.O.";"Scope 3 (upstream & downstream)";2019;2020;"Company-wide";4;5241;5241;0;5241;0
1;21159;"VESTEL ELEKTRONIK SANAYI VE TICARET A.S.";"Scope 1+2 (location-based)";2015;2022;"Site/facility";15;59987;59987;0;55097;0
1;21160;"YAPI VE KREDI BANKASI A.S.";"Scope 1+2 (location-based)";2015;2025;"Site/facility";15;24884.79;24974.79;0;58587;0
1;21207;"Seoul Semiconductor";"Scope 1+2 (location-based)";2017;2018;NA;0;17008;16187;0;16587.59;0
6;21210;"LG Innotek";"Scope 1+2 (location-based)";2010;2030;"Company-wide";40;2152662;2152662;0;2369940;0
6;21210;"LG Innotek";"Scope 1+2 (location-based)";2010;2040;"Company-wide";50;2152662;2152662;0;2369940;0
4;21318;"Accenture";"Scope 1+2 (market-based) +3 (upstream)";2016;2025;"Company-wide";11;5030544;0;0;4665024;934412
2;21320;"Chubb Limited";"Scope 1+2 (market-based)";2016;2025;"Company-wide";20;176964;176964;0;137704;0
2;21320;"Chubb Limited";"Scope 1+2 (market-based)";2016;2035;"Company-wide";40;176964;176964;0;137704;0
2;21355;"Almirall S.A.";"Scope 1";2014;2025;"Site/facility";20;11820.86;11820.864;0;9849.34;0
2;21355;"Almirall S.A.";"Scope 1+2 (location-based)";2014;2025;"Site/facility";21;31956.44;31956.448;0;25754.08;0
2;21355;"Almirall S.A.";"Scope 1+2 (market-based)";2014;2025;"Site/facility";40;15633.32;15633.314;0;9849.34;0
2;21355;"Almirall S.A.";"Scope 2 (location-based)";2014;2025;"Site/facility";22;20137.58;20135.584;0;15904.74;0
2;21355;"Almirall S.A.";"Scope 2 (market-based)";2014;2025;"Site/facility";100;3812.46;3812.45;0;0;0
13;21365;"ALPS ALPINE CO LTD.";"Scope 1+2 (market-based)";2014;2051;"Company-wide";80;3805938.5;0;0;3996425.563;0
6;21368;"Amdocs Ltd";"Other, please specify: Energy related activities, business travels and employees leased cars for commuting and personal use.";2019;2024;"Company-wide";13;73314;0;0;0;0
6;21368;"Amdocs Ltd";"Scope 1+2 (location-based)";2019;2024;"Company-wide";21;341544;341550;0;341550;0
37;21380;"adidas AG";"Scope 1+2 (market-based)";2015;2020;"Company-wide";15;2187884;2187884;0;1047433;0
4;21394;"Wistron Corp";"Scope 1+2 (location-based)";2016;2025;"Company-wide";37.8;1372017.8;1372017.8;0;1726712.88;0
2;21403;"Olam International";"Scope 1+2 (location-based)";2017;2030;"Company-wide";50;3522974.86;0;0;4513056.94;0
2;21403;"Olam International";"Scope 1+2 (location-based)";2017;2050;"Company-wide";100;3522974.86;0;0;4513056.94;0
9;21407;"Lenovo Group";"Scope 1+2 (market-based)";2010;2020;"Company-wide";40;2424725.64;2424725.73;0;284562;0
9;21407;"Lenovo Group";"Scope 1+2 (market-based)";2019;2030;"Company-wide";50;288542.07;288540;0;284562;0
5;21419;"Axiata Group Berhad";"Other, please specify: Life Cycle Assessment - Cradle to Gate";2013;2020;"Business division";60;1282175;0;0;0;0
27;21438;"Macquarie Group";"Scope 2 (location-based)";2014;2023;"Company-wide";20;1144503;1116581.22;0;806091.21;0
1;21457;"Sul América S/A";"Other, please specify: Escopo 1 + Escopo 2 + Escopo 3";2014;2023;NA;35;6079;0;0;0;0
1;21459;"Oi S.A";"Scope 1";2014;2020;"Company-wide";14;41108.47;41108.47;0;97147.409;0
1;21459;"Oi S.A";"Scope 2 (location-based)";2016;2020;"Company-wide";2;130527.61;130527.61;0;117079.385;0
2;21477;"Quanta Computer";"Scope 1+2 (location-based)";2015;2030;"Company-wide";23;1062616;1062616;0;1245660.2;0
2;21477;"Quanta Computer";"Scope 1+2 (location-based)";2015;2060;"Company-wide";3;1062616;1062616;0;1245660.2;0
3;21481;"Teck Resources Limited";"Scope 1+2 (location-based)";2020;2020;"Company-wide";7.8;10569768;0;0;9540387;0
3;21481;"Teck Resources Limited";"Scope 1+2 (market-based)";2020;2050;"Company-wide";100;9678768;0;0;8948376;0
18;21524;"LPP S.A.";"Scope 1+2 (market-based)";2019;2025;"Company-wide";15;2529144;2610414;0;2610414;0
2;21537;"DNB ASA";"Scope 1+2 (location-based)";2014;2025;"Company-wide";35;13274;21848;0;7738;0
2;21537;"DNB ASA";"Scope 1+2 (location-based)";2014;2036;"Company-wide";55;13274;21848;0;7738;0
1;21641;"Cia Paranaense de Energia - COPEL";"Scope 1";2017;2019;"Company-wide";0.5;13172;213983;0;13780;0
1;21657;"Elia System Operator";"Scope 1+2 (market-based)";2014;2022;"Other, please specify: non core: emissions buildings and vehicles fleet";20;4645;296849;0;238062;0
1;21657;"Elia System Operator";"Scope 1+2 (market-based)";2017;2030;"Company-wide";30;37829.19;0;0;238062;0
1;21657;"Elia System Operator";"Scope 3: Business travel";2014;2022;"Company-wide";20;937;0;0;986;0
1;21657;"Elia System Operator";"Scope 3: Employee commuting";2014;2022;"Company-wide";20;560;0;0;733;0
1;21673;"Coway Co., Ltd.";"Scope 1+2 (location-based)";2010;2020;"Company-wide";1;5356;5356;0;5864.331;0
1;21673;"Coway Co., Ltd.";"Scope 3: Purchased goods & services";2010;2020;"Company-wide";1;37251;0;0;10664;0
1;21680;"Walsin Lihwa Corporation";"Scope 1";2019;2019;"Business activity";80;1710.13;1710.13;0;1710.13;0
2;21686;"Unimicron Corporation";"Scope 1+2 (location-based)";2019;2019;"Company-wide";1;1789506.58;1789506.58;0;1789506.58;0
1;21722;"Mercialys";"Scope 3: Business travel";2017;2030;"Company-wide";26;289;289;0;190;0
5;21770;"Airbus SE";"Scope 1+2 (market-based) +3 (upstream)";2015;2030;"Company-wide";40;4673940;3936808;2636808;6177290;4637645
5;21770;"Airbus SE";"Scope 1+2 (market-based) +3 (upstream)";2015;2050;"Company-wide";80;4673940;3936808;2636808;6177290;4637645
5;21770;"Airbus SE";"Scope 1+2 (market-based) +3 (upstream)";2018;2019;"Business division";2.5;3876430;6284955;4799125;6177290;4637645
1;21773;"Devoteam Sa";"Scope 2 (market-based)";2016;2018;NA;10;77;77;0;0;0
13;21815;"Sthree Plc";"Scope 1+2 (location-based) +3 (upstream)";2019;2024;"Company-wide";20;64064;64064;34788;64064;34788
1;21858;"Formosa Taffeta Co.";"Scope 1+2 (location-based)";2016;2022;"Company-wide";9.75;457786;457786.33;0;445431;0
16;21868;"First Financial Holding Co";"Scope 1+2 (location-based)";2012;2020;"Company-wide";20;468000;468000;0;365296;0
16;21868;"First Financial Holding Co";"Scope 1+2 (location-based)";2012;2035;"Company-wide";35;468000;468000;0;365296;0
16;21868;"First Financial Holding Co";"Scope 1+2 (location-based)";2012;2050;"Company-wide";50;468000;468000;0;365296;0
8;21889;"Empresas CMPC";"Scope 1+2 (market-based)";2018;2030;"Company-wide";50;18533832;17092568;0;17712515.6;0
6;21897;"Elbit Systems Ltd";"Scope 1+2 (market-based)";2013;2020;"Company-wide";7;749176.92;0;0;499792.8;0
1;21906;"Nan Ya Printed Circuit Board";"Scope 1+2 (location-based)";2013;2022;"Company-wide";4;407608;0;0;367902;0
1;21906;"Nan Ya Printed Circuit Board";"Scope 1+2 (location-based)";2013;2030;"Company-wide";6;407608;0;0;367902;0
1;21906;"Nan Ya Printed Circuit Board";"Scope 1+2 (location-based)";2014;2022;"Company-wide";4;351601;351601.255;0;367902;0
1;21906;"Nan Ya Printed Circuit Board";"Scope 1+2 (location-based)";2014;2030;"Company-wide";6;351601;351601.255;0;367902;0
1;21925;"Macronix International";"Scope 2 (location-based)";2018;2019;"Company-wide";1;273031.26;273031.266;0;264684.548;0
4;21950;"Inventec Co Ltd";"Scope 1+2 (location-based)";2015;2025;"Company-wide";19;692708.52;692708.52;0;528456.896;0
1;21991;"Bank Leumi Le Israel";"Scope 2 (location-based)";2018;2019;"Company-wide";1;6810.75;6810.75;0;6773.71;0
1;21991;"Bank Leumi Le Israel";"Scope 2 (market-based)";2018;2019;"Company-wide";2.11;26456.65;26456.65;0;24766.56;0
1;22032;"Cegereal";"Scope 1";2018;2019;"Other, please specify: Portfolio : 5 assets";10;764;764;0;698;0
1;22032;"Cegereal";"Scope 1+2 (location-based)";2013;2019;"Other, please specify: Portfolio : 5 assets";20;5021;0;0;2221;0
1;22032;"Cegereal";"Scope 1+2 (location-based) +3 (upstream & downstream)";2013;2019;"Business activity";3;9;0;0;12843;2221
1;22032;"Cegereal";"Scope 2 (location-based)";2013;2019;"Other, please specify: Portfolio : 5 assets";20;1849;1037;0;1523;0
6;22082;"Berkeley Group";"Scope 1+2 (market-based)";2019;2030;"Company-wide";50;22626;21372;0;17136;0
1;22123;"Communisis Limited";"Scope 1";2017;2020;"Company-wide";5;1816;1816;0;1617;0
1;22123;"Communisis Limited";"Scope 1+2 (location-based)";2017;2020;"Company-wide";10;6138;7954;0;5566;0
4;22135;"Vattenfall Group";"Scope 1";2015;2020;"Company-wide";10.3;81203092;338400000;0;73557880;0
4;22135;"Vattenfall Group";"Scope 1+2 (location-based)";2017;2030;"Company-wide";38;80646000;82753120;0;73867280;0
4;22135;"Vattenfall Group";"Scope 3: Use of sold products";2017;2030;"Company-wide";20;56800000;56717160;0;54032544;0
1;22163;"Dialog Semiconductor plc";"Scope 1+2 (location-based)";2019;2019;"Site/facility";5;518;517;0;517;0
7;22175;"CEWE Stiftung & Co. KGaA";"Other, please specify: Total scope 3 emissions";2015;2025;"Company-wide";25;733222;0;0;0;0
7;22175;"CEWE Stiftung & Co. KGaA";"Scope 1";2015;2020;"Company-wide";10;10486;21119;0;22274;0
7;22175;"CEWE Stiftung & Co. KGaA";"Scope 1";2015;2020;"Company-wide";50;10633;21119;0;22274;0
7;22175;"CEWE Stiftung & Co. KGaA";"Scope 1+2 (market-based)";2015;2025;"Company-wide";50;93807;93807;0;73430;0
7;22175;"CEWE Stiftung & Co. KGaA";"Scope 2 (market-based)";2015;2020;"Company-wide";50;72688;72688;0;51156;0
10;22175;"CEWE Stiftung & Co. KGaA";"Scope 3: Downstream transportation and distribution";2016;2020;"Company-wide";50;109180;109180;0;65850;0
3;22194;"Zeon Corporation";"Scope 1+2 (market-based)";1990;2020;"Company-wide";20;1920000;0;0;2222955;0
1;22208;"KYORIN Holdings, Inc.";NA;2015;2019;"Company-wide";4;30444;0;0;0;0
1;22209;"Credito Emiliano";"Scope 2 (location-based)";2018;2024;"Company-wide";8;10529.7;10529.7;0;9774.1;0
5;22216;"Danieli & C Officine Meccaniche S.p.A.";"Scope 1";2017;2030;NA;15;1455545;1537125;0;1457540;0
5;22216;"Danieli & C Officine Meccaniche S.p.A.";"Scope 2 (location-based)";2017;2030;"Company-wide";55;1533185;2042620;0;1958145;0
1;22221;"BPER Banca";"Scope 1+2 (location-based)";2018;2021;"Company-wide";10;29159;29159;0;30321;0
9;22228;"Toyo Ink SC Holdings Co., Ltd.";"Scope 1+2 (market-based)";2013;2026;"Country/region";21;895734;734148;0;0;0
1;22238;"Nifco Inc.";"Scope 1";2019;2030;"Country/region";2.5;363;427;0;363;0
1;22238;"Nifco Inc.";"Scope 2 (market-based)";2019;2030;"Country/region";2.5;8854;0;0;8854;0
1;22238;"Nifco Inc.";"Scope 3: Business travel";2019;2030;"Country/region";1.23;176;168;0;176;0
1;22238;"Nifco Inc.";"Scope 3: Capital goods";2019;2030;"Country/region";1.23;37246;63861;0;37246;0
1;22238;"Nifco Inc.";"Scope 3: Employee commuting";2019;2030;"Country/region";1.23;545;543;0;545;0
1;22238;"Nifco Inc.";"Scope 3: End-of-life treatment of sold products";2019;2030;"Country/region";1.23;83628;12466;0;83628;0
1;22238;"Nifco Inc.";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";2019;2030;"Country/region";1.23;1418;642;0;1418;0
1;22238;"Nifco Inc.";"Scope 3: Purchased goods & services";2019;2030;"Country/region";1.23;180376;248208;0;180376;0
1;22238;"Nifco Inc.";"Scope 3: Upstream transportation & distribution";2019;2030;"Country/region";1.23;12310;25887;0;12310;0
1;22238;"Nifco Inc.";"Scope 3: Waste generated in operations";2019;2030;"Country/region";1.23;845;783;0;845;0
4;22241;"Meiji Holdings Co Ltd";"Scope 1+2 (market-based)";2015;2030;"Company-wide";40;2712000;0;0;2417760;0
1;22242;"MEGMILK SNOW BRAND Co.,Ltd.";"Scope 1+2 (market-based)";2013;2030;"Company-wide";30;279500;0;0;0;0
8;22243;"Nabtesco Corporation";"Scope 1+2 (market-based)";2015;2020;"Country/region";100;368800;303168;0;483781.28;0
8;22243;"Nabtesco Corporation";"Scope 1+2 (market-based)";2015;2030;"Country/region";30;368800;303168;0;483781.28;0
8;22243;"Nabtesco Corporation";"Scope 1+2 (market-based)";2015;2030;"Other, please specify: <U+30CA><U+30D6><U+30C6><U+30B9><U+30B3><U+5358><U+4F53>";30;303168;303168;0;483781.28;0
8;22243;"Nabtesco Corporation";"Scope 1+2 (market-based)";2015;2050;"Country/region";80;368800;303168;0;483781.28;0
8;22243;"Nabtesco Corporation";"Scope 1+2 (market-based)";2015;2050;"Other, please specify: <U+30CA><U+30D6><U+30C6><U+30B9><U+30B3><U+5358><U+4F53>";80;303168;303168;0;483781.28;0
1;22244;"Meidensha Corporation";"Scope 1+2 (market-based)";2017;2030;"Company-wide";30;53065;0;0;41215;0
12;22257;"Ted Baker Plc";"Scope 2 (market-based)";2018;2030;"Company-wide";100;47419.44;51980.256;0;25399.8;0
16;22258;"Ebara Corporation";"Scope 1+2 (market-based)";2018;2030;"Company-wide";26;1881728;1869280;0;1791568;0
16;22258;"Ebara Corporation";"Scope 1+2 (market-based) +3 (upstream & downstream)";2019;2030;"Company-wide";NA;1807568;1321061504;1791568;1321061504;1791568
7;22259;"DISCO Corporation";"Scope 1+2 (market-based)";2020;2030;"Company-wide";100;342055;0;0;0;0
2;22264;"Electric Power Development Co.,Ltd (J-POWER)";"Scope 1+2 (location-based)";2005;2020;"Site/facility";17;8792;0;0;106895414;0
1;22270;"LS Electric Co Ltd";"Scope 1+2 (location-based)";2018;2019;"Company-wide";0.5;260899;0;0;292401;0
7;22273;"Tokyo Century Corporation";"Scope 1";2014;2020;"Company-wide";35.26;1806;1799;0;21973;0
7;22273;"Tokyo Century Corporation";"Scope 2 (location-based)";2014;2022;"Company-wide";24.56;7609;7413;0;60130;0
1;22274;"Coca-Cola Bottlers Japan Holdings Inc.";"Other, please specify: Scope 1+2(market based)+3:Downstream leased assets + 3:Upstream transportation & distribution";2015;2030;"Company-wide";25;947356;0;0;0;0
25;22287;"Vopak";"Scope 1+2 (location-based)";2015;2030;NA;30;11233250;11225000;0;10211875;0
2;22295;"Metsä Board Corporation";"Scope 1+2 (market-based)";2016;2030;"Company-wide";100;1077136;1077136;0;998032;0
2;22295;"Metsä Board Corporation";"Scope 1+2 (market-based)";2018;2030;"Company-wide";100;1127254;1127254;0;998032;0
1;22331;"T Mobile USA inc";"Scope 1+2 (market-based)";2016;2025;"Company-wide";95;1145477;1145477;0;766665;0
1;22331;"T Mobile USA inc";"Scope 2 (market-based)";2012;2020;"Business activity";50;981710;0;0;729490;0
2;22331;"T Mobile USA inc";"Scope 2 (market-based)";2012;2020;"Business activity";100;109079;0;0;1458980;0
1;22331;"T Mobile USA inc";"Scope 2 (market-based)";2012;2025;"Business activity";100;981710;0;0;729490;0
2;22340;"ICL";"Scope 1+2 (location-based) +3 (upstream & downstream)";2008;2020;"Company-wide";25.7;8414244;0;8176726;6500118;6328528
2;22340;"ICL";"Scope 1+2 (market-based) +3 (upstream & downstream)";2008;2030;"Company-wide";45;8414244;0;8166786;6388618;6217028
1;22341;"Ecopetrol S.A.";"Scope 1+2 (location-based)";2010;2030;"Company-wide";20;0;5728291;0;11025030;0
24;22350;"Anheuser Busch InBev";"Scope 1+2 (market-based)";2017;2025;"Company-wide";35;148218560.88;143808408;0;128691696;0
3;22352;"State Bank of India";"Scope 1+2 (location-based)";2018;2030;"Company-wide";100;4280643.6;3842199;0;3200328;0
4;22365;"Jacobs Engineering Group Inc.";"Scope 3: Business travel";2019;2022;"Business activity";20;391916.08;391916;0;391916;0
3;22372;"Cargotec Corporation";"Scope 1+2 (market-based)";2019;2030;"Company-wide";100;159000;158313;0;158313;0
3;22372;"Cargotec Corporation";"Scope 3 (upstream & downstream)";2019;2030;"Company-wide";50;17025000;17545110;0;17545110;0
3;22379;"BillerudKorsnäs";"Scope 1+2 (market-based)";2016;2030;"Company-wide";59;472629;472644;0;457071;0
3;22379;"BillerudKorsnäs";"Scope 3 (upstream & downstream)";2016;2030;"Company-wide";30;1644927;3965649;0;3350046;0
1;22383;"Alk-Abello A/S";"Scope 1+2 (location-based)";2017;2020;"Other, please specify: All production facilities: Hørsholm, Madrid, Varennes, Port Washington, Post Falls and Oklahoma";25;9658;9657;0;7552;0
3;22408;"Cleveland-Cliffs Inc.";"Scope 1+2 (location-based)";2005;2025;"Business division";28;14939361;14939361;0;12015309.87;0
4;22416;"UBS";"Scope 1";2004;2040;"Company-wide";100;167432;167432;0;42296;0
4;22416;"UBS";"Scope 1+2 (market-based)";2004;2040;"Company-wide";90;1046336;1046340;0;336136;0
4;22416;"UBS";"Scope 1+2 (market-based) +3 (upstream)";2004;2020;"Company-wide";75;1442008;0;1046340;586476;336136
1;22480;"Nexen Tire";"Scope 1+2 (location-based)";2019;2030;"Company-wide";10;213999;214001.526;0;214001.526;0
3;22499;"Intercontinental Hotels Group";"Scope 1+2 (location-based) +3 (upstream)";2018;2030;"Other, please specify: Owned, leased and managed hotels";15;9360948;14294697;7374933;14531154;7611390
1;22507;"Hana Financial Group";"Scope 1+2 (location-based)";2015;2025;"Company-wide";21;77201;77179;0;68957.491;0
1;22507;"Hana Financial Group";"Scope 1+2 (location-based)";2015;2040;"Company-wide";52.5;77201;77179;0;68957.491;0
1;22508;"Hyundai Glovis Co Ltd";"Scope 1+2 (location-based)";2016;2030;"Company-wide";26.57;3995571;3995571;0;4056730;0
1;22508;"Hyundai Glovis Co Ltd";"Scope 1+2 (location-based)";2016;2050;"Company-wide";52.05;3995571;3995571;0;4056730;0
75;22520;"Bolloré SA";"Scope 1+2 (location-based)";2017;2027;"Business division";43;8869248;8724075;0;26000463.75;0
1;22528;"Organizacion Soriana";"Other, please specify: All business units";2019;2021;"Company-wide";20;1310404;0;0;0;0
3;22534;"Vina Concha y Toro S A";"Scope 1+2 (location-based)";2017;2030;"Company-wide";40;215658;201729;0;165966;0
3;22534;"Vina Concha y Toro S A";"Scope 3 (upstream & downstream)";2017;2030;"Company-wide";17;722994;404403;0;679809;0
3;22564;"TECO Electric & Machinery Co., Ltd.";"Scope 1+2 (location-based)";2015;2025;"Country/region";20;169725;169725.99;0;231445.875;0
1;22570;"Taishin Financial Holdings";"Scope 1+2 (location-based)";2018;2020;"Company-wide";2;25030;25033;0;20241;0
1;22570;"Taishin Financial Holdings";"Scope 1+2 (location-based)";2018;2021;"Company-wide";3;25030;25033;0;20241;0
1;22570;"Taishin Financial Holdings";"Scope 1+2 (location-based)";2018;2023;"Company-wide";5;25030;25033;0;20241;0
1;22570;"Taishin Financial Holdings";"Scope 2 (location-based)";2018;2019;"Company-wide";1;25030;23762;0;19189;0
1;22615;"D-Link Corp";"Scope 1+2 (location-based)";2017;2019;"Company-wide";1;1876.25;0;0;1855.18;0
1;22631;"CP ALL Pcl";"Scope 1+2 (location-based)";2020;2030;"Company-wide";100;1341571;0;0;1400440.4;0
1;22646;"Kinsus Interconnect Tech";"Scope 1";2017;2018;"Company-wide";38.76;11192.07;11192.078;0;6853.404;0
2;22734;"Grupo Financiero Banorte SAB de CV";"Scope 1+2 (location-based)";2013;2020;"Company-wide";14;139294;139295.04;0;144130.6;0
2;22734;"Grupo Financiero Banorte SAB de CV";"Scope 1+2 (location-based)";2013;2050;"Company-wide";54;139294;139295.04;0;144130.6;0
2;22768;"Lancashire Holdings";"Scope 3: Business travel";2019;NA;"Company-wide";NA;0;3905.4;0;3905.4;0
14;22796;"Senior Plc";"Other, please specify: Scope 3 ;      Supplier  Engagement";2018;2025;"Company-wide";0;20323618;0;0;0;0
14;22796;"Senior Plc";"Scope 1";2018;2025;"Company-wide";25;145796;145796;0;145292;0
14;22796;"Senior Plc";"Scope 2 (market-based)";2018;2025;"Company-wide";25;717164;717164;0;652596;0
9;22799;"SDL Plc";"Scope 1+2 (location-based) +3 (upstream & downstream)";2019;2030;"Company-wide";50;119529;114696;32058;114696;32058
9;22799;"SDL Plc";"Scope 1+2 (location-based) +3 (upstream & downstream)";2019;2040;"Company-wide";100;119529;114696;32058;114696;32058
9;22865;"Western Digital Corp";"Scope 1+2 (location-based)";2018;2019;"Company-wide";1.5;10408985.1;10408984.92;0;9188921.7;0
4;22872;"VF Corporation";"Scope 1+2 (market-based)";2018;2031;"Company-wide";55;411144;411148;0;391908;0
4;22872;"VF Corporation";"Scope 3 (upstream)";2018;2031;"Company-wide";30;18468056;24752880;0;23284528;0
5;22902;"Vodacom Group";"Scope 1+2 (market-based)";2017;2025;"Company-wide";50;2996065;153317.45;0;3054570.7;0
18;22942;"Neopost";"Scope 1+2 (market-based)";2018;2030;"Company-wide";28;317196;0;0;303594.3;0
11;22943;"Skandinaviska Enskilda Banken AB (SEB AB)";"Other, please specify: Energy consumption in buildings, business travel, paper consumption and company cars";2015;2020;"Company-wide";20;255123;0;0;0;0
8;22965;"Hilton Food Group plc";"Scope 1+2 (location-based)";2015;2020;"Country/region";7;119304;203936;0;493796;0
8;22965;"Hilton Food Group plc";"Scope 1+2 (market-based)";2015;2025;"Country/region";20;119304;0;0;490277.6;0
8;22965;"Hilton Food Group plc";"Scope 1+2 (market-based)";2018;2030;"Company-wide";31;360384;313768;0;490277.6;0
1;22976;"Kolon Industries, Inc.";"Scope 1+2 (location-based)";2016;2030;"Company-wide";6.01;652037;647884;0;634644;0
1;22977;"Novatek Microelectronics Ltd";"Scope 1+2 (location-based)";2010;2019;"Company-wide";3;8722.83;8722.83;0;14034.69;0
1;22978;"Kumho Petrochemical";"Scope 1+2 (location-based)";2016;2019;"Company-wide";6.03;3289909;3289909;0;3513968;0
5;22980;"KISWIRE Ltd.";"Scope 1+2 (location-based)";2017;2019;"Country/region";0;2757443.5;0;0;2474792.205;0
13;22991;"Groupe PSA";"Scope 1+2 (market-based)";2012;2025;"Business division";26;8858317;0;0;15926547;0
13;22991;"Groupe PSA";"Scope 1+2 (market-based)";2018;2034;"Business division";20;16568344;17389528;0;15926547;0
13;22991;"Groupe PSA";"Scope 2 (market-based)";2012;2050;"Business division";100;3057548;0;0;4371536;0
3;23005;"LG Display";"Scope 1+2 (location-based)";2014;2022;"Country/region";16.8;23176596;23176596;0;23528394;0
3;23005;"LG Display";"Scope 1+2 (location-based)";2014;2030;"Country/region";33.6;23176596;23176596;0;23528394;0
3;23005;"LG Display";"Scope 1+2 (location-based)";2014;2045;"Country/region";65.1;23176596;23176596;0;23528394;0
1;23011;"Helical Plc";"Scope 1+2 (location-based)";2019;2025;"Company-wide";25;2533;2533;0;2431;0
1;23018;"Ayala Land Inc";"Scope 1+2 (market-based)";2016;2022;"Business division";100;213826;305979;0;280830;0
8;23024;"STMicroelectronics International NV";"Scope 1+2 (market-based)";2018;2025;"Company-wide";50;11369976;11483784;0;10070224;0
8;23024;"STMicroelectronics International NV";"Scope 2 (market-based)";2018;2030;"Company-wide";100;6201104;6330192;0;5613968;0
1;23046;"Barratt Developments plc";"Scope 1+2 (market-based)";2018;2025;"Company-wide";29;29958;24329;0;28243;0
1;23046;"Barratt Developments plc";"Scope 1+2 (market-based)";2018;2040;"Company-wide";100;29958;24329;0;28243;0
2;23095;"Cielo SA";"Scope 1";2018;2019;"Site/facility";1;4577.86;5461.28;0;8479.18;0
2;23095;"Cielo SA";"Scope 2 (location-based)";2018;2018;"Site/facility";1;560.86;1284.38;0;1462.4;0
2;23095;"Cielo SA";"Scope 3: Upstream transportation & distribution";2019;2019;"Business activity";3;8475.88;74962.12;0;74962.12;0
10;23096;"Coca-Cola Femsa Sab-Ser l";"Scope 1+2 (location-based)";2015;2030;"Company-wide";50;7772824.2;3835840;0;2553561.3;0
10;23096;"Coca-Cola Femsa Sab-Ser l";"Scope 2 (location-based)";2015;2030;"Company-wide";100;2271051.2;2186430;0;1637313.6;0
10;23096;"Coca-Cola Femsa Sab-Ser l";"Scope 3: Purchased goods & services";2015;2030;"Company-wide";20;23068039.9;0;0;21080000;0
6;23110;"Koninklijke DSM";"Scope 1+2 (market-based)";2016;2030;"Company-wide";30;9420000;9393000;0;7009200;0
