"dataset_year";"Account number";"Organization";"Target reference number";"Scope(s) (or Scope 3 category)";"Target coverage";"Targeted reduction from base year (%)";"Base year";"Year target was set";"Covered emissions in base year (metric tons CO2e)";"Target year";"% of target achieved ";"Target status in reporting year";"Covered emissions in reporting year (metric tons CO2e)"
"2021";4902;"Drägerwerk AG";"Abs 2";"Scope 1+2 (location-based) +3 (downstream)";"Company-wide";29;"2015";"2020";120774;2025;92.3526015818659;"New";88428
"2021";61688;"DRAGON";"Abs 1";"Scope 2 (location-based)";"Site/facility";3;"2018";"2019";17750;2020;103.286384976526;"Achieved";17200
"2021";4906;"Drax Group";"Abs 1";"Scope 1+2 (location-based)";"Company-wide";100;"2018";"2019";4484437;2030;31.3184687397771;"Underway";3079980
"2021";70026;"DRT";"Abs 1";"Scope 1+2 (market-based)";"Site/facility";25;"2017";"2020";20563.35;2025;-139.853671702325;"Underway";27753
"2021";5025;"DSV A/S";"Abs 1";"Scope 1+2 (location-based)";"Company-wide";40;"2019";"2020";189897;2030;14.8843846927545;"Underway";178591
"2021";5025;"DSV A/S";"Abs 2";"Scope 3 (upstream & downstream)";"Company-wide";30;"2019";"2020";15926521;2030;70.3864746523529;"Underway";12563486
"2021";5021;"DTE Energy Company";"Abs 3";"Scope 1";"Business division";80;"2005";"2017";37700000;2040;55.7460212201592;"Underway";20887000
"2021";5021;"DTE Energy Company";"Abs 2";"Scope 1";"Business division";50;"2005";"2017";37700000;2030;89.1936339522546;"Underway";20887000
"2021";5021;"DTE Energy Company";"Abs 1";"Scope 1";"Business division";32;"2005";"2017";37700000;2023;139.365053050398;"Underway";20887000
"2021";5021;"DTE Energy Company";"Abs 4";"Scope 1";"Business division";100;"2005";"2019";37700000;2050;44.5968169761273;"Underway";20887000
"2021";5021;"DTE Energy Company";"Abs 5";"Scope 3: Purchased goods & services";"Business division";100;"2005";"2020";1260000;2050;27.0634920634921;"Underway";919000
"2021";5021;"DTE Energy Company";"Abs 6";"Scope 1";"Business division";100;"2005";"2020";1400000;2050;55.4460714285714;"Underway";623755
"2021";5021;"DTE Energy Company";"Abs 7";"Scope 3: Use of sold products";"Business division";35;"2005";"2020";9200000;2050;-57.7826086956522;"Underway";11060600
"2021";841157;"Dublin City University";"Abs 1";"Scope 1+2 (location-based) +3 (upstream & downstream)";"Company-wide";31.5;"2018";"2019";64212;2022;135.4441982362;"Underway";36816
"2021";829458;"DUERRE TUBI STYLE GROUP SPA";"Abs 1";"Scope 2 (location-based)";"Site/facility";70;"2020";"2020";150;2022;-380.952380952381;"Underway";550
"2021";5052;"Duke Energy Corporation";"Abs 1";"Scope 1";"Company-wide";50;"2005";"2019";138800000;2030;93.1896181556196;"Underway";74126405
"2021";5052;"Duke Energy Corporation";"Abs 2";"Scope 1";"Company-wide";100;"2005";"2019";138800000;2050;46.5948090778098;"Underway";74126405
"2021";73335;"DUPLAQUIMICA COMERCIO E TRANSPORTE DE PRODUTOS QUIMICOS LTDA";"Abs 1";"Scope 1";"Other, please specify: TRANSPORTE DE CARGAS";30;"2018";"2018";10762412;2020;332.521073343039;"New";26225.63
"2021";73894;"DuPont de Nemours, Inc.";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";30;"2019";"2019";5402554;2030;22.8824490540338;"Underway";5031683
"2021";73894;"DuPont de Nemours, Inc.";"Abs 2";"Scope 1+2 (market-based)";"Company-wide";100;"2019";"2019";5402554;2050;6.86473471621015;"Underway";5031683
"2021";851335;"DUPONT TATE & LYLE BIO PRODUCT";"Abs 1";"Scope 1+2 (location-based)";"Site/facility";30;"2019";"2019";55657;2030;137.359182133424;"Underway";32722
"2021";857195;"Dura Vermeer Infra Landelijke Proje";"Abs 1";"Scope 1+2 (location-based)";"Company-wide";5;"2015";"2015";25999.91;2020;172.839829060947;"Underway";23753
"2021";859034;"DURQ MACHINERY";"Abs 1";"Scope 1+2 (location-based) +3 (upstream & downstream)";"Company-wide";5;"2019";"2020";3897;2020;30.4285347703361;"New";3837.71
"2021";5076;"Duskin Co., Ltd.";"Abs 1";"Scope 3 (upstream & downstream)";"Company-wide";16;"2013";"2018";536614;2020;130.171547891035;"Underway";424851
"2021";5076;"Duskin Co., Ltd.";"Abs 2";"Scope 3 (upstream & downstream)";"Company-wide";26;"2013";"2018";536614;2030;80.1055679329448;"Underway";424851
"2021";30498;"DW Morgan, LLC";"Abs 1";"Scope 1";"Company-wide";10;"2016";"2016";2535.98;2020;306.481123668168;"Achieved";1758.75
"2021";73925;"DXC Technology";"Abs 1";"Scope 1+2 (location-based) +3 (upstream)";"Company-wide";20;"2019";"2019";982733;2022;103.000509802764;"Achieved";780289
"2021";827369;"Dyer & Butler Ltd";"Abs 1";"Scope 1+2 (location-based) +3 (upstream)";"Company-wide";20;"2014";"2020";6419.26;2023;73.0987683938648;"Underway";5480.78
"2021";51184;"DYNAMIC ELECTRONICS";"Abs 1";"Scope 1";"Company-wide";2;"2019";"2020";5348.06;2020;-730.283504672722;"Underway";6129.18
"2021";5089;"DZ Bank";"Abs 1";"Scope 1+2 (location-based) +3 (upstream)";"Company-wide";65;"2009";"2021";154994;2030;97.2217286823014;"Underway";57046.9
"2021";5108;"E.ON SE";"Abs 1";"Scope 1+2 (location-based)";"Company-wide";75;"2019";"2020";8704639;2030;9.99879106608174;"Underway";8051870
"2021";5108;"E.ON SE";"Abs 2";"Scope 1+2 (location-based)";"Company-wide";100;"2019";"2020";8704639;2040;7.4990932995613;"Underway";8051870
"2021";5108;"E.ON SE";"Abs 3";"Scope 3 (upstream & downstream)";"Company-wide";50;"2019";"2020";120271041;2030;20.0608507246562;"Underway";108207344
"2021";5108;"E.ON SE";"Abs 4";"Scope 3 (upstream & downstream)";"Company-wide";100;"2019";"2020";120271041;2050;10.0304253623281;"Underway";108207344
"2021";22616;"E.Sun Financial Holding Co";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";42;"2020";"2021";25106;2030;3.86930841802187;"New";24698
"2021";5145;"East Japan Railway Company";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";50;"2014";"2020";2150000;2031;14.8837209302326;"New";1990000
"2021";5145;"East Japan Railway Company";"Abs 2";"Scope 1+2 (location-based)";"Company-wide";100;"2014";"2020";2150000;2051;7.44186046511628;"New";1990000
"2021";5169;"Eastman Chemical Company";"Abs 1";"Scope 1+2 (location-based)";"Company-wide";32;"2017";"2020";7710490;2030;54.2076849201542;"New";6372993
"2021";56242;"EASY HOME ORGANIZATION";"Abs 1";"Scope 3 (upstream)";"Company-wide";60;"2021";"2021";80;2022;62.5;"Achieved";50
"2021";5194;"Eaton Corporation";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";50;"2018";"2019";1099044;2030;36.1199369633973;"Underway";900557
"2021";5194;"Eaton Corporation";"Abs 2";"Scope 3 (upstream & downstream)";"Company-wide";15;"2018";"2019";35651993;2030;221.11463259104;"Underway";23827227
"2021";5197;"eBay Inc.";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";50;"2016";"2016";119919;2025;88.9884005036733;"Underway";66562
"2021";5197;"eBay Inc.";"Abs 2";"Scope 1+2 (market-based)";"Company-wide";75;"2016";"2016";119919;2030;59.3256003357822;"Underway";66562
"2021";5197;"eBay Inc.";"Abs 3";"Scope 1+2 (market-based)";"Company-wide";80;"2016";"2016";119919;2035;55.6177503147958;"Underway";66562
"2021";856096;"Echo Marketing Consultant Service Co., L";"Abs 1";"Scope 1";"Company-wide";17.8;"2019";"2020";8.02;2023;78.455546526941;"Underway";6.9
"2021";5154;"Ecolab Inc.";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";50;"2018";"2019";489389;2030;61.0495944943593;"Underway";340004
"2021";22341;"Ecopetrol S.A.";"Abs 1";"Scope 1+2 (location-based)";"Company-wide";25;"2019";"2021";11547191;2030;19.8912791864272;"Underway";10972970
"2021";847995;"Ecore International";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";40;"2018";"2019";7745;2025;173.821820529374;"Achieved";2360
"2021";31888;"Ecorodovias Infraestrutura e Logística S.A";"Abs 1";"Scope 1+2 (location-based)";"Company-wide";0.5;"2019";"2020";32310.25;2020;1111.40582322947;"Achieved";30514.76
"2021";31888;"Ecorodovias Infraestrutura e Logística S.A";"Abs 2";"Scope 1+2 (location-based)";"Site/facility";4;"2015";"2015";18938.47;2025;761.807844033864;"Achieved";13167.48
"2021";5207;"ECS";"Abs 1";"Scope 1+2 (location-based)";"Company-wide";25;"2019";"2020";9277.66;2025;184.549983508773;"New";4997.18
"2021";29052;"Edelmann";"Abs 1";"Scope 1";"Company-wide";30;"2018";"2018";3346;2023;93.9430165371588;"Underway";2403
"2021";5369;"EDF";"Abs 1";"Scope 1+2 (location-based)";"Company-wide";50;"2017";"2019";76621532;2030;52.3369357845782;"Underway";56570851
"2021";5369;"EDF";"Abs 2";"Scope 3: Use of sold products";"Company-wide";28;"2019";"2020";60095133;2030;60.5749791513304;"Underway";49902401
"2021";5369;"EDF";"Abs 3";"Scope 3 (upstream & downstream)";"Company-wide";28;"2019";"2020";119363627;2030;38.0421493774768;"Underway";106649250
"2021";5369;"EDF";"Abs 4";"Scope 1+2 (location-based)";"Company-wide";23;"2017";"2020";76621532;2023;113.775947357779;"Underway";56570851
"2021";5369;"EDF";"Abs 5";"Scope 3: Use of sold products";"Company-wide";10;"2019";"2020";60095133;2023;169.609941623725;"Underway";49902401
"2021";5369;"EDF";"Abs 6";"Scope 3 (upstream & downstream)";"Company-wide";8;"2019";"2020";119363627;2023;133.147522821169;"Underway";106649250
"2021";58174;"Edgewell Personal Care";"Abs 1";"Scope 1+2 (location-based)";"Company-wide";10;"2019";"2019";91209;2030;128.134284993805;"Underway";79522
"2021";5300;"EDP - Energias de Portugal S.A.";"Abs 1";"Scope 1+2 (location-based)";"Company-wide";90;"2015";"2020";22532018;2030;62.2669749331818;"Revised";9905012.6
"2021";5300;"EDP - Energias de Portugal S.A.";"Abs 2";"Scope 3 (upstream & downstream)";"Company-wide";40;"2015";"2020";14622760;2030;52.1543983488753;"Underway";11572195
"2021";5280;"EDP - Energias do Brasil S.A.";"Abs 1";"Scope 1";"Company-wide";10;"2017";"2019";5429189.58;2027;664.446248716185;"Underway";1821784.93
"2021";5280;"EDP - Energias do Brasil S.A.";"Abs 2";"Scope 2 (location-based)";"Company-wide";41.41;"2015";"2019";440853.87;2030;130.425189756966;"Underway";202752.79
"2021";827393;"EFACEC ENERGIA MAQUINAS E";"Abs 1";"Scope 1+2 (location-based)";"Other, please specify: Efacec Power Solutions (group)";25.2;"2019";"2021";9622;2025;141.994371364565;"New";6179
"2021";827393;"EFACEC ENERGIA MAQUINAS E";"Abs 2";"Scope 1+2 (location-based)";"Other, please specify: Efacec Power Solutions (group)";46.2;"2019";"2021";9622;2030;77.4514752897626;"New";6179
"2021";5351;"Eisai Co., Ltd.";"Abs 1";"Scope 1+2 (location-based)";"Other, please specify: Eisai group in Japan (Plants, Research laborateries, and Offices)";23;"2005";"2013";91558;2020;173.760134939411;"Achieved";54967
"2021";5351;"Eisai Co., Ltd.";"Abs 2";"Scope 1+2 (market-based) +3 (upstream)";"Company-wide";30;"2016";"2019";134547;2030;131.203222665686;"Achieved";81588
"2021";41374;"EKOTEN TEKSTİL SANAYİ VE TİCARET A.Ş.";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";25;"2018";"2019";22517;2028;125.261979837456;"Achieved";15465.69
"2021";41374;"EKOTEN TEKSTİL SANAYİ VE TİCARET A.Ş.";"Abs 2";"Scope 1+2 (market-based)";"Company-wide";45;"2018";"2019";22517;2038;69.5899887985867;"Underway";15465.69
"2021";841749;"EL CORTE INGLES SA";"Abs 1";"Other, please specify: Alcance 1: Emisiones derivadas del consumo directo de energía. |Alcance 2: Emisiones derivadas del consumo eléctrico. | Alcance 3: Emisiones desplazamientos de empleados a su lugar de trabajo, viajes de negocio y flota de vehículos subcontratada.";"Other, please specify: Retail, Viajes, Seguros";7;"2016";"2016";554728.62;2020;1428.20332064868;"Underway";142.94
"2021";47762;"Elan Tech";"Abs 1";"Scope 2 (location-based)";"Company-wide";3.23;"2019";"2020";2856.69;2020;-99.9121209008842;"Achieved";2948.88
"2021";22264;"Electric Power Development Co.,Ltd (J-POWER)";"Abs 1";"Scope 1+2 (location-based)";"Site/facility";27;"2005";"2020";4396;2021;129.916085330098;"Achieved";2854
"2021";22264;"Electric Power Development Co.,Ltd (J-POWER)";"Abs 2";"Scope 1";"Company-wide";40;"2019";"2021";46330000;2030;5.15187243686596;"New";45375255
"2021";5344;"Electrolux";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";80;"2015";"2017";462152;2025;95.3652694351642;"Underway";109566
"2021";5344;"Electrolux";"Abs 2";"Scope 3: Use of sold products";"Company-wide";25;"2015";"2017";52804000;2025;80.0242405878342;"Underway";42240000
"2021";849335;"ELECTROLUX PROFESSIONAL AB";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";50;"2015";"2020";4905;2025;72.8236493374108;"New";3119
"2021";841412;"Elevate Textiles";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";46.2;"2019";"2020";471607;2030;38.6304661898536;"Revised";387438
"2021";21657;"Elia Group";"Abs 1";"Scope 1+2 (market-based)";"Other, please specify: non core: emissions buildings and vehicles fleet";20;"2014";"2014";4645;2022;32.8557588805166;"Underway";4339.77
"2021";21657;"Elia Group";"Abs 2";"Scope 3: Business travel";"Company-wide";20;"2014";"2014";937;2022;426.360725720384;"Underway";138
"2021";21657;"Elia Group";"Abs 3";"Scope 3: Employee commuting";"Company-wide";20;"2014";"2014";560;2022;233.035714285714;"Underway";299
"2021";21657;"Elia Group";"Abs 4";"Scope 1+2 (market-based)";"Company-wide";30;"2017";"2020";37829.19;2030;129.321827932345;"Underway";23152.77
"2021";5400;"Elisa Oyj";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";50;"2016";"2017";13142;2025;164.571602495815;"Underway";2328
"2021";5400;"Elisa Oyj";"Abs 2";"Scope 3 (upstream & downstream)";"Company-wide";12;"2016";"2017";121118;2025;-345.014778975875;"Underway";171263
"2021";5400;"Elisa Oyj";"Abs 3";"Scope 1+2 (market-based)";"Company-wide";100;"2016";"2017";13142;2020;100;"Achieved";0
"2021";5414;"Elitegroup computer systems co., Ltd.";"Abs 1";"Scope 1+2 (location-based)";"Company-wide";0.5;"2019";"2020";29575;2020;100.003381234151;"Achieved";29427.12
"2021";5414;"Elitegroup computer systems co., Ltd.";"Abs 2";"Scope 3: Downstream transportation and distribution";"Business division";2;"2019";"2020";83126;2020;100;"Achieved";81463.48
"2021";5414;"Elitegroup computer systems co., Ltd.";"Abs 3";"Scope 3: Business travel";"Business activity";4;"2019";"2020";180022;2019;100;"Achieved";172821.12
"2021";5414;"Elitegroup computer systems co., Ltd.";"Abs 4";"Scope 3: Employee commuting";"Business activity";4;"2019";"2020";33.22;2020;100.090307043949;"Achieved";31.89
"2021";832155;"Elkem ASA";"Abs 1";"Scope 1";"Country/region";20;"2010";"2014";1603286;2021;117.768445554942;"Achieved";1225653
"2021";832155;"Elkem ASA";"Abs 2";"Scope 1";"Country/region";40;"2010";"2014";1603286;2030;58.8842227774708;"Underway";1225653
"2021";47220;"ELTEL";"Abs 1";"Scope 1";"Company-wide";4;"2019";"2017";23222;2020;849.302385668762;"Achieved";15333
"2021";838302;"EM-TECH Co.,Ltd.";"Abs 1";"Scope 2 (location-based)";"Company-wide";2.5;"2019";"2020";15211;2020;144.106238906055;"Achieved";14663
"2021";5519;"Emera Inc.";"Abs 1";"Scope 1+2 (location-based)";"Company-wide";55;"2005";"2020";25017167;2025;70.2621160465168;"New";15349492
"2021";5519;"Emera Inc.";"Abs 2";"Scope 1+2 (location-based)";"Company-wide";80;"2005";"2020";25017167;2040;48.3052047819803;"New";15349492
"2021";5532;"Emira Property Fund";"Abs 1";"Scope 1+2 (location-based)";"Company-wide";13;"2015";"2017";172970;2023;37.7877889006987;"Replaced";164473
"2021";37535;"Emmi AG";"Abs 1";"Scope 2 (location-based)";"Company-wide";25;"2014";"2015";140415.46;2020;102.567138974583;"Achieved";104410.43
"2021";37535;"Emmi AG";"Abs 2";"Scope 1+2 (market-based)";"Company-wide";45;"2019";"2020";104660.75;2027;2.86039523996446;"Underway";103313.58
"2021";70158;"Empalsa";"Abs 1";"Scope 1";"Company-wide";50;"2019";"2020";60;2020;-33133.3333333333;"Underway";10000
"2021";21889;"Empresas CMPC";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";50;"2018";"2019";2396435;2030;21.2294512473737;"Underway";2142060
"2021";5516;"ENAGAS";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";5;"2018";"2019";304757.8;2021;622.066375331493;"Underway";209968.01
"2021";5516;"ENAGAS";"Abs 2";"Scope 1+2 (market-based)";"Company-wide";15;"2018";"2019";304757.83;2025;207.355503657882;"Underway";209968.01
"2021";5516;"ENAGAS";"Abs 3";"Scope 1+2 (market-based)";"Company-wide";41;"2018";"2019";304757.83;2030;75.8617696309326;"Revised";209968.01
"2021";5516;"ENAGAS";"Abs 4";"Scope 1+2 (market-based)";"Company-wide";65;"2018";"2019";304757.83;2040;47.851270074896;"Revised";209968.01
"2021";5516;"ENAGAS";"Abs 5";"Scope 1";"Company-wide";10.7;"2019";"2019";275889.04;2020;228.912088891237;"Achieved";208313.9
"2021";5516;"ENAGAS";"Abs 6";"Scope 2 (market-based)";"Company-wide";10.7;"2019";"2019";34273.03;2020;889.474356612509;"Revised";1654.1
"2021";5516;"ENAGAS";"Abs 7";"Scope 3: Use of sold products";"Company-wide";18.6;"2018";"2020";475620;2030;154.128193963465;"Underway";339270
"2021";5566;"EnBW Energie Baden-Württemberg AG";"Abs 1";"Scope 1+2 (location-based)";"Company-wide";50;"2018";"2020";17583128;2030;82.5939275423576;"New";10321830
"2021";5566;"EnBW Energie Baden-Württemberg AG";"Abs 2";"Scope 1+2 (location-based)";"Company-wide";95;"2018";"2020";17583128;2036;43.4704881801882;"New";10321830
"2021";828257;"ENCZ a.s";"Abs 1";"Scope 1+2 (location-based)";"Site/facility";50;"2019";"2019";1927910;2020;127.441841164785;NA;699428
"2021";5584;"Endesa";"Abs 1";"Scope 1";"Company-wide";100;"2017";"2020";34801749;2050;70.4086423932314;"Underway";10298310
"2021";5584;"Endesa";"Abs 2";"Scope 3: Use of sold products";"Company-wide";16;"2017";"2020";18137504;2030;209.941407869572;"Underway";12045003
"2021";58313;"Eneco Groep";"Abs 1";"Scope 1+2 (location-based) +3 (upstream & downstream)";"Company-wide";36;"2015";"2017";21356793;2025;95.175452554552;"Underway";14039280.22
"2021";58313;"Eneco Groep";"Abs 2";"Scope 3: Use of sold products";"Company-wide";15;"2015";"2017";11396000;2025;128.08552006552;"Achieved";9206506.12
"2021";5574;"ENEL SpA";"Abs 1";"Scope 1";"Company-wide";100;"2017";"2015";105200000;2050;56.9771863117871;"Underway";45260000
"2021";5574;"ENEL SpA";"Abs 2";"Scope 3: Use of sold products";"Company-wide";16;"2017";"2019";25289889;2030;94.0603920800127;"Underway";21483846
"2021";29901;"ENEOS Holdings, Inc.";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";73.21;"2009";"2020";23222587;2040;-15.2954170489773;"New";25823000
"2021";29901;"ENEOS Holdings, Inc.";"Abs 2";"Scope 3 (upstream & downstream)";"Other, please specify: Calculated only by ENEOS, which accounts for 92% of the total group.";0.57;"2009";"2017";211000000;2030;-646.87785815249;"Underway";218780000
"2021";29901;"ENEOS Holdings, Inc.";"Abs 3";"Scope 1+2 (market-based)";"Company-wide";43.79;"2009";"2017";23222587;2030;-25.5715341894411;"Underway";25823000
"2021";832283;"Energean Oil & Gas";"Abs 1";"Scope 1+2 (market-based)";"Country/region";70;"2019";"2019";85943;2030;74.0174966464484;"Underway";41414
"2021";7121;"ENGIE";"Abs 1";"Scope 1+2 (market-based) +3 (upstream & downstream)";"Company-wide";99;"2017";"2020";237000000;2045;26.637684865533;"New";174500000
"2021";7121;"ENGIE";"Abs 2";"Other, please specify: Scope 1 (energy production- covering more than 96 % of the scope 1 emissions in 2017 ) and scope 3 (energy production - covering the assets consolidated in equity - this represents 100% of the  scope 3 investment)";"Company-wide";59.6;"2017";"2019";106500000;2030;60.6547562781611;"Underway";68000000
"2021";7121;"ENGIE";"Abs 3";"Scope 3: Use of sold products";"Company-wide";34;"2017";"2019";79500000;2030;66.5926748057714;"Underway";61500000
"2021";5634;"Eni SpA";"Abs 1";"Scope 1";"Business division";100;"2014";"2016";5327942;2025;23.9361464520447;"Underway";4052638
"2021";5634;"Eni SpA";"Abs 2";"Scope 1";"Business division";80;"2014";"2016";2894206;2025;112.873617150956;"Achieved";280770
"2021";5634;"Eni SpA";"Abs 3";"Scope 1+2 (location-based) +3 (upstream & downstream)";"Company-wide";21;"2018";"2020";505000000;2030;62.2347949080622;"Revised";439000000
"2021";5634;"Eni SpA";"Abs 4";"Scope 1+2 (location-based) +3 (upstream & downstream)";"Company-wide";54;"2018";"2020";537000000;2040;33.7954341678736;"Revised";439000000
"2021";46599;"ENTEGA AG";"Abs 1";"Scope 1+2 (market-based) +3 (upstream & downstream)";"Company-wide";80;"2009";"2009";11993;2020;103.404069040274;"Achieved";2072
"2021";61308;"Entegris Inc";"Abs 1";"Scope 2 (location-based)";"Company-wide";0.4;"2017";"2017";91717.1;2020;2721.98423194802;"Achieved";81731
"2021";5653;"Entergy Corporation";"Abs 1";"Scope 1+2 (location-based)";"Company-wide";20;"2000";"2001";48262228;2020;157.451506383004;"Achieved";33064307
"2021";5653;"Entergy Corporation";"Abs 2";"Scope 1+2 (location-based) +3 (upstream & downstream)";"Company-wide";100;"2000";"2020";49960899;2050;26.0147560595337;"New";36963693
"2021";832153;"Epiroc AB";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";50;"2019";"2020";44926;2030;38.8817166006321;"New";36192
"2021";832153;"Epiroc AB";"Abs 2";"Other, please specify: Upstream and downstream transportation";"Other, please specify: Production units and distribution centers";50;"2019";"2020";107164;2030;44.5056175581352;"New";83317
"2021";832153;"Epiroc AB";"Abs 3";"Scope 3: Use of sold products";"Company-wide";50;"2019";"2020";5169667;2030;36.0425149240754;"New";4238028
"2021";33267;"EQUINIX, INC.";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";50;"2019";"2020";383944;2030;0.598003875565186;"New";382796
"2021";33267;"EQUINIX, INC.";"Abs 2";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";"Company-wide";50;"2019";"2020";198384;2030;-2.224977820792;"New";200591
"2021";33267;"EQUINIX, INC.";"Abs 3";"Scope 2 (market-based)";"Company-wide";100;"2015";"2015";766000;2030;58.0575718015666;"Underway";321279
"2021";23132;"Equinor";"Abs 1";"Scope 1+2 (location-based)";"Country/region";40;"2005";"2019";13078000;2030;22.3599938828567;"Underway";11908304
"2021";23132;"Equinor";"Abs 2";"Scope 1+2 (location-based)";"Country/region";70;"2005";"2019";13078000;2040;12.7771393616324;"Underway";11908304
"2021";23132;"Equinor";"Abs 3";"Scope 1";"Company-wide";100;"2012";"2012";169481;2030;-76.5242121535747;"Underway";299175
"2021";23132;"Equinor";"Abs 4";"Scope 3: Upstream transportation & distribution";"Country/region";50;"2005";"2020";986274;2030;-5.95432912152201;"New";1015637
"2021";23132;"Equinor";"Abs 5";"Scope 3 (upstream & downstream)";"Company-wide";50;"2008";"2020";3941180;2050;-43.2264956180636;"New";4792997
"2021";833334;"Equitrans Midstream";"Abs 1";"Scope 1+2 (location-based)";"Company-wide";50;"2019";"2020";276868;2030;8.07460594940549;"New";265690
"2021";833334;"Equitrans Midstream";"Abs 2";"Scope 1+2 (location-based)";"Company-wide";50;"2019";"2020";1780910;2040;-11.8310302036599;"New";1886260
"2021";833334;"Equitrans Midstream";"Abs 3";"Scope 1";"Company-wide";40;"2019";"2020";64788;2021;-9.09504846576526;"New";67145
"2021";856581;"ERAE AMS CO LTD";NA;"Scope 1+2 (location-based)";"Company-wide";4.6;"2017";"2017";29012;2020;740.323344463161;NA;19132
"2021";5802;"Eramet";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";40;"2019";"2020";4071804;2035;23.9298109633961;"New";3682054
"2021";5811;"Ericsson";"Abs 1";"Scope 1+2 (market-based) +3 (upstream & downstream)";"Company-wide";35;"2016";"2017";560000;2022;161.734693877551;"Underway";243000
"2021";48176;"ESB Group";"Abs 3";"Scope 1+2 (location-based)";"Company-wide";43;"2018";"2018";8888060;2030;78.7835355181754;"Underway";5877059
"2021";48176;"ESB Group";"Abs 2";"Scope 1+2 (location-based) +3 (upstream & downstream)";"Company-wide";30;"2015";"2016";63743;2025;181.834345209147;"Achieved";28971
"2021";847016;"Espec Corp.";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";40;"2018";"2020";14543;2030;50.814825001719;"Underway";11587
"2021";847016;"Espec Corp.";"Abs 2";"Scope 1+2 (market-based)";"Country/region";5;"2018";"2020";8896;2021;494.604316546763;"Achieved";6696
"2021";829129;"Espersens";"Abs 1";"Scope 1+2 (location-based)";"Site/facility";12;"2018";"2018";32184;2022;122.602328279062;"Achieved";27449
"2021";40195;"Essential Utilities, Inc";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";60;"2019";"2021";616652;2035;5.99365606533345;"New";594476
"2021";40195;"Essential Utilities, Inc";"Abs 2";"Scope 1+2 (market-based)";"Business division";61.8;"2019";"2021";131181;2035;8.54078219799028;"New";124257
"2021";40195;"Essential Utilities, Inc";"Abs 3";"Scope 1+2 (market-based)";"Business activity";59.51;"2019";"2021";485471;2035;5.2792661145551;"New";470219
"2021";6338;"Essentra";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";100;"2019";"2020";72375;2040;13.0500863557858;"New";62930
"2021";73944;"Essity";"Abs 1";"Scope 1+2 (location-based)";"Company-wide";25;"2016";"2018";2991566;2030;45.4000346306918;"Underway";2652023
"2021";73944;"Essity";"Abs 2";"Scope 3 (upstream & downstream)";"Company-wide";18;"2016";"2018";3386000;2030;48.3042921835007;"Underway";3091595
"2021";5885;"Estee Lauder Companies Inc.";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";50;"2018";"2020";57444;2030;105.208550936564;"Underway";27226
"2021";40649;"ETİ SODA A.Ş.";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";17.5;"2019";"2019";655381;2026;11.0609597427189;"Underway";642695
"2021";40649;"ETİ SODA A.Ş.";"Abs 2";"Scope 1+2 (market-based)";"Company-wide";45;"2019";"2019";655381;2040;4.30148434439068;"Underway";642695
"2021";47756;"Etron Technology, Inc";"Abs 1";"Scope 2 (location-based)";"Site/facility";1;"2019";"2020";3230.55;2020;551.794586061198;"Achieved";3052.29
"2021";57761;"Etsy, Inc.";"Abs 1";"Scope 1+2 (market-based)";"Company-wide";50;"2019";"2021";1023;2030;141.739980449658;"New";298
"2021";57761;"Etsy, Inc.";"Abs 2";"Other, please specify: This goal covers all applicable Scope 3 Categories to Etsy.  As of 2020 this includes Category 1, Category 5, Category 6, Category 7, Category 8, Category 9, and Category 11.";"Company-wide";13.5;"2019";"2021";155967;2030;-1180.07869186003;"New";404439
"2021";57761;"Etsy, Inc.";"Abs 3";"Other, please specify: Scope 2 (market-based) + Scope 3: Upstream leased assets";"Company-wide";100;"2016";"2016";2995;2020;100;"Achieved";0
"2021";5921;"Eurazeo";"Abs 1";"Scope 1+2 (location-based)";"Company-wide";44.2;"2017";"2020";182.2;2030;57.8400743054969;"Underway";135.62
"2021";5921;"Eurazeo";"Abs 2";"Scope 3: Business travel";"Company-wide";59;"2017";"2020";924;2030;54.5748037273461;"Underway";626.48
