"Country/Region";"account_id";"company_name";"primary_sector";"primary_industry";"primary_activity";"Target year";"target_type";"Scope";"Scope_short";"incorporation_country";"Base year";"% reduction from base year";"BY_EM_target";"BY_EM_100";"BY_EM_100_excl_scope3";"Most recent accounting year";"MRY_EM_100";"MRY_EM_100_excl_scope3";"Country impact (excl. scope 3)";"percent_alloc";"% emissions in Scope";"Scope_long";"Country S1";"Country S2L";"Country S2M";"Global S1";"Global S2L";"Global S2M";"T_ID";"Target coverage";"Year target was set";"Is this a science-based target?";"% of target achieved [auto-calculated]";"Scope1";"Scope2";"BY_tmp";"BaseYearEmissions_excl_scope3";"S1";"S2";"perc_scope1";"ratio_EM_excl_incl_scope3";"TargetYearEmissions_excl_scope3";"MRY_EM_excl_scope3_interpolated";"MRY_EM_excl_scope3"
"Global";772;"Anglo American";"Coal mining";"Fossil Fuels";"Coal extraction & processing";2020;"absolute";"Scope 1+2";"S12L";"United Kingdom of Great Britain and Northern Ireland";2015;22;14042500;NA;NA;2019;17743983;NA;0;1;100;"Scope 1+2 (location-based)";10879399;6864584;785803;10879399;6864584;785803;"772-abs-S12L-2015-2020-1";"Company-wide";2015;"No, but we anticipate setting one in the next 2 years";-119.814329875216;"S1";"S2L";14042500;14042500;10879399;6864584;0.613131730344872;1;10953150;11571020;17743983
"Global";777;"Anglo American Platinum";"Metal smelting, refining & forming";"Materials";"Precious metals";2030;"absolute";"Scope 1+2";"S12L";"South Africa";2016;30;5579206;4243333;NA;2019;4435519;NA;0;1;100;"Scope 1+2 (location-based)";532366;3903153;NA;532366;3903153;NA;"777-abs-S12L-2016-2030-1";"Company-wide";2017;"No, but we anticipate setting one in the next 2 years";68.3303323089343;"S1";"S2L";5579206;5579206;532366;3903153;0.120023383960254;1;3905444.2;5220542.75714286;4435519
"Global";777;"Anglo American Platinum";"Metal smelting, refining & forming";"Materials";"Precious metals";2020;"absolute";"Scope 1+2";"S12L";"South Africa";2015;10;4325833;5878214;NA;2019;4435519;NA;0;1;100;"Scope 1+2 (location-based)";532366;3903153;NA;532366;3903153;NA;"777-abs-S12L-2015-2020-1";"Company-wide";2016;"No, but we anticipate setting one in the next 2 years";-25.3560412526327;"S1";"S2L";4325833;4325833;532366;3903153;0.120023383960254;1;3893249.7;3979766.36;4435519
"Global";814;"ATRESMEDIA CORPORACION";"Media, telecommunications & data center services";"Services";"Media";2025;"absolute";"Scope 1+2";"S12M";"Spain";2019;81;10051;10051;NA;2019;10051;NA;0;1;100;"Scope 1+2 (market-based)";1790;7660;8261;1790;7660;8261;"814-abs-S12M-2019-2025-1";"Company-wide";2019;"No, but we anticipate setting one in the next 2 years";0;"S1";"S2M";10051;10051;1790;8261;0.178091732165954;1;1909.69;10051;10051
"Global";820;"Antofagasta";"Metallic mineral mining";"Materials";"Other non-ferrous ore mining";2022;"absolute";"Scope 1+2";"S12L";"United Kingdom of Great Britain and Northern Ireland";2017;3;2926565;3023937;NA;2019;2483626;NA;0;1;100;"Scope 1+2 (location-based)";883367;2002277;NA;883367;2002277;NA;"820-abs-S12L-2017-2022-1";"Company-wide";2018;"No, and we do not anticipate setting one in the next 2 years";616.093155855642;"S1";"S2L";2926565;2926565;883367;2002277;0.306124733335089;1;2838768.05;2891446.22;2483626
"Global";825;"Aon plc";"Specialized professional services";"Services";"Other financial";2020;"absolute";"Scope 1+2";"S12L";"United Kingdom of Great Britain and Northern Ireland";2015;15;129642;NA;NA;2019;51729.5;NA;0;1;100;"Scope 1+2 (location-based)";24737;95402;NA;24737;95402;NA;"825-abs-S12L-2015-2020-1";"Company-wide";2015;"No, but we anticipate setting one in the next 2 years";399.500161984542;"S1";"S2L";129642;129642;24737;95402;0.205903162170486;1;110195.7;114084.96;51729.5
"Global";830;"Aoyama Trading Co., Ltd.";"Discretionary retail";"Retail";"Apparel stores";2025;"absolute";"Scope 2";"S2M";"Japan";2009;27;93133;NA;NA;2020;64696;NA;0;1;100;"Scope 2 (market-based)";55.71;NA;NA;55.71;NA;NA;"830-abs-S2M-2009-2025-1";"Company-wide";2009;"No, but we anticipate setting one in the next 2 years";113.087973352326;"";"S2M";93133;93133;0;NA;0;1;67987.09;75845.186875;64696
"Global";846;"AptarGroup";"Plastic product manufacturing";"Manufacturing";"Plastic products";2030;"absolute";"Scope 1+2";"S12M";"United States of America";2019;28;85257;85257;NA;2019;85257;NA;0;1;100;"Scope 1+2 (market-based)";21093;48488;64164;21093;48488;64164;"846-abs-S12M-2019-2030-1";"Company-wide";2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";0;"S1";"S2M";85257;85257;21093;64164;0.247404905169077;1;61385.04;85257;85257
"Global";894;"Arcadis";"Specialized professional services";"Services";"Engineering services";2020;"absolute";"Scope 1+2";"S12M";"Netherlands";2010;30;8348;NA;NA;2019;5020.47;NA;0;1;21;"Scope 1+2 (market-based)";17929;25370;NA;17929;25370;NA;"894-abs-S12M-2010-2020-1";"Country/region";2012;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";217.337486024597;"S1";"S2M";8348;8348;17929;NA;1;1;5843.6;6094.04;5020.47
"Global";894;"Arcadis";"Specialized professional services";"Services";"Engineering services";2030;"absolute";"Scope 1+2+3";"S12L3";"Netherlands";2008;100;88931;NA;53577;2019;69609;25484;32557.82447672;1;100;"Scope 1+2 (location-based) +3 (upstream & downstream)";18826;32776;NA;18826;32776;NA;"894-abs-S12L3-2008-2030-1";"Company-wide";2019;"No, but we are reporting another target that is science-based";94.6880165521584;"S1";"S2L";88931;32557.82447672;18826;32776;0.364830820510833;0.366102084500567;0;16278.91223836;25484
"Global";917;"Gigaset AG";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2024;"absolute";"Scope 1+2";"S12M";"Germany";2019;20;3891;3770.379;NA;2019;3770.379;NA;0;1;96.9;"Scope 1+2 (market-based)";1172;5642;2719;1172;5642;2719;"917-abs-S12M-2019-2024-1";"Company-wide";2019;"No, but we anticipate setting one in the next 2 years";0;"S1";"S2M";3891;3891;1172;2719;0.301207915702904;1;3112.8;3891;3770.379
"Global";992;"Asahi Group Holdings, Ltd.";"Food & beverage processing";"Food, beverage & agriculture";"Alcoholic beverages";2030;"absolute";"Scope 1+2";"S12M";"Japan";2015;30;525225;608291.88;NA;2019;890645.56;NA;0;1;98;"Scope 1+2 (market-based)";478695;442398;430127;478695;442398;430127;"992-abs-S12M-2015-2030-1";"Country/region";2017;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";38.2870833135006;"S1";"S2M";525225;525225;478695;430127;0.526720303865884;1;367657.5;483207;890645.56
"Global";992;"Asahi Group Holdings, Ltd.";"Food & beverage processing";"Food, beverage & agriculture";"Alcoholic beverages";2050;"absolute";"Scope 1+2";"S12M";"Japan";2015;100;525225;608291.88;NA;2019;890645.56;NA;0;1;98;"Scope 1+2 (market-based)";478695;442398;430127;478695;442398;430127;"992-abs-S12M-2015-2050-1";"Country/region";2017;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";11.4861249940502;"S1";"S2M";525225;525225;478695;430127;0.526720303865884;1;0;465199.285714286;890645.56
"Global";1029;"de Volksbank N.V.";"Financial services";"Services";"Banks";2020;"absolute";"Scope 1+2+3";"S12M3";"Netherlands";2014;50;9568;NA;2751;2019;4496;1750;1862.09964412811;1;100;"Scope 1+2 (market-based) +3 (upstream & downstream)";NA;NA;NA;NA;NA;NA;"1029-abs-S12M3-2014-2020-1";"Company-wide";2014;"No, and we do not anticipate setting one in the next 2 years";121.23745819398;"S1";"S2M";9568;3724.19928825622;NA;NA;1;0.38923487544484;1862.09964412811;2172.44958481613;1750
"Global";1051;"Astellas Pharma Inc.";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2030;"absolute";"Scope 1+2";"S12M";"Japan";2015;30;202190;226297;NA;2020;NA;NA;0;1;100;"Scope 1+2 (market-based)";98500;0;127797;98500;0;127797;"1051-abs-S12M-2015-2030-1";"Company-wide";2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";61.5543135994197;"S1";"S2M";202190;202190;98500;127797;0.435268695563794;1;141533;181971;181971
"Global";1076;"Assicurazioni Generali Spa";"Financial services";"Services";"Insurance";2020;"absolute";"Scope 1+2+3";"S12M3";"Italy";2013;20;74106;NA;12182.28;2019;26375.536;11800.36;6630.97408264992;1;44;"Scope 1+2 (market-based) +3 (upstream)";21881;55886;NA;21881;55886;NA;"1076-abs-S12M3-2013-2020-1";"Country/region";2017;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";95.5455698593906;"S1";"S2M";74106;33154.8704132496;21881;NA;1;0.447397922074456;26523.8963305997;27471.1783424068;11800.36
"Global";1085;"Associated British Foods";"Discretionary retail";"Retail";"Apparel stores";2030;"absolute";"Scope 1+2+3";"S12L3";"United Kingdom of Great Britain and Northern Ireland";2018;30;NA;2997221.4;2242574.1;2019;2871707.58;2156225.94;672772.23;1;54;"Scope 1+2 (location-based) +3 (upstream & downstream)";3162449;830562;844405;3162449;830562;844405;"1085-abs-S12L3-2018-2030-1";"Business division";2018;"No, but we anticipate setting one in the next 2 years";NA;"S1";"S2L";22425.741;2242574.1;3162449;830562;0.791996065124789;0.74821769923303;1569801.87;2186509.7475;2156225.94
"Global";1087;"Assurant, Inc.";"Financial services";"Services";"Insurance";2020;"absolute";"Scope 2";"S2L";"United States of America";2019;2;27424;22913;NA;2019;22913;NA;0;1;100;"Scope 2 (location-based)";748;30134;NA;748;30134;NA;"1087-abs-S2L-2019-2020-1";"Company-wide";2019;"No, but we anticipate setting one in the next 2 years";827.195157526254;"";"S2L";27424;27424;0;30134;0;1;26875.52;27424;22913
"Global";1104;"AstraZeneca";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2025;"absolute";"Scope 1";"S1";"United Kingdom of Great Britain and Northern Ireland";2015;20;320780;320780;NA;2019;285798;NA;0;1;100;"Scope 1";335130;300465;348875;335130;300465;348875;"1104-abs-S1-2015-2025-1";"Company-wide";2016;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";54.5264667373278;"S1";"";320780;320780;335130;0;1;1;256624;295117.6;285798
"Global";1104;"AstraZeneca";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2025;"absolute";"Scope 2";"S2M";"United Kingdom of Great Britain and Northern Ireland";2015;95;336689;336689;NA;2019;133971;NA;0;1;100;"Scope 2 (market-based)";335130;300465;348875;335130;300465;348875;"1104-abs-S2M-2015-2025-1";"Company-wide";2016;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";63.3781823644528;"";"S2M";336689;336689;0;348875;0;1;16834.45;208747.18;133971
"Global";1113;"AT&T Inc.";"Media, telecommunications & data center services";"Services";"Telecommunications services";2030;"absolute";"Scope 1+2";"S12M";"United States of America";2015;26;8766803;NA;NA;2019;6525043;NA;0;1;100;"Scope 1+2 (market-based)";990955;6015122;5534088;990955;6015122;5534088;"1113-abs-S12M-2015-2030-1";"Company-wide";2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";98.3500791828868;"S1";"S2M";8766803;8766803;990955;5534088;0.151869497258486;1;6487434.22;8158971.32533333;6525043
"Global";1115;"Atea ASA";"IT & software development";"Services";"Software";2030;"absolute";"Scope 1+2";"S12L";"Norway";2015;43;7613;8683.2;NA;2019;6213.6;NA;0;1;100;"Scope 1+2 (location-based)";3806.6;2407;5443;3806.6;2407;5443;"1115-abs-S12L-2015-2030-1";"Company-wide";2015;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";40.8236828680439;"S1";"S2L";7613;7613;3806.6;2407;0.612623921720098;1;4339.41;6740.04266666667;6213.6
"Global";1115;"Atea ASA";"IT & software development";"Services";"Software";2040;"absolute";"Scope 1+2";"S12L";"Norway";2015;57;7613;8683.2;NA;2019;6213.6;NA;0;1;100;"Scope 1+2 (location-based)";3806.6;2407;5443;3806.6;2407;5443;"1115-abs-S12L-2015-2040-1";"Company-wide";2015;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";30.7968133916823;"S1";"S2L";7613;7613;3806.6;2407;0.612623921720098;1;3273.59;6918.6944;6213.6
"Global";1134;"Atlantia";"Land & property ownership & development";"Infrastructure";"Infrastructure upkeep & management";2020;"absolute";"Scope 1+2";"S12L";"Italy";2015;6;77280;79576.7;NA;2019;67406.6967;NA;0;1;35;"Scope 1+2 (location-based)";148931;78431;71419;148931;78431;71419;"1134-abs-S12L-2015-2020-1";"Business division";2015;"No, and we do not anticipate setting one in the next 2 years";63.7939958592132;"S1";"S2L";77280;77280;148931;78431;0.655039100641268;1;72643.2;73570.56;67406.6967
"Global";1134;"Atlantia";"Land & property ownership & development";"Infrastructure";"Infrastructure upkeep & management";2020;"absolute";"Scope 1";"S1";"Italy";2015;10;64501;148931;NA;2019;192427;NA;0;1;100;"Scope 1";148931;78431;71419;148931;78431;71419;"1134-abs-S1-2015-2020-1";"Business division";2015;"No, but we anticipate setting one in the next 2 years";254.693725678672;"S1";"";64501;64501;148931;0;1;1;58050.9;59340.92;192427
"Global";1134;"Atlantia";"Land & property ownership & development";"Infrastructure";"Infrastructure upkeep & management";2020;"absolute";"Scope 2";"S2L";"Italy";2015;10;57751;78431;NA;2019;163.562;NA;0;1;100;"Scope 2 (location-based)";148931;78431;71419;148931;78431;71419;"1134-abs-S2L-2015-2020-1";"Business division";2015;"No, but we anticipate setting one in the next 2 years";-26.3025748471888;"";"S2L";57751;57751;0;78431;0;1;51975.9;53130.92;163.562
"Global";1158;"AU Optronics";"Electrical & electronic equipment";"Manufacturing";"Electronic components";2020;"absolute";"Scope 1+2+3";"S12L3";"Taiwan, Greater China";2015;24.7;4050000;NA;NA;2019;16529193.909;2830113.009;171278.98457357;1;90;"Scope 1+2 (location-based) +3 (upstream & downstream)";98659.16;3045910.85;NA;98659.16;3045910.85;NA;"1158-abs-S12L3-2015-2020-1";"Company-wide";2016;"No, but we are reporting another target that is science-based";141.950317388914;"S1";"S2L";4050000;693437.184508381;98659.16;3045910.85;0.0313744517330686;0.171219057903303;522158.199934811;556413.996849525;2830113.009
"Global";1158;"AU Optronics";"Electrical & electronic equipment";"Manufacturing";"Electronic components";2024;"absolute";"Scope 1+2";"S12L";"Taiwan, Greater China";2018;13.7;3568787;3568787.47;NA;2019;3144570.01;NA;0;1;100;"Scope 1+2 (location-based)";98659.16;3045910.85;NA;98659.16;3045910.85;NA;"1158-abs-S12L-2018-2024-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";86.7654598762757;"S1";"S2L";3568787;3568787;98659.16;3045910.85;0.0313744517330686;1;3079863.181;3487299.69683333;3144570.01
"Global";1177;"Aurubis AG";"Metal smelting, refining & forming";"Materials";"Copper";2022;"absolute";"Scope 1+2";"S12M";"Germany";2013;8.6;1162321;NA;NA;2019;1444347;NA;0;1;100;"Scope 1+2 (market-based)";502926;757564;941421;502926;757564;941421;"1177-abs-S12M-2013-2022-1";"Company-wide";2013;"No, but we anticipate setting one in the next 2 years";-282.13996761852;"S1";"S2M";1162321;1162321;502926;941421;0.348203028773556;1;1062361.394;1095681.26266667;1444347
"Global";1187;"Australia and New Zealand Banking Group";"Financial services";"Services";"Banks";2025;"absolute";"Scope 1+2";"S12L";"Australia";2015;24;209531;209532;NA;2019;156568;NA;0;1;100;"Scope 1+2 (location-based)";22688;186844;147209;22688;186844;147209;"1187-abs-S12L-2015-2025-1";"Company-wide";2017;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";105.320533318061;"S1";"S2L";209531;209531;22688;186844;0.108279403623313;1;159243.56;189416.024;156568
"Global";1187;"Australia and New Zealand Banking Group";"Financial services";"Services";"Banks";2030;"absolute";"Scope 1+2";"S12L";"Australia";2015;35;209531;209532;NA;2019;156568;NA;0;1;100;"Scope 1+2 (location-based)";22688;186844;147209;22688;186844;147209;"1187-abs-S12L-2015-2030-1";"Company-wide";2017;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";72.2197942752419;"S1";"S2L";209531;209531;22688;186844;0.108279403623313;1;136195.15;189974.773333333;156568
"Global";1198;"Autodesk, Inc.";"IT & software development";"Services";"Software";2050;"absolute";"Scope 1+2+3";"S12M3";"United States of America";2009;85;301435;NA;22317;2020;240816.9;3291;3501.49510790148;1;100;"Scope 1+2 (market-based) +3 (upstream & downstream)";2228;5882;NA;2228;5882;NA;"1198-abs-S12M3-2009-2050-1";"Company-wide";2009;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";50.5882352941176;"S1";"S2M";301435;4119.40600929586;2228;NA;1;0.0136659844055795;617.910901394379;3179.9804925418;3291
"Global";1213;"Avaya";"Media, telecommunications & data center services";"Services";"Telecommunications services";2020;"absolute";"Scope 1+2";"S12L";"United States of America";2014;15;105570;103458.6;NA;2019;36020.88;NA;0;1;98;"Scope 1+2 (location-based)";4850;92959;NA;4850;92959;NA;"1213-abs-S12L-2014-2020-1";"Company-wide";2015;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";434.555271383916;"S1";"S2L";105570;105570;4850;92959;0.0495864388757681;1;89734.5;92373.75;36020.88
