account_id;company_name;program_id;access;incorporation_country;sectors;industries;activities;primary_sector;primary_industry;primary_activity;project_year;Target reference number;Year target was set;Target coverage;Scope(s) (or Scope 3 category);Base year;Covered emissions in base year (metric tons CO2e);Covered emissions in base year as % of total base year emissions in selected Scope(s) (or Scope 3 category);Target year;Targeted reduction from base year (%);Covered emissions in target year (metric tons CO2e) [auto-calculated];Covered emissions in reporting year (metric tons CO2e);Covered emissions outlier check;Target emission change rate vs 2019;Pro-rated achievement rate (BY-TY);TY_EM;MRY_EM
31563;ALBARAKA TÜRK KATILIM BANKASI A.Ş.;Investor;public;Turkey; Financial services; Services; Banks;Financial services;Services;Banks;2020;Abs 2;2017;Company-wide;Scope 1+2 (location-based);2017;12763;100;2030;45;7019.65;11809.87;100.00%;-41%;108%;;
54167;ARVIND Ltd;Investor;public;India; Apparel design, Land & property ownership & development, Textiles & fabric goods; Apparel, Infrastructure; Apparel & footwear design, Real estate owners & developers, Textiles;Textiles & fabric goods;Apparel;Textiles;2020;Abs 2;2019;Company-wide;Scope 1+2 (location-based);2019;624064.5;100;2023;20;499251.6;590350.1;100.00%;-15%;108%;;
17296;Solvay S.A.;Investor;public;Belgium; Chemicals; Materials; Other base chemicals, Specialty chemicals;Chemicals;Materials;Specialty chemicals;2020;Abs 2;2019;Company-wide;Scope 1+2 (market-based);2018;12300000;100;2030;26;9102000;12011898;100.00%;-24%;108%;;
14132;Owens Corning;Investor;public;United States of America; Other materials; Materials; Glass products, Other non-wood building materials;Other materials;Materials;Glass products;2020;Abs 2;2019;Company-wide;Scope 3 (upstream & downstream);2018;3892181;100;2030;30;2724526.7;3784557;100.00%;-28%;111%;;
17673;Stanley Black & Decker, Inc.;Investor;public;United States of America; Electrical & electronic equipment, Metal products manufacturing; Manufacturing; Electrical equipment, Fabricated metal components;Metal products manufacturing;Manufacturing;Fabricated metal components;2020;Abs 1;2017;Company-wide;Scope 1+2 (market-based);2015;379403;100;2030;100;0;267332;100.00%;-100%;111%;;
15763;Ricoh Co., Ltd.;Investor;public;Japan; Electrical & electronic equipment, IT & software development, Specialized professional services; Manufacturing, Services; Electronic components, Electronic equipment, IT services, Other professional services;Electrical & electronic equipment;Manufacturing;Electronic equipment;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2015;441341;100;2030;63;163296.17;338004;100.00%;-52%;111%;;
20780;Woolworths Limited;Investor;public;Australia; Bars, hotels & restaurants, Convenience retail, Discretionary retail; Hospitality, Retail; Department stores, Hotels & lodging, Supermarkets, food & drugstores;Convenience retail;Retail;Supermarkets, food & drugstores;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based);2015;3868457;100;2030;60;1547382.8;3178146;113.47%;-51%;112%;;
15132;Procter & Gamble Company;Investor;public;United States of America; Chemicals, Metal products manufacturing, Paper products & packaging; Manufacturing, Materials; Fabricated metal components, Paper products, Personal care & household products;Chemicals;Materials;Personal care & household products;2020;Abs 2;2018;Company-wide;Scope 1+2 (market-based);2010;5422275;100;2030;50;2711137.5;4050000;99.99%;-33%;112%;;
9956;KAO Corporation;Investor;public;Japan; Chemicals; Materials; Other base chemicals, Personal care & household products;Chemicals;Materials;Personal care & household products;2020;Abs 2;2018;Company-wide;Scope 1+2 (market-based) +3 (upstream & downstream);2017;11910135;95.42;2030;22;9289905.3;11455000;94.44%;-19%;113%;;
19238;Toppan Printing Co., Ltd.;Investor;public;Japan; Electrical & electronic equipment, Plastic product manufacturing, Print & publishing services; Manufacturing, Services; Electronic equipment, Plastic products, Printing services;Print & publishing services;Services;Printing services;2020;Abs 2;2018;Company-wide;Scope 3 (upstream & downstream);2017;6122000;100;2030;20;4897600;5801225;100.00%;-16%;114%;;
10202;Klabin S/A;Investor;public;Brazil; Chemicals, Paper products & packaging, Wood & paper materials; Manufacturing, Materials; Other base chemicals, Paper packaging, Paper products, Pulp & paper mills;Wood & paper materials;Materials;Pulp & paper mills;2020;Abs 1;2017;Company-wide;Scope 1;2004;895474.56;100;2022;21.38;704022.0991;713886.74;100.00%;-1%;114%;;
70630;BEUKAY;Supply Chain;public;China; Chemicals; Materials; Personal care & household products;Chemicals;Materials;Personal care & household products;2020;Abs 1;2018;Company-wide;Scope 1+2 (location-based);2017;3086;100;2030;10;2777.4;3031.78;100.00%;-8%;114%;;
12832;National Grid PLC;Investor;public;United Kingdom of Great Britain and Northern Ireland; Energy utility networks, Oil & gas storage & transportation; Fossil Fuels, Infrastructure; Electricity networks, Oil & gas pipelines & storage;Energy utility networks;Infrastructure;Electricity networks;2020;Abs 2;2020;Company-wide;Scope 1+2 (location-based);1990;21630971;100;2030;80;4326194.2;6489291.3;100.09%;-33%;117%;;
6841;Fuji Electric Co., Ltd.;Investor;public;Japan; Electrical & electronic equipment, Powered machinery; Manufacturing; Electrical equipment, Electronic equipment, Industrial machinery;Electrical & electronic equipment;Manufacturing;Electrical equipment;2020;Abs 1;2017;Company-wide;Scope 1+2 (market-based);2013;535966;100;2030;31;369816.54;456114;100.00%;-19%;117%;;
5885;Estee Lauder Companies Inc.;Investor;public;United States of America; Chemicals; Materials; Personal care & household products;Chemicals;Materials;Personal care & household products;2020;Abs 1;2020;Company-wide;Scope 1+2 (market-based);2018;62102;100;2030;50;31051;59066.13;100.00%;-47%;117%;;
4256;Daiwa House Industry Co., Ltd.;Investor;public;Japan; Construction, Other services; Infrastructure, Services; Building sub-contractors, Non-residential building construction, Real estate services, Residential building construction;Construction;Infrastructure;Residential building construction;2020;Abs 1;2016;Company-wide;Scope 1+2 (location-based);2015;554397.36;100;2021;9;504501.5976;504208.35;100.00%;0%;121%;;
4256;Daiwa House Industry Co., Ltd.;Investor;public;Japan; Construction, Other services; Infrastructure, Services; Building sub-contractors, Non-residential building construction, Real estate services, Residential building construction;Construction;Infrastructure;Residential building construction;2020;Abs 2;2016;Company-wide;Scope 1+2 (location-based);2015;554397.36;100;2030;22.5;429657.954;504208.35;100.00%;-15%;121%;;
52715;KORDSA TEKNİK TEKSTİL A.Ş.;Investor;public;Turkey; Wood & rubber products; Manufacturing; Rubber products;Wood & rubber products;Manufacturing;Rubber products;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based);2018;436891.3;100;2025;17.5;360435.3225;423686.76;100.00%;-15%;121%;;
64656;Aker BP ASA;Investor;public;Norway; Oil & gas extraction & production; Fossil Fuels; Natural gas extraction, Oil & gas extraction;Oil & gas extraction & production;Fossil Fuels;Oil & gas extraction;2020;Abs 2;2018;Company-wide;Scope 2 (location-based);2018;191956;100;2023;95;9597.8;147825;100.00%;-94%;121%;;
829728;Hop Lun;Supply Chain;public;China, Hong Kong Special Administrative Region; Textiles & fabric goods; Apparel; Apparel & footwear;Textiles & fabric goods;Apparel;Apparel & footwear;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based);2018;14380.91;100;2030;30;10066.637;13508.97;100.00%;-25%;121%;;
628;Altria Group, Inc.;Investor;public;United States of America; Food & beverage processing, Tobacco; Food, beverage & agriculture; Alcoholic beverages, Tobacco products;Tobacco;Food, beverage & agriculture;Tobacco products;2020;Abs 3;2019;Company-wide;Scope 1+2 (market-based);2017;337007;100;2030;55;151653.15;302416;100.00%;-50%;121%;;
15994;Koninklijke KPN NV (Royal KPN);Investor;public;Netherlands; Construction, Media, telecommunications & data center services; Infrastructure, Services; Telecommunications services, Utility line construction;Media, telecommunications & data center services;Services;Telecommunications services;2020;Abs 2;2010;Company-wide;Scope 1;2010;58830;98;2030;100;0;26300;99.84%;-100%;123%;;
3402;Citizen Watch Co.,Ltd.;Investor;public;Japan; Accessories, Discretionary retail, Electrical & electronic equipment, Leisure & home manufacturing, Powered machinery; Apparel, Manufacturing, Retail; Accessories, Accessories manufacture, Electronic equipment, Industrial machinery, Specialist retail;Leisure & home manufacturing;Manufacturing;Accessories;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based);2018;169941;100;2030;30;118958.7;159496.65;100.00%;-25%;123%;;
18574;Tesco;Investor;public;United Kingdom of Great Britain and Northern Ireland; Convenience retail, Financial services, Oil & gas retailing; Fossil Fuels, Retail, Services; Banks, Oil & gas marketing & retailing, Supermarkets, food & drugstores;Convenience retail;Retail;Supermarkets, food & drugstores;2020;Abs 1;2017;Company-wide;Scope 1+2 (market-based);2015;3441871;99;2025;60;1376748.4;2168654;100.00%;-37%;123%;;
8611;HSBC Holdings plc;Investor;public;United Kingdom of Great Britain and Northern Ireland; Financial services; Services; Asset managers, Banks;Financial services;Services;Banks;2020;Abs 3;2012;Company-wide;Scope 2 (market-based);2011;725344;100;2030;100;0;344222;100.00%;-100%;125%;;
30047;Garan Manufacturing Corp;Supply Chain;public;United States of America; Textiles & fabric goods; Apparel; Apparel & footwear, Clothing manufacture;Textiles & fabric goods;Apparel;Apparel & footwear;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based);2008;5615.52;100;2023;25;4211.64;4329.96;100.00%;-3%;125%;;
12348;Molson Coors Brewing Company;Investor;public;United States of America; Food & beverage processing; Food, beverage & agriculture; Alcoholic beverages;Food & beverage processing;Food, beverage & agriculture;Alcoholic beverages;2020;Abs 1;2017;Company-wide;Scope 1+2 (market-based);2016;1341497;100;2025;50;670748.5;1061315;100.00%;-37%;125%;;
17322;Sodexo;Investor;public;France; Bars, hotels & restaurants; Hospitality; Food & beverage amenities;Bars, hotels & restaurants;Hospitality;Food & beverage amenities;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2017;144468;100;2025;34;95348.88;121356;100.00%;-21%;125%;;
45101;Borregaard ASA;Investor;public;Norway; Chemicals; Materials; Specialty chemicals;Chemicals;Materials;Specialty chemicals;2020;Abs 1;2016;Company-wide;Scope 1+2 (location-based);2009;298343;100;2030;53;140221.21;203742;100.00%;-31%;126%;;
29879;Grupo Logista;Investor;public;Spain; Intermodal transport & logistics, Trading, wholesale, distribution, rental & leasing; Retail, Transportation services; Consumer goods wholesale & rental, Dealers, wholesalers & distributors, Logistics - transport;Trading, wholesale, distribution, rental & leasing;Retail;Consumer goods wholesale & rental;2020;Abs 1;2015;Company-wide;Scope 1+2 (market-based);2013;44886;100;2030;30;31420.2;38906;100.00%;-19%;126%;;
30215;Ørsted;Investor;public;Denmark; Energy utility networks, Renewable power generation, Thermal power generation; Infrastructure, Power generation; Coal generation, Electricity networks, Non-CCGT generation, Wind generation;Energy utility networks;Infrastructure;Electricity networks;2020;Abs 1;2019;Company-wide;Scope 3 (upstream & downstream);2018;36234000;100;2032;50;18117000;34604000;102.18%;-48%;126%;;
17870;Sumitomo Bakelite Company Limited;Investor;public;Japan; Chemicals, Medical equipment & supplies; Biotech, health care & pharma, Materials; Medical equipment, Other base chemicals;Chemicals;Materials;Other base chemicals;2020;Abs 1;2017;Company-wide;Scope 1+2 (market-based);2005;301220;100;2030;39;183744.2;212292;100.00%;-13%;126%;;
2269;British American Tobacco;Investor;public;United Kingdom of Great Britain and Northern Ireland; Tobacco; Food, beverage & agriculture; Tobacco products;Tobacco;Food, beverage & agriculture;Tobacco products;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2017;864257;100;2025;30;604979.9;782394;100.00%;-23%;126%;;
13352;Nissan Chemical Corporation;Investor;public;Japan; Biotech & pharma, Chemicals, Commercial & consumer services, Industrial support services; Biotech, health care & pharma, Materials, Services; Agricultural chemicals, Commercial services, Industrial services, Other base chemicals, Pharmaceuticals;Chemicals;Materials;Other base chemicals;2020;Abs 1;2018;Company-wide;Scope 1+2 (market-based);2011;449061;95;2021;20;359248.8;345514;100.00%;4%;128%;;
6305;Ferrovial;Investor;public;Spain; Construction, Industrial support services, Land & property ownership & development; Infrastructure, Services; Infrastructure upkeep & management, Transportation infrastructure & other construction, Transportation support services;Construction;Infrastructure;Transportation infrastructure & other construction;2020;Abs 1;2016;Company-wide;Scope 1+2 (market-based);2009;1070232;100;2030;32;727757.76;861300;100.00%;-16%;128%;;
9363;Intesa Sanpaolo S.p.A;Investor;public;Italy; Financial services; Services; Asset managers, Banks, Insurance;Financial services;Services;Banks;2020;Abs 8;2016;Company-wide;Scope 1+2 (market-based);2012;113533;100;2022;37;71525.79;75841;95.87%;-6%;128%;;
524;Algonquin Power & Utilities Corporation;Investor;public;Canada; Energy utility networks, Renewable power generation; Infrastructure, Power generation; Electricity networks, Other renewable generation;Renewable power generation;Power generation;Other renewable generation;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based);2017;3220317;100;2023;31.05;2220408.572;2792804;100.00%;-20%;128%;;
394;Ajinomoto Co.Inc.;Investor;public;Japan; Biotech & pharma, Chemicals, Crop farming, Food & beverage processing, Intermodal transport & logistics; Biotech, health care & pharma, Food, beverage & agriculture, Materials, Transportation services; Animal feed, Logistics - 3rd party, Non-alcoholic beverages, Other base chemicals, Other food processing, Pharmaceuticals;Food & beverage processing;Food, beverage & agriculture;Other food processing;2020;Abs 1;2020;Company-wide;Scope 1+2 (market-based);2018;2212692;100;2030;50;1106346;1973690;100.00%;-44%;130%;;
336;ASE Technology Holding Co., Ltd.;Investor;public;Taiwan, Greater China; Industrial support services; Services; Industrial services;Industrial support services;Services;Industrial services;2020;Abs 1;2017;Company-wide;Scope 1+2 (market-based);2016;1957126;100;2025;19;1585272.06;1794103;100.00%;-12%;132%;;
54735;Sopra Steria Group;Investor;public;France; IT & software development, Specialized professional services; Services; IT services, Other professional services;IT & software development;Services;IT services;2020;Abs 3;2016;Company-wide;Scope 1+2 (market-based);2015;20456;100;2025;42;11864.48;15936;242.34%;-26%;132%;;
336;ASE Technology Holding Co., Ltd.;Investor;public;Taiwan, Greater China; Industrial support services; Services; Industrial services;Industrial support services;Services;Industrial services;2020;Abs 2;2017;Company-wide;Scope 1+2 (market-based);2016;1957126;100;2035;40;1174275.6;1794103;100.00%;-35%;132%;;
7345;Gilead Sciences, Inc.;Investor;public;United States of America; Biotech & pharma; Biotech, health care & pharma; Biotechnology;Biotech & pharma;Biotech, health care & pharma;Biotechnology;2020;Abs 1;2017;Company-wide;Scope 1+2 (market-based);2016;82840;100;2025;25;62130;73735;100.00%;-16%;132%;;
16919;Siemens AG;Investor;public;Germany; Construction, Electrical & electronic equipment, Financial services, Medical equipment & supplies, Metal products manufacturing, Powered machinery, Renewable energy equipment, Transportation equipment; Biotech, health care & pharma, Infrastructure, Manufacturing, Services; Banks, Electrical equipment, Fabricated metal components, Industrial machinery, Medical equipment, Non-residential building construction, Other renewable energy equipment, Railroad rolling stock;Electrical & electronic equipment;Manufacturing;Electrical equipment;2020;Abs 2;2015;Company-wide;Scope 1+2 (market-based);2014;2180000;100;2030;100;0;1281000;100.00%;-100%;132%;;
9283;Intermediate Capital Group;Investor;public;United Kingdom of Great Britain and Northern Ireland; Financial services; Services; Asset managers;Financial services;Services;Asset managers;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2019;603;100;2030;80;120.6;545;100.00%;-78%;132%;;
19145;TJX Companies, Inc.;Investor;public;United States of America; Discretionary retail; Retail; Apparel stores;Discretionary retail;Retail;Apparel stores;2020;Abs 1;2020;Company-wide;Scope 1+2 (market-based);2017;802058;100;2030;55;360926.1;666118;100.00%;-46%;134%;;
23318;Barry Callebaut AG;Investor;public;Switzerland; Food & beverage processing; Food, beverage & agriculture; Chocolate confection;Food & beverage processing;Food, beverage & agriculture;Chocolate confection;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based) +3 (upstream);2018;9100000;100;2025;35;5915000;8490000;99.94%;-30%;134%;;
943;ARKEMA;Investor;public;France; Chemicals; Materials; Other base chemicals;Chemicals;Materials;Other base chemicals;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2015;4720000;100;2030;37.5;2950000;4087000;106.43%;-28%;134%;;
13314;NiSource Inc.;Investor;public;United States of America; Energy utility networks, Oil & gas storage & transportation, Thermal power generation; Fossil Fuels, Infrastructure, Power generation; CCGT generation, Coal generation, Gas utilities, Oil & gas pipelines & storage;Energy utility networks;Infrastructure;Gas utilities;2020;Abs 5;2017;Company-wide;Scope 1+2 (location-based);2005;19473363;100;2025;50;9736681.5;10211521;99.68%;-5%;136%;;
19794;UniCredit;Investor;public;Italy; Financial services; Services; Asset managers, Banks;Financial services;Services;Banks;2020;Abs 2;2015;Company-wide;Scope 1+2 (location-based);2008;491448;100;2030;80;98289.6;223938;100.00%;-56%;136%;;
1104;AstraZeneca;Investor;public;United Kingdom of Great Britain and Northern Ireland; Biotech & pharma; Biotech, health care & pharma; Pharmaceuticals;Biotech & pharma;Biotech, health care & pharma;Pharmaceuticals;2020;Abs 1;2016;Company-wide;Scope 1;2015;320780;100;2025;20;256624;285798;100.00%;-10%;136%;;
22295;Metsä Board Corporation;Investor;public;Finland; Paper products & packaging; Manufacturing; Paper packaging, Paper products;Paper products & packaging;Manufacturing;Paper packaging;2020;Abs 3;2019;Company-wide;Scope 1+2 (market-based);2018;563627;100;2030;100;0;499016;100.00%;-100%;138%;;
50074;News Corp;Investor;public;United States of America; IT & software development, Print & publishing services, Web & marketing services; Services; Marketing, Print publishing, Software;Print & publishing services;Services;Print publishing;2020;Abs 1;2020;Company-wide;Scope 1+2 (market-based);2016;207112;100;2030;60;82844.8;170466.69;100.00%;-51%;138%;;
23046;Barratt Developments plc;Investor;public;United Kingdom of Great Britain and Northern Ireland; Construction; Infrastructure; Non-residential building construction, Residential building construction;Construction;Infrastructure;Residential building construction;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2018;29958;100;2025;29;21270.18;28243;100.00%;-25%;138%;;
1650;Berner Kantonalbank AG BEKB;Investor;public;Switzerland; Financial services; Services; Banks;Financial services;Services;Banks;2020;Abs 3;2016;Company-wide;Scope 1+2 (market-based);2004;1643;100;2022;61;640.77;488;100.00%;31%;138%;;
8698;Iberdrola SA;Investor;public;Spain; Energy utility networks, Renewable power generation, Thermal power generation; Infrastructure, Power generation; CCGT generation, Gas utilities, Hydro generation, Other renewable generation;Thermal power generation;Power generation;CCGT generation;2020;Abs 1;2018;Company-wide;Scope 1+2 (location-based) +3 (upstream & downstream);2017;72922197;100;2030;20;58337757.6;69787050;100.00%;-16%;140%;;
4312;Danske Bank A/S;Investor;public;Denmark; Financial services; Services; Asset managers, Banks;Financial services;Services;Banks;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based) +3 (upstream);2010;55690;100;2023;75;13922.5;15230;84.40%;-9%;140%;;
5052;Duke Energy Corporation;Investor;public;United States of America; Renewable power generation, Thermal power generation; Power generation; CCGT generation, Coal generation, Hydro generation;Thermal power generation;Power generation;CCGT generation;2020;Abs 1;2019;Company-wide;Scope 1;2005;138800000;100;2030;50;69400000;84370000;98.65%;-18%;140%;;
14057;Orkla ASA;Investor;public;Norway; Chemicals, Financial services, Food & beverage processing, Metal smelting, refining & forming; Food, beverage & agriculture, Materials, Services; Baked goods & cereals, Banks, Metal processing, Other food processing, Personal care & household products;Food & beverage processing;Food, beverage & agriculture;Other food processing;2020;Abs 1;2017;Company-wide;Scope 1+2 (market-based);2014;218648;100;2025;63;80899.76;130807.2;100.00%;-38%;140%;;
40649;ETİ SODA A.Ş.;Investor;public;Turkey; Metallic mineral mining, Other mineral mining; Materials; Other non-ferrous ore mining, Other non-metallic minerals;Metallic mineral mining;Materials;Other non-ferrous ore mining;2020;Abs 1;2012;Company-wide;Scope 1+2 (location-based);2012;1206515.67;100;2025;50;603257.835;746565.3;100.00%;-19%;142%;;
53635;APG SGA SA;Investor;public;Switzerland; Other services, Web & marketing services; Services; Marketing, Real estate services;Web & marketing services;Services;Marketing;2020;Abs 2;2018;Company-wide;Scope 1+2 (market-based);2018;1411;100;2023;30;987.7;1291;100.00%;-23%;142%;;
18430;Telia Company AB;Investor;public;Sweden; Media, telecommunications & data center services; Services; Telecommunications services;Media, telecommunications & data center services;Services;Telecommunications services;2020;Abs 3;2019;Company-wide;Scope 1+2 (market-based) +3 (upstream & downstream);2018;1342000;100;2030;100;0;1183000;99.95%;-100%;142%;;
15779;Rexel;Investor;public;France; Trading, wholesale, distribution, rental & leasing; Retail; Construction & building materials dealing & distribution, Dealers, wholesalers & distributors;Trading, wholesale, distribution, rental & leasing;Retail;Construction & building materials dealing & distribution;2020;Abs 2;2019;Company-wide;Scope 1+2 (market-based);2016;116714;100;2030;35;75864.1;104244;100.00%;-27%;142%;;
22135;Vattenfall Group;Investor;public;Sweden; Energy utility networks, Renewable power generation, Thermal power generation; Infrastructure, Power generation; CCGT generation, Coal generation, District heating & cooling, Gas utilities, Hydro generation, Wind generation;Thermal power generation;Power generation;Coal generation;2020;Abs 2;2019;Company-wide;Scope 1+2 (location-based);2017;20161500;100;2030;38;12500130;18466820;100.00%;-32%;144%;;
52715;KORDSA TEKNİK TEKSTİL A.Ş.;Investor;public;Turkey; Wood & rubber products; Manufacturing; Rubber products;Wood & rubber products;Manufacturing;Rubber products;2020;Abs 2;2019;Company-wide;Scope 1+2 (location-based);2018;436891.3;100;2034;33.6;290095.8232;423686.76;100.00%;-32%;144%;;
11842;Michelin;Investor;public;France; Light manufacturing, Wood & rubber products; Manufacturing; Rubber products, Tires;Light manufacturing;Manufacturing;Tires;2020;Abs 2;2019;Company-wide;Scope 1+2 (market-based);2010;3877273;96;2030;38;2403909.26;2919165;100.00%;-18%;145%;;
12798;National Australia Bank;Investor;public;Australia; Financial services; Services; Banks;Financial services;Services;Banks;2020;Abs 2;2016;Company-wide;Scope 1+2 (market-based);2015;150893;100;2025;51;73937.57;106305;100.00%;-30%;145%;;
15493;Raiffeisen Bank International AG;Investor;public;Austria; Financial services; Services; Banks;Financial services;Services;Banks;2020;Abs 1;2011;Company-wide;Scope 1+2 (location-based);2011;79988;100;2025;35;51992.2;56781;100.00%;-8%;145%;;
13813;OGE Energy Corp.;Investor;public;United States of America; Renewable power generation, Thermal power generation; Power generation; CCGT generation, Coal generation, Hydro generation;Thermal power generation;Power generation;CCGT generation;2020;Abs 2;2018;Company-wide;Scope 1;2005;21445571;99;2030;50;10722785.5;12590293;100.00%;-15%;147%;;
10609;LEGRAND;Investor;public;France; Electrical & electronic equipment, Metal products manufacturing; Manufacturing; Electrical equipment, Fabricated metal components;Metal products manufacturing;Manufacturing;Fabricated metal components;2020;Abs 1;2018;Company-wide;Scope 1;2016;57754;100;2030;15;49090.9;54976;100.00%;-11%;150%;;
4192;MIRAE ASSET DAEWOO CO., LTD;Investor;public;Republic of Korea; Financial services; Services; Asset managers, Banks;Financial services;Services;Banks;2020;Abs 1;2015;Company-wide;Scope 1+2 (location-based);2015;14328;100;2021;22.9;11046.888;11047;100.00%;0%;150%;;
19080;thyssenkrupp AG;Investor;public;Germany; Commercial & consumer services, Electrical & electronic equipment, Metal products manufacturing, Metal smelting, refining & forming, Powered machinery; Manufacturing, Materials, Services; Commercial services, Electrical equipment, Fabricated metal components, Industrial machinery, Iron & steel;Commercial & consumer services;Services;Commercial services;2020;Abs 1;2018;Company-wide;Scope 1+2 (location-based);2018;24000000;100;2030;30;16800000;23100000;100.00%;-27%;150%;;
16650;Sekisui House, Ltd.;Investor;public;Japan; Construction, Land & property ownership & development, Other services; Infrastructure, Services; Real estate owners & developers, Real estate services, Residential building construction;Construction;Infrastructure;Residential building construction;2020;Abs 1;2016;Company-wide;Scope 1+2 (market-based);2013;176164;100;2030;50;88082;121722;100.28%;-28%;150%;;
22350;Anheuser Busch InBev;Investor;public;Belgium; Food & beverage processing; Food, beverage & agriculture; Alcoholic beverages, Non-alcoholic beverages;Food & beverage processing;Food, beverage & agriculture;Alcoholic beverages;2020;Abs 1;2018;Company-wide;Scope 1+2 (market-based);2017;6175773.37;100;2025;35;4014252.691;5359953.7;99.96%;-25%;151%;;
19080;thyssenkrupp AG;Investor;public;Germany; Commercial & consumer services, Electrical & electronic equipment, Metal products manufacturing, Metal smelting, refining & forming, Powered machinery; Manufacturing, Materials, Services; Commercial services, Electrical equipment, Fabricated metal components, Industrial machinery, Iron & steel;Commercial & consumer services;Services;Commercial services;2020;Abs 2;2018;Company-wide;Scope 1+2 (location-based);2018;23800000;100;2030;30;16660000;22900000;99.13%;-27%;151%;;
22352;State Bank of India;Investor;public;India; Financial services; Services; Asset managers, Banks, Insurance;Financial services;Services;Banks;2020;Abs 1;2018;Company-wide;Scope 1+2 (location-based);2018;1426881.2;100;2030;100;0;1066776;100.00%;-100%;151%;;
18320;Target Corporation;Investor;public;United States of America; Convenience retail; Retail; Hypermarkets & superstores, Supermarkets, food & drugstores;Convenience retail;Retail;Hypermarkets & superstores;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2017;2567880;100;2030;30;1797516;2298450;100.00%;-22%;152%;;
11328;Marks and Spencer Group plc;Investor;public;United Kingdom of Great Britain and Northern Ireland; Convenience retail, Discretionary retail, Trading, wholesale, distribution, rental & leasing; Retail; Department stores, Food & beverage wholesale, Supermarkets, food & drugstores;Convenience retail;Retail;Supermarkets, food & drugstores;2020;Abs 1;2008;Company-wide;Scope 1+2 (market-based);2007;639929;100;2030;80;127985.8;195067;100.00%;-34%;154%;;
586;Alliant Energy Corporation;Investor;public;United States of America; Construction, Energy utility networks, Thermal power generation; Infrastructure, Power generation; CCGT generation, Coal generation, Gas utilities, Non-CCGT generation, Utility line construction;Thermal power generation;Power generation;CCGT generation;2020;Abs 1;2018;Company-wide;Scope 1;2005;21597490;97;2030;40;12958494;14143617;98.93%;-8%;154%;;
10109;KeyCorp;Investor;public;United States of America; Financial services; Services; Banks;Financial services;Services;Banks;2020;Abs 1;2017;Company-wide;Scope 1+2 (location-based);2016;63538;100;2030;40;38122.8;55140.67;100.00%;-31%;154%;;
1046;Asics Corporation;Investor;public;Japan; Accessories, Leisure & home manufacturing, Textiles & fabric goods; Apparel, Manufacturing; Accessories, Accessories manufacture, Apparel & footwear;Textiles & fabric goods;Apparel;Apparel & footwear;2020;Abs 2;2019;Company-wide;Scope 1+2 (market-based);2015;30858;100;2030;38;19131.96;26011;100.00%;-26%;155%;;
6195;Fancl Corporation;Investor;public;Japan; Biotech & pharma, Chemicals, Medical equipment & supplies; Biotech, health care & pharma, Materials; Health care supplies, Personal care & household products, Pharmaceuticals;Chemicals;Materials;Personal care & household products;2020;Abs 1;2015;Company-wide;Scope 1+2 (market-based);2013;12864;100;2030;26;9519.36;10728.6;100.00%;-11%;155%;;
10668;LG;Investor;public;Republic of Korea; Electrical & electronic equipment, Entertainment facilities, Financial services, IT & software development, Land & property ownership & development, Other services, Specialized professional services, Trading, wholesale, distribution, rental & leasing; Hospitality, Infrastructure, Manufacturing, Retail, Services; Asset managers, Education services, IT services, Other professional services, Real estate owners & developers, Recreation & entertainment facilities, Semiconductors, Vehicles & machinery rental & leasing;Trading, wholesale, distribution, rental & leasing;Retail;Vehicles & machinery rental & leasing;2020;Abs 2;2018;Company-wide;Scope 1+2 (location-based);2018;4725098;100;2030;20.5;3756452.91;4596872;100.00%;-18%;159%;;
1356;Baker Hughes Company;Investor;public;United States of America; Industrial support services; Services; Energy services & equipment;Industrial support services;Services;Energy services & equipment;2020;Abs 1;2012;Company-wide;Scope 1+2 (market-based);2012;961000;100;2030;50;480500;663181;100.00%;-28%;159%;;
847001;Orkuveita Reykjavíkur (Reykjavik Energy);Investor;public;Iceland; Renewable power generation; Power generation; Geothermal generation;Renewable power generation;Power generation;Geothermal generation;2020;Abs 1;2016;Company-wide;Scope 1+2 (location-based) +3 (downstream);2015;72400;100;2030;89;7964;44800;102.99%;-82%;161%;;
19829;Unilever plc;Investor;public;United Kingdom of Great Britain and Northern Ireland; Chemicals, Food & beverage processing; Food, beverage & agriculture, Materials; Dairy & egg products, Personal care & household products;Chemicals;Materials;Personal care & household products;2020;Abs 1;2016;Company-wide;Scope 1+2 (market-based);2015;1858924;100;2030;100;0;1062633.13;100.00%;-100%;161%;;
